Lugar de residencia;Anual;Sexo;Medida;Valor;
Adra;2002;Hombres;Crecimiento vegetativo;54;
Adra;2002;Mujeres;Crecimiento vegetativo;43;
Adra;2003;Ambos sexos;Crecimiento vegetativo;103;
Adra;2003;Hombres;Crecimiento vegetativo;41;
Adra;2003;Mujeres;Crecimiento vegetativo;62;
Adra;2004;Ambos sexos;Crecimiento vegetativo;128;
Adra;2004;Hombres;Crecimiento vegetativo;47;
Adra;2004;Mujeres;Crecimiento vegetativo;81;
Adra;2005;Ambos sexos;Crecimiento vegetativo;124;
Adra;2005;Hombres;Crecimiento vegetativo;44;
Adra;2005;Mujeres;Crecimiento vegetativo;80;
Adra;2006;Ambos sexos;Crecimiento vegetativo;131;
Adra;2006;Hombres;Crecimiento vegetativo;66;
Adra;2006;Mujeres;Crecimiento vegetativo;65;
Adra;2007;Ambos sexos;Crecimiento vegetativo;86;
Adra;2007;Hombres;Crecimiento vegetativo;56;
Adra;2007;Mujeres;Crecimiento vegetativo;30;
Adra;2008;Ambos sexos;Crecimiento vegetativo;120;
Adra;2008;Hombres;Crecimiento vegetativo;56;
Adra;2008;Mujeres;Crecimiento vegetativo;64;
Adra;2009;Ambos sexos;Crecimiento vegetativo;114;
Adra;2009;Hombres;Crecimiento vegetativo;54;
Adra;2009;Mujeres;Crecimiento vegetativo;60;
Adra;2010;Ambos sexos;Crecimiento vegetativo;83;
Adra;2010;Hombres;Crecimiento vegetativo;48;
Adra;2010;Mujeres;Crecimiento vegetativo;35;
Adra;2011;Ambos sexos;Crecimiento vegetativo;96;
Adra;2011;Hombres;Crecimiento vegetativo;38;
Adra;2011;Mujeres;Crecimiento vegetativo;58;
Adra;2012;Ambos sexos;Crecimiento vegetativo;63;
Adra;2012;Hombres;Crecimiento vegetativo;32;
Adra;2012;Mujeres;Crecimiento vegetativo;31;
Adra;2013;Ambos sexos;Crecimiento vegetativo;100;
Adra;2013;Hombres;Crecimiento vegetativo;55;
Adra;2013;Mujeres;Crecimiento vegetativo;45;
Adra;2014;Ambos sexos;Crecimiento vegetativo;66;
Adra;2014;Hombres;Crecimiento vegetativo;25;
Adra;2014;Mujeres;Crecimiento vegetativo;41;
Adra;2015;Ambos sexos;Crecimiento vegetativo;110;
Adra;2015;Hombres;Crecimiento vegetativo;57;
Adra;2015;Mujeres;Crecimiento vegetativo;53;
Adra;2016;Ambos sexos;Crecimiento vegetativo;81;
Adra;2016;Hombres;Crecimiento vegetativo;32;
Adra;2016;Mujeres;Crecimiento vegetativo;49;
Adra;2017;Ambos sexos;Crecimiento vegetativo;76;
Adra;2017;Hombres;Crecimiento vegetativo;45;
Adra;2017;Mujeres;Crecimiento vegetativo;31;
Adra;2018;Ambos sexos;Crecimiento vegetativo;62;
Adra;2018;Hombres;Crecimiento vegetativo;21;
Adra;2018;Mujeres;Crecimiento vegetativo;41;
Adra;2019;Ambos sexos;Crecimiento vegetativo;42;
Adra;2019;Hombres;Crecimiento vegetativo;12;
Adra;2019;Mujeres;Crecimiento vegetativo;30;
Adra;2020;Ambos sexos;Crecimiento vegetativo;30;
Adra;2020;Hombres;Crecimiento vegetativo;21;
Adra;2020;Mujeres;Crecimiento vegetativo;9;
Adra;2021;Ambos sexos;Crecimiento vegetativo;-1;
Adra;2021;Hombres;Crecimiento vegetativo;3;
Adra;2021;Mujeres;Crecimiento vegetativo;-4;
Adra;2022;Ambos sexos;Crecimiento vegetativo;-5;
Adra;2022;Hombres;Crecimiento vegetativo;5;
Adra;2022;Mujeres;Crecimiento vegetativo;-10;
Adra;2023;Ambos sexos;Crecimiento vegetativo;-11;
Adra;2023;Hombres;Crecimiento vegetativo;-10;
Adra;2023;Mujeres;Crecimiento vegetativo;-1;
Albanchez;1996;Ambos sexos;Crecimiento vegetativo;-2;
Albanchez;1996;Hombres;Crecimiento vegetativo;2;
Albanchez;1996;Mujeres;Crecimiento vegetativo;-4;
Albanchez;1997;Ambos sexos;Crecimiento vegetativo;-5;
Albanchez;1997;Hombres;Crecimiento vegetativo;-4;
Albanchez;1997;Mujeres;Crecimiento vegetativo;-1;
Albanchez;1998;Ambos sexos;Crecimiento vegetativo;-8;
Albanchez;1998;Hombres;Crecimiento vegetativo;-5;
Albanchez;1998;Mujeres;Crecimiento vegetativo;-3;
Albanchez;1999;Ambos sexos;Crecimiento vegetativo;0;
Albanchez;1999;Hombres;Crecimiento vegetativo;2;
Albanchez;1999;Mujeres;Crecimiento vegetativo;-2;
Albanchez;2000;Ambos sexos;Crecimiento vegetativo;-5;
Albanchez;2000;Hombres;Crecimiento vegetativo;0;
Albanchez;2000;Mujeres;Crecimiento vegetativo;-5;
Albanchez;2001;Ambos sexos;Crecimiento vegetativo;-1;
