Lugar de residencia;Anual;Sexo;Medida;Valor;
Aldeire;2017;Hombres;Crecimiento vegetativo;-5;
Aldeire;2017;Mujeres;Crecimiento vegetativo;1;
Aldeire;2018;Ambos sexos;Crecimiento vegetativo;-4;
Aldeire;2018;Hombres;Crecimiento vegetativo;-3;
Aldeire;2018;Mujeres;Crecimiento vegetativo;-1;
Aldeire;2019;Ambos sexos;Crecimiento vegetativo;-5;
Aldeire;2019;Hombres;Crecimiento vegetativo;-5;
Aldeire;2019;Mujeres;Crecimiento vegetativo;0;
Aldeire;2020;Ambos sexos;Crecimiento vegetativo;-10;
Aldeire;2020;Hombres;Crecimiento vegetativo;-4;
Aldeire;2020;Mujeres;Crecimiento vegetativo;-6;
Aldeire;2021;Ambos sexos;Crecimiento vegetativo;-7;
Aldeire;2021;Hombres;Crecimiento vegetativo;-2;
Aldeire;2021;Mujeres;Crecimiento vegetativo;-5;
Aldeire;2022;Ambos sexos;Crecimiento vegetativo;-11;
Aldeire;2022;Hombres;Crecimiento vegetativo;-6;
Aldeire;2022;Mujeres;Crecimiento vegetativo;-5;
Aldeire;2023;Ambos sexos;Crecimiento vegetativo;-12;
Aldeire;2023;Hombres;Crecimiento vegetativo;-4;
Aldeire;2023;Mujeres;Crecimiento vegetativo;-8;
Alfacar;2010;Ambos sexos;Crecimiento vegetativo;35;
Alfacar;2010;Hombres;Crecimiento vegetativo;14;
Alfacar;2010;Mujeres;Crecimiento vegetativo;21;
Alfacar;2011;Ambos sexos;Crecimiento vegetativo;41;
Alfacar;2011;Hombres;Crecimiento vegetativo;6;
Alfacar;2011;Mujeres;Crecimiento vegetativo;35;
Alfacar;2012;Ambos sexos;Crecimiento vegetativo;35;
Alfacar;2012;Hombres;Crecimiento vegetativo;24;
Alfacar;2012;Mujeres;Crecimiento vegetativo;11;
Alfacar;2013;Ambos sexos;Crecimiento vegetativo;23;
Alfacar;2013;Hombres;Crecimiento vegetativo;18;
Alfacar;2013;Mujeres;Crecimiento vegetativo;5;
Alfacar;2014;Ambos sexos;Crecimiento vegetativo;21;
Alfacar;2014;Hombres;Crecimiento vegetativo;15;
Alfacar;2014;Mujeres;Crecimiento vegetativo;6;
Alfacar;2015;Ambos sexos;Crecimiento vegetativo;3;
Alfacar;2015;Hombres;Crecimiento vegetativo;5;
Alfacar;2015;Mujeres;Crecimiento vegetativo;-2;
Alfacar;2016;Ambos sexos;Crecimiento vegetativo;14;
Alfacar;2016;Hombres;Crecimiento vegetativo;9;
Alfacar;2016;Mujeres;Crecimiento vegetativo;5;
Alfacar;2017;Ambos sexos;Crecimiento vegetativo;14;
Alfacar;2017;Hombres;Crecimiento vegetativo;7;
Alfacar;2017;Mujeres;Crecimiento vegetativo;7;
Alfacar;2018;Ambos sexos;Crecimiento vegetativo;3;
Alfacar;2018;Hombres;Crecimiento vegetativo;7;
Alfacar;2018;Mujeres;Crecimiento vegetativo;-4;
Alfacar;2019;Ambos sexos;Crecimiento vegetativo;0;
Alfacar;2019;Hombres;Crecimiento vegetativo;-1;
Alfacar;2019;Mujeres;Crecimiento vegetativo;1;
Alfacar;2020;Ambos sexos;Crecimiento vegetativo;-17;
Alfacar;2020;Hombres;Crecimiento vegetativo;-12;
Alfacar;2020;Mujeres;Crecimiento vegetativo;-5;
Alfacar;2021;Ambos sexos;Crecimiento vegetativo;23;
Alfacar;2021;Hombres;Crecimiento vegetativo;4;
Alfacar;2021;Mujeres;Crecimiento vegetativo;19;
Alfacar;2022;Ambos sexos;Crecimiento vegetativo;5;
Alfacar;2022;Hombres;Crecimiento vegetativo;5;
Alfacar;2022;Mujeres;Crecimiento vegetativo;0;
Alfacar;2023;Ambos sexos;Crecimiento vegetativo;25;
Alfacar;2023;Hombres;Crecimiento vegetativo;8;
Alfacar;2023;Mujeres;Crecimiento vegetativo;17;
Algarinejo;2010;Ambos sexos;Crecimiento vegetativo;-17;
Algarinejo;2010;Hombres;Crecimiento vegetativo;-15;
Algarinejo;2010;Mujeres;Crecimiento vegetativo;-2;
Algarinejo;2011;Ambos sexos;Crecimiento vegetativo;-52;
Algarinejo;2011;Hombres;Crecimiento vegetativo;-21;
Algarinejo;2011;Mujeres;Crecimiento vegetativo;-31;
Algarinejo;2012;Ambos sexos;Crecimiento vegetativo;-34;
Algarinejo;2012;Hombres;Crecimiento vegetativo;-25;
Algarinejo;2012;Mujeres;Crecimiento vegetativo;-9;
Algarinejo;2013;Ambos sexos;Crecimiento vegetativo;-18;
Algarinejo;2013;Hombres;Crecimiento vegetativo;-13;
Algarinejo;2013;Mujeres;Crecimiento vegetativo;-5;
Algarinejo;2014;Ambos sexos;Crecimiento vegetativo;-22;
Algarinejo;2014;Hombres;Crecimiento vegetativo;-8;
Algarinejo;2014;Mujeres;Crecimiento vegetativo;-14;
Algarinejo;2015;Ambos sexos;Crecimiento vegetativo;-36;
Algarinejo;2015;Hombres;Crecimiento vegetativo;-18;
Algarinejo;2015;Mujeres;Crecimiento vegetativo;-18;
Algarinejo;2016;Ambos sexos;Crecimiento vegetativo;-15;
Algarinejo;2016;Hombres;Crecimiento vegetativo;-8;
Algarinejo;2016;Mujeres;Crecimiento vegetativo;-7;
Algarinejo;2017;Ambos sexos;Crecimiento vegetativo;-41;
Algarinejo;2017;Hombres;Crecimiento vegetativo;-18;
Algarinejo;2017;Mujeres;Crecimiento vegetativo;-23;
Algarinejo;2018;Ambos sexos;Crecimiento vegetativo;-28;
Algarinejo;2018;Hombres;Crecimiento vegetativo;-21;
Algarinejo;2018;Mujeres;Crecimiento vegetativo;-7;
Algarinejo;2019;Ambos sexos;Crecimiento vegetativo;-22;
