Lugar de destino;Anual;Sexo;Edad;Medida;Valor;
El Almendro;2021;Ambos sexos;De 40 a 64 años;Inmigraciones;12;
El Almendro;2021;Ambos sexos;De 65 y más años;Inmigraciones;6;
El Almendro;2021;Ambos sexos;TOTAL;Inmigraciones;39;
El Campillo;2019;Hombres;Menores de 16 años;Inmigraciones;2;
El Campillo;2019;Hombres;De 16 a 39 años;Inmigraciones;13;
El Campillo;2019;Hombres;De 40 a 64 años;Inmigraciones;9;
El Campillo;2019;Hombres;De 65 y más años;Inmigraciones;1;
El Campillo;2019;Hombres;TOTAL;Inmigraciones;25;
El Campillo;2019;Mujeres;Menores de 16 años;Inmigraciones;9;
El Campillo;2019;Mujeres;De 16 a 39 años;Inmigraciones;17;
El Campillo;2019;Mujeres;De 40 a 64 años;Inmigraciones;9;
El Campillo;2019;Mujeres;De 65 y más años;Inmigraciones;-;
El Campillo;2019;Mujeres;TOTAL;Inmigraciones;35;
El Campillo;2019;Ambos sexos;Menores de 16 años;Inmigraciones;11;
El Campillo;2019;Ambos sexos;De 16 a 39 años;Inmigraciones;30;
El Campillo;2019;Ambos sexos;De 40 a 64 años;Inmigraciones;18;
El Campillo;2019;Ambos sexos;De 65 y más años;Inmigraciones;1;
El Campillo;2019;Ambos sexos;TOTAL;Inmigraciones;60;
El Campillo;2020;Hombres;Menores de 16 años;Inmigraciones;3;
El Campillo;2020;Hombres;De 16 a 39 años;Inmigraciones;2;
El Campillo;2020;Hombres;De 40 a 64 años;Inmigraciones;3;
El Campillo;2020;Hombres;De 65 y más años;Inmigraciones;-;
El Campillo;2020;Hombres;TOTAL;Inmigraciones;8;
El Campillo;2020;Mujeres;Menores de 16 años;Inmigraciones;3;
El Campillo;2020;Mujeres;De 16 a 39 años;Inmigraciones;4;
El Campillo;2020;Mujeres;De 40 a 64 años;Inmigraciones;3;
El Campillo;2020;Mujeres;De 65 y más años;Inmigraciones;-;
El Campillo;2020;Mujeres;TOTAL;Inmigraciones;10;
El Campillo;2020;Ambos sexos;Menores de 16 años;Inmigraciones;6;
El Campillo;2020;Ambos sexos;De 16 a 39 años;Inmigraciones;6;
El Campillo;2020;Ambos sexos;De 40 a 64 años;Inmigraciones;6;
El Campillo;2020;Ambos sexos;De 65 y más años;Inmigraciones;-;
El Campillo;2020;Ambos sexos;TOTAL;Inmigraciones;18;
El Campillo;2021;Hombres;Menores de 16 años;Inmigraciones;4;
El Campillo;2021;Hombres;De 16 a 39 años;Inmigraciones;12;
El Campillo;2021;Hombres;De 40 a 64 años;Inmigraciones;8;
El Campillo;2021;Hombres;De 65 y más años;Inmigraciones;3;
El Campillo;2021;Hombres;TOTAL;Inmigraciones;27;
El Campillo;2021;Mujeres;Menores de 16 años;Inmigraciones;-;
El Campillo;2021;Mujeres;De 16 a 39 años;Inmigraciones;18;
El Campillo;2021;Mujeres;De 40 a 64 años;Inmigraciones;7;
El Campillo;2021;Mujeres;De 65 y más años;Inmigraciones;2;
El Campillo;2021;Mujeres;TOTAL;Inmigraciones;27;
El Campillo;2021;Ambos sexos;Menores de 16 años;Inmigraciones;4;
El Campillo;2021;Ambos sexos;De 16 a 39 años;Inmigraciones;30;
El Campillo;2021;Ambos sexos;De 40 a 64 años;Inmigraciones;15;
El Campillo;2021;Ambos sexos;De 65 y más años;Inmigraciones;5;
El Campillo;2021;Ambos sexos;TOTAL;Inmigraciones;54;
El Cerro de Andévalo;2019;Hombres;Menores de 16 años;Inmigraciones;1;
El Cerro de Andévalo;2019;Hombres;De 16 a 39 años;Inmigraciones;11;
El Cerro de Andévalo;2019;Hombres;De 40 a 64 años;Inmigraciones;7;
El Cerro de Andévalo;2019;Hombres;De 65 y más años;Inmigraciones;7;
El Cerro de Andévalo;2019;Hombres;TOTAL;Inmigraciones;26;
El Cerro de Andévalo;2019;Mujeres;Menores de 16 años;Inmigraciones;3;
El Cerro de Andévalo;2019;Mujeres;De 16 a 39 años;Inmigraciones;9;
El Cerro de Andévalo;2019;Mujeres;De 40 a 64 años;Inmigraciones;8;
El Cerro de Andévalo;2019;Mujeres;De 65 y más años;Inmigraciones;7;
El Cerro de Andévalo;2019;Mujeres;TOTAL;Inmigraciones;27;
El Cerro de Andévalo;2019;Ambos sexos;Menores de 16 años;Inmigraciones;4;
El Cerro de Andévalo;2019;Ambos sexos;De 16 a 39 años;Inmigraciones;20;
El Cerro de Andévalo;2019;Ambos sexos;De 40 a 64 años;Inmigraciones;15;
El Cerro de Andévalo;2019;Ambos sexos;De 65 y más años;Inmigraciones;14;
El Cerro de Andévalo;2019;Ambos sexos;TOTAL;Inmigraciones;53;
El Cerro de Andévalo;2020;Hombres;Menores de 16 años;Inmigraciones;3;
El Cerro de Andévalo;2020;Hombres;De 16 a 39 años;Inmigraciones;12;
El Cerro de Andévalo;2020;Hombres;De 40 a 64 años;Inmigraciones;18;
El Cerro de Andévalo;2020;Hombres;De 65 y más años;Inmigraciones;5;
El Cerro de Andévalo;2020;Hombres;TOTAL;Inmigraciones;38;
El Cerro de Andévalo;2020;Mujeres;Menores de 16 años;Inmigraciones;3;
El Cerro de Andévalo;2020;Mujeres;De 16 a 39 años;Inmigraciones;11;
El Cerro de Andévalo;2020;Mujeres;De 40 a 64 años;Inmigraciones;7;
El Cerro de Andévalo;2020;Mujeres;De 65 y más años;Inmigraciones;5;
El Cerro de Andévalo;2020;Mujeres;TOTAL;Inmigraciones;26;
El Cerro de Andévalo;2020;Ambos sexos;Menores de 16 años;Inmigraciones;6;
El Cerro de Andévalo;2020;Ambos sexos;De 16 a 39 años;Inmigraciones;23;
El Cerro de Andévalo;2020;Ambos sexos;De 40 a 64 años;Inmigraciones;25;
El Cerro de Andévalo;2020;Ambos sexos;De 65 y más años;Inmigraciones;10;
El Cerro de Andévalo;2020;Ambos sexos;TOTAL;Inmigraciones;64;
El Cerro de Andévalo;2021;Hombres;Menores de 16 años;Inmigraciones;5;
El Cerro de Andévalo;2021;Hombres;De 16 a 39 años;Inmigraciones;5;
El Cerro de Andévalo;2021;Hombres;De 40 a 64 años;Inmigraciones;13;
El Cerro de Andévalo;2021;Hombres;De 65 y más años;Inmigraciones;5;
El Cerro de Andévalo;2021;Hombres;TOTAL;Inmigraciones;28;
El Cerro de Andévalo;2021;Mujeres;Menores de 16 años;Inmigraciones;3;
El Cerro de Andévalo;2021;Mujeres;De 16 a 39 años;Inmigraciones;13;
El Cerro de Andévalo;2021;Mujeres;De 40 a 64 años;Inmigraciones;7;
El Cerro de Andévalo;2021;Mujeres;De 65 y más años;Inmigraciones;3;
El Cerro de Andévalo;2021;Mujeres;TOTAL;Inmigraciones;26;
El Cerro de Andévalo;2021;Ambos sexos;Menores de 16 años;Inmigraciones;8;
El Cerro de Andévalo;2021;Ambos sexos;De 16 a 39 años;Inmigraciones;18;
El Cerro de Andévalo;2021;Ambos sexos;De 40 a 64 años;Inmigraciones;20;
El Cerro de Andévalo;2021;Ambos sexos;De 65 y más años;Inmigraciones;8;
El Cerro de Andévalo;2021;Ambos sexos;TOTAL;Inmigraciones;54;
El Granado;2019;Hombres;Menores de 16 años;Inmigraciones;2;
El Granado;2019;Hombres;De 16 a 39 años;Inmigraciones;6;
El Granado;2019;Hombres;De 40 a 64 años;Inmigraciones;3;
El Granado;2019;Hombres;De 65 y más años;Inmigraciones;2;
El Granado;2019;Hombres;TOTAL;Inmigraciones;13;
El Granado;2019;Mujeres;Menores de 16 años;Inmigraciones;1;
El Granado;2019;Mujeres;De 16 a 39 años;Inmigraciones;5;
El Granado;2019;Mujeres;De 40 a 64 años;Inmigraciones;6;
El Granado;2019;Mujeres;De 65 y más años;Inmigraciones;2;
El Granado;2019;Mujeres;TOTAL;Inmigraciones;14;
El Granado;2019;Ambos sexos;Menores de 16 años;Inmigraciones;3;
El Granado;2019;Ambos sexos;De 16 a 39 años;Inmigraciones;11;
El Granado;2019;Ambos sexos;De 40 a 64 años;Inmigraciones;9;
El Granado;2019;Ambos sexos;De 65 y más años;Inmigraciones;4;
El Granado;2019;Ambos sexos;TOTAL;Inmigraciones;27;
El Granado;2020;Hombres;Menores de 16 años;Inmigraciones;1;
El Granado;2020;Hombres;De 16 a 39 años;Inmigraciones;5;
El Granado;2020;Hombres;De 40 a 64 años;Inmigraciones;1;
El Granado;2020;Hombres;De 65 y más años;Inmigraciones;2;
El Granado;2020;Hombres;TOTAL;Inmigraciones;9;
El Granado;2020;Mujeres;Menores de 16 años;Inmigraciones;2;
El Granado;2020;Mujeres;De 16 a 39 años;Inmigraciones;3;
El Granado;2020;Mujeres;De 40 a 64 años;Inmigraciones;2;
El Granado;2020;Mujeres;De 65 y más años;Inmigraciones;-;
El Granado;2020;Mujeres;TOTAL;Inmigraciones;7;
El Granado;2020;Ambos sexos;Menores de 16 años;Inmigraciones;3;
El Granado;2020;Ambos sexos;De 16 a 39 años;Inmigraciones;8;
El Granado;2020;Ambos sexos;De 40 a 64 años;Inmigraciones;3;
El Granado;2020;Ambos sexos;De 65 y más años;Inmigraciones;2;
El Granado;2020;Ambos sexos;TOTAL;Inmigraciones;16;
El Granado;2021;Hombres;Menores de 16 años;Inmigraciones;1;
El Granado;2021;Hombres;De 16 a 39 años;Inmigraciones;1;
El Granado;2021;Hombres;De 40 a 64 años;Inmigraciones;3;
El Granado;2021;Hombres;De 65 y más años;Inmigraciones;1;
El Granado;2021;Hombres;TOTAL;Inmigraciones;6;
El Granado;2021;Mujeres;Menores de 16 años;Inmigraciones;-;
El Granado;2021;Mujeres;De 16 a 39 años;Inmigraciones;1;
El Granado;2021;Mujeres;De 40 a 64 años;Inmigraciones;1;
El Granado;2021;Mujeres;De 65 y más años;Inmigraciones;1;
El Granado;2021;Mujeres;TOTAL;Inmigraciones;3;
El Granado;2021;Ambos sexos;Menores de 16 años;Inmigraciones;1;
El Granado;2021;Ambos sexos;De 16 a 39 años;Inmigraciones;2;
El Granado;2021;Ambos sexos;De 40 a 64 años;Inmigraciones;4;
El Granado;2021;Ambos sexos;De 65 y más años;Inmigraciones;2;
El Granado;2021;Ambos sexos;TOTAL;Inmigraciones;9;
Encinasola;2019;Hombres;Menores de 16 años;Inmigraciones;3;
Encinasola;2019;Hombres;De 16 a 39 años;Inmigraciones;6;
Encinasola;2019;Hombres;De 40 a 64 años;Inmigraciones;10;
Encinasola;2019;Hombres;De 65 y más años;Inmigraciones;3;
Encinasola;2019;Hombres;TOTAL;Inmigraciones;22;
Encinasola;2019;Mujeres;Menores de 16 años;Inmigraciones;-;
Encinasola;2019;Mujeres;De 16 a 39 años;Inmigraciones;8;
Encinasola;2019;Mujeres;De 40 a 64 años;Inmigraciones;5;
Encinasola;2019;Mujeres;De 65 y más años;Inmigraciones;3;
Encinasola;2019;Mujeres;TOTAL;Inmigraciones;16;
Encinasola;2019;Ambos sexos;Menores de 16 años;Inmigraciones;3;
Encinasola;2019;Ambos sexos;De 16 a 39 años;Inmigraciones;14;
Encinasola;2019;Ambos sexos;De 40 a 64 años;Inmigraciones;15;
Encinasola;2019;Ambos sexos;De 65 y más años;Inmigraciones;6;
Encinasola;2019;Ambos sexos;TOTAL;Inmigraciones;38;
Encinasola;2020;Hombres;Menores de 16 años;Inmigraciones;2;
Encinasola;2020;Hombres;De 16 a 39 años;Inmigraciones;5;
Encinasola;2020;Hombres;De 40 a 64 años;Inmigraciones;6;
Encinasola;2020;Hombres;De 65 y más años;Inmigraciones;1;
Encinasola;2020;Hombres;TOTAL;Inmigraciones;14;
Encinasola;2020;Mujeres;Menores de 16 años;Inmigraciones;5;
Encinasola;2020;Mujeres;De 16 a 39 años;Inmigraciones;7;
Encinasola;2020;Mujeres;De 40 a 64 años;Inmigraciones;5;
Encinasola;2020;Mujeres;De 65 y más años;Inmigraciones;-;
Encinasola;2020;Mujeres;TOTAL;Inmigraciones;17;
Encinasola;2020;Ambos sexos;Menores de 16 años;Inmigraciones;7;
Encinasola;2020;Ambos sexos;De 16 a 39 años;Inmigraciones;12;
Encinasola;2020;Ambos sexos;De 40 a 64 años;Inmigraciones;11;
Encinasola;2020;Ambos sexos;De 65 y más años;Inmigraciones;1;
Encinasola;2020;Ambos sexos;TOTAL;Inmigraciones;31;
Encinasola;2021;Hombres;Menores de 16 años;Inmigraciones;1;
Encinasola;2021;Hombres;De 16 a 39 años;Inmigraciones;6;
Encinasola;2021;Hombres;De 40 a 64 años;Inmigraciones;4;
Encinasola;2021;Hombres;De 65 y más años;Inmigraciones;3;
Encinasola;2021;Hombres;TOTAL;Inmigraciones;14;
Encinasola;2021;Mujeres;Menores de 16 años;Inmigraciones;-;
Encinasola;2021;Mujeres;De 16 a 39 años;Inmigraciones;4;
Encinasola;2021;Mujeres;De 40 a 64 años;Inmigraciones;9;
Encinasola;2021;Mujeres;De 65 y más años;Inmigraciones;2;
Encinasola;2021;Mujeres;TOTAL;Inmigraciones;15;
Encinasola;2021;Ambos sexos;Menores de 16 años;Inmigraciones;1;
Encinasola;2021;Ambos sexos;De 16 a 39 años;Inmigraciones;10;
Encinasola;2021;Ambos sexos;De 40 a 64 años;Inmigraciones;13;
Encinasola;2021;Ambos sexos;De 65 y más años;Inmigraciones;5;
Encinasola;2021;Ambos sexos;TOTAL;Inmigraciones;29;
Escacena del Campo;2019;Hombres;Menores de 16 años;Inmigraciones;9;
Escacena del Campo;2019;Hombres;De 16 a 39 años;Inmigraciones;14;
Escacena del Campo;2019;Hombres;De 40 a 64 años;Inmigraciones;6;
Escacena del Campo;2019;Hombres;De 65 y más años;Inmigraciones;2;
Escacena del Campo;2019;Hombres;TOTAL;Inmigraciones;31;
Escacena del Campo;2019;Mujeres;Menores de 16 años;Inmigraciones;7;
Escacena del Campo;2019;Mujeres;De 16 a 39 años;Inmigraciones;17;
Escacena del Campo;2019;Mujeres;De 40 a 64 años;Inmigraciones;6;
Escacena del Campo;2019;Mujeres;De 65 y más años;Inmigraciones;3;
Escacena del Campo;2019;Mujeres;TOTAL;Inmigraciones;33;
Escacena del Campo;2019;Ambos sexos;Menores de 16 años;Inmigraciones;16;
Escacena del Campo;2019;Ambos sexos;De 16 a 39 años;Inmigraciones;31;
Escacena del Campo;2019;Ambos sexos;De 40 a 64 años;Inmigraciones;12;
Escacena del Campo;2019;Ambos sexos;De 65 y más años;Inmigraciones;5;
Escacena del Campo;2019;Ambos sexos;TOTAL;Inmigraciones;64;
Escacena del Campo;2020;Hombres;Menores de 16 años;Inmigraciones;4;
Escacena del Campo;2020;Hombres;De 16 a 39 años;Inmigraciones;15;
Escacena del Campo;2020;Hombres;De 40 a 64 años;Inmigraciones;8;
Escacena del Campo;2020;Hombres;De 65 y más años;Inmigraciones;4;
Escacena del Campo;2020;Hombres;TOTAL;Inmigraciones;31;
Escacena del Campo;2020;Mujeres;Menores de 16 años;Inmigraciones;3;
Escacena del Campo;2020;Mujeres;De 16 a 39 años;Inmigraciones;14;
Escacena del Campo;2020;Mujeres;De 40 a 64 años;Inmigraciones;5;
Escacena del Campo;2020;Mujeres;De 65 y más años;Inmigraciones;2;
Escacena del Campo;2020;Mujeres;TOTAL;Inmigraciones;24;
Escacena del Campo;2020;Ambos sexos;Menores de 16 años;Inmigraciones;7;
Escacena del Campo;2020;Ambos sexos;De 16 a 39 años;Inmigraciones;29;
Escacena del Campo;2020;Ambos sexos;De 40 a 64 años;Inmigraciones;13;
Escacena del Campo;2020;Ambos sexos;De 65 y más años;Inmigraciones;6;
Escacena del Campo;2020;Ambos sexos;TOTAL;Inmigraciones;55;
Escacena del Campo;2021;Hombres;Menores de 16 años;Inmigraciones;-;
Escacena del Campo;2021;Hombres;De 16 a 39 años;Inmigraciones;14;
Escacena del Campo;2021;Hombres;De 40 a 64 años;Inmigraciones;6;
Escacena del Campo;2021;Hombres;De 65 y más años;Inmigraciones;2;
Escacena del Campo;2021;Hombres;TOTAL;Inmigraciones;22;
Escacena del Campo;2021;Mujeres;Menores de 16 años;Inmigraciones;6;
Escacena del Campo;2021;Mujeres;De 16 a 39 años;Inmigraciones;11;
Escacena del Campo;2021;Mujeres;De 40 a 64 años;Inmigraciones;4;
Escacena del Campo;2021;Mujeres;De 65 y más años;Inmigraciones;4;
Escacena del Campo;2021;Mujeres;TOTAL;Inmigraciones;25;
Escacena del Campo;2021;Ambos sexos;Menores de 16 años;Inmigraciones;6;
Escacena del Campo;2021;Ambos sexos;De 16 a 39 años;Inmigraciones;25;
Escacena del Campo;2021;Ambos sexos;De 40 a 64 años;Inmigraciones;10;
Escacena del Campo;2021;Ambos sexos;De 65 y más años;Inmigraciones;6;
Escacena del Campo;2021;Ambos sexos;TOTAL;Inmigraciones;47;
Fuenteheridos;2019;Hombres;Menores de 16 años;Inmigraciones;1;
Fuenteheridos;2019;Hombres;De 16 a 39 años;Inmigraciones;6;
Fuenteheridos;2019;Hombres;De 40 a 64 años;Inmigraciones;5;
Fuenteheridos;2019;Hombres;De 65 y más años;Inmigraciones;1;
Fuenteheridos;2019;Hombres;TOTAL;Inmigraciones;13;
Fuenteheridos;2019;Mujeres;Menores de 16 años;Inmigraciones;6;
Fuenteheridos;2019;Mujeres;De 16 a 39 años;Inmigraciones;5;
Fuenteheridos;2019;Mujeres;De 40 a 64 años;Inmigraciones;5;
Fuenteheridos;2019;Mujeres;De 65 y más años;Inmigraciones;-;
Fuenteheridos;2019;Mujeres;TOTAL;Inmigraciones;16;
Fuenteheridos;2019;Ambos sexos;Menores de 16 años;Inmigraciones;7;
Fuenteheridos;2019;Ambos sexos;De 16 a 39 años;Inmigraciones;11;
Fuenteheridos;2019;Ambos sexos;De 40 a 64 años;Inmigraciones;10;
Fuenteheridos;2019;Ambos sexos;De 65 y más años;Inmigraciones;1;
Fuenteheridos;2019;Ambos sexos;TOTAL;Inmigraciones;29;
Fuenteheridos;2020;Hombres;Menores de 16 años;Inmigraciones;3;
Fuenteheridos;2020;Hombres;De 16 a 39 años;Inmigraciones;4;
Fuenteheridos;2020;Hombres;De 40 a 64 años;Inmigraciones;11;
Fuenteheridos;2020;Hombres;De 65 y más años;Inmigraciones;3;
Fuenteheridos;2020;Hombres;TOTAL;Inmigraciones;21;
Fuenteheridos;2020;Mujeres;Menores de 16 años;Inmigraciones;4;
Fuenteheridos;2020;Mujeres;De 16 a 39 años;Inmigraciones;9;
Fuenteheridos;2020;Mujeres;De 40 a 64 años;Inmigraciones;7;
Fuenteheridos;2020;Mujeres;De 65 y más años;Inmigraciones;1;
Fuenteheridos;2020;Mujeres;TOTAL;Inmigraciones;21;
Fuenteheridos;2020;Ambos sexos;Menores de 16 años;Inmigraciones;7;
Fuenteheridos;2020;Ambos sexos;De 16 a 39 años;Inmigraciones;13;
Fuenteheridos;2020;Ambos sexos;De 40 a 64 años;Inmigraciones;18;
Fuenteheridos;2020;Ambos sexos;De 65 y más años;Inmigraciones;4;
Fuenteheridos;2020;Ambos sexos;TOTAL;Inmigraciones;42;
Fuenteheridos;2021;Hombres;Menores de 16 años;Inmigraciones;2;
Fuenteheridos;2021;Hombres;De 16 a 39 años;Inmigraciones;7;
Fuenteheridos;2021;Hombres;De 40 a 64 años;Inmigraciones;13;
Fuenteheridos;2021;Hombres;De 65 y más años;Inmigraciones;1;
Fuenteheridos;2021;Hombres;TOTAL;Inmigraciones;23;
Fuenteheridos;2021;Mujeres;Menores de 16 años;Inmigraciones;4;
Fuenteheridos;2021;Mujeres;De 16 a 39 años;Inmigraciones;15;
Fuenteheridos;2021;Mujeres;De 40 a 64 años;Inmigraciones;6;
Fuenteheridos;2021;Mujeres;De 65 y más años;Inmigraciones;1;
Fuenteheridos;2021;Mujeres;TOTAL;Inmigraciones;26;
Fuenteheridos;2021;Ambos sexos;Menores de 16 años;Inmigraciones;6;
Fuenteheridos;2021;Ambos sexos;De 16 a 39 años;Inmigraciones;22;
Fuenteheridos;2021;Ambos sexos;De 40 a 64 años;Inmigraciones;19;
Fuenteheridos;2021;Ambos sexos;De 65 y más años;Inmigraciones;2;
Fuenteheridos;2021;Ambos sexos;TOTAL;Inmigraciones;49;
Galaroza;2019;Hombres;Menores de 16 años;Inmigraciones;3;
Galaroza;2019;Hombres;De 16 a 39 años;Inmigraciones;9;
Galaroza;2019;Hombres;De 40 a 64 años;Inmigraciones;5;
Galaroza;2019;Hombres;De 65 y más años;Inmigraciones;1;
Galaroza;2019;Hombres;TOTAL;Inmigraciones;18;
Galaroza;2019;Mujeres;Menores de 16 años;Inmigraciones;3;
Galaroza;2019;Mujeres;De 16 a 39 años;Inmigraciones;13;
Galaroza;2019;Mujeres;De 40 a 64 años;Inmigraciones;8;
Galaroza;2019;Mujeres;De 65 y más años;Inmigraciones;2;
Galaroza;2019;Mujeres;TOTAL;Inmigraciones;26;
Galaroza;2019;Ambos sexos;Menores de 16 años;Inmigraciones;6;
Galaroza;2019;Ambos sexos;De 16 a 39 años;Inmigraciones;22;
Galaroza;2019;Ambos sexos;De 40 a 64 años;Inmigraciones;13;
Galaroza;2019;Ambos sexos;De 65 y más años;Inmigraciones;3;
Galaroza;2019;Ambos sexos;TOTAL;Inmigraciones;44;
Galaroza;2020;Hombres;Menores de 16 años;Inmigraciones;4;
Galaroza;2020;Hombres;De 16 a 39 años;Inmigraciones;13;
Galaroza;2020;Hombres;De 40 a 64 años;Inmigraciones;9;
Galaroza;2020;Hombres;De 65 y más años;Inmigraciones;-;
Galaroza;2020;Hombres;TOTAL;Inmigraciones;26;
Galaroza;2020;Mujeres;Menores de 16 años;Inmigraciones;5;
Galaroza;2020;Mujeres;De 16 a 39 años;Inmigraciones;17;
Galaroza;2020;Mujeres;De 40 a 64 años;Inmigraciones;12;
Galaroza;2020;Mujeres;De 65 y más años;Inmigraciones;-;
Galaroza;2020;Mujeres;TOTAL;Inmigraciones;34;
Galaroza;2020;Ambos sexos;Menores de 16 años;Inmigraciones;9;
Galaroza;2020;Ambos sexos;De 16 a 39 años;Inmigraciones;30;
Galaroza;2020;Ambos sexos;De 40 a 64 años;Inmigraciones;21;
Galaroza;2020;Ambos sexos;De 65 y más años;Inmigraciones;-;
Galaroza;2020;Ambos sexos;TOTAL;Inmigraciones;60;
Galaroza;2021;Hombres;Menores de 16 años;Inmigraciones;2;
Galaroza;2021;Hombres;De 16 a 39 años;Inmigraciones;12;
Galaroza;2021;Hombres;De 40 a 64 años;Inmigraciones;13;
Galaroza;2021;Hombres;De 65 y más años;Inmigraciones;2;
Galaroza;2021;Hombres;TOTAL;Inmigraciones;29;
Galaroza;2021;Mujeres;Menores de 16 años;Inmigraciones;3;
Galaroza;2021;Mujeres;De 16 a 39 años;Inmigraciones;12;
Galaroza;2021;Mujeres;De 40 a 64 años;Inmigraciones;8;
Galaroza;2021;Mujeres;De 65 y más años;Inmigraciones;3;
Galaroza;2021;Mujeres;TOTAL;Inmigraciones;26;
Galaroza;2021;Ambos sexos;Menores de 16 años;Inmigraciones;5;
Galaroza;2021;Ambos sexos;De 16 a 39 años;Inmigraciones;24;
Galaroza;2021;Ambos sexos;De 40 a 64 años;Inmigraciones;21;
Galaroza;2021;Ambos sexos;De 65 y más años;Inmigraciones;5;
Galaroza;2021;Ambos sexos;TOTAL;Inmigraciones;55;
Gibraleón;2019;Hombres;Menores de 16 años;Inmigraciones;46;
Gibraleón;2019;Hombres;De 16 a 39 años;Inmigraciones;99;
Gibraleón;2019;Hombres;De 40 a 64 años;Inmigraciones;78;
Gibraleón;2019;Hombres;De 65 y más años;Inmigraciones;11;
Gibraleón;2019;Hombres;TOTAL;Inmigraciones;234;
Gibraleón;2019;Mujeres;Menores de 16 años;Inmigraciones;52;
Gibraleón;2019;Mujeres;De 16 a 39 años;Inmigraciones;94;
Gibraleón;2019;Mujeres;De 40 a 64 años;Inmigraciones;81;
Gibraleón;2019;Mujeres;De 65 y más años;Inmigraciones;12;
Gibraleón;2019;Mujeres;TOTAL;Inmigraciones;239;
Gibraleón;2019;Ambos sexos;Menores de 16 años;Inmigraciones;98;
Gibraleón;2019;Ambos sexos;De 16 a 39 años;Inmigraciones;193;
Gibraleón;2019;Ambos sexos;De 40 a 64 años;Inmigraciones;159;
Gibraleón;2019;Ambos sexos;De 65 y más años;Inmigraciones;23;
Gibraleón;2019;Ambos sexos;TOTAL;Inmigraciones;473;
Gibraleón;2020;Hombres;Menores de 16 años;Inmigraciones;46;
Gibraleón;2020;Hombres;De 16 a 39 años;Inmigraciones;101;
Gibraleón;2020;Hombres;De 40 a 64 años;Inmigraciones;93;
Gibraleón;2020;Hombres;De 65 y más años;Inmigraciones;14;
Gibraleón;2020;Hombres;TOTAL;Inmigraciones;254;
Gibraleón;2020;Mujeres;Menores de 16 años;Inmigraciones;44;
Gibraleón;2020;Mujeres;De 16 a 39 años;Inmigraciones;126;
Gibraleón;2020;Mujeres;De 40 a 64 años;Inmigraciones;70;
Gibraleón;2020;Mujeres;De 65 y más años;Inmigraciones;23;
Gibraleón;2020;Mujeres;TOTAL;Inmigraciones;263;
Gibraleón;2020;Ambos sexos;Menores de 16 años;Inmigraciones;90;
Gibraleón;2020;Ambos sexos;De 16 a 39 años;Inmigraciones;227;
Gibraleón;2020;Ambos sexos;De 40 a 64 años;Inmigraciones;163;
Gibraleón;2020;Ambos sexos;De 65 y más años;Inmigraciones;37;
Gibraleón;2020;Ambos sexos;TOTAL;Inmigraciones;517;
Gibraleón;2021;Hombres;Menores de 16 años;Inmigraciones;55;
Gibraleón;2021;Hombres;De 16 a 39 años;Inmigraciones;105;
Gibraleón;2021;Hombres;De 40 a 64 años;Inmigraciones;93;
Gibraleón;2021;Hombres;De 65 y más años;Inmigraciones;25;
Gibraleón;2021;Hombres;TOTAL;Inmigraciones;278;
Gibraleón;2021;Mujeres;Menores de 16 años;Inmigraciones;50;
Gibraleón;2021;Mujeres;De 16 a 39 años;Inmigraciones;121;
