Lugar de residencia;Anual;Sexo;Medida;Valor;
Algeciras;1996;Hombres;Crecimiento vegetativo;154;
Algeciras;1996;Mujeres;Crecimiento vegetativo;153;
Algeciras;1997;Ambos sexos;Crecimiento vegetativo;302;
Algeciras;1997;Hombres;Crecimiento vegetativo;165;
Algeciras;1997;Mujeres;Crecimiento vegetativo;137;
Algeciras;1998;Ambos sexos;Crecimiento vegetativo;319;
Algeciras;1998;Hombres;Crecimiento vegetativo;144;
Algeciras;1998;Mujeres;Crecimiento vegetativo;175;
Algeciras;1999;Ambos sexos;Crecimiento vegetativo;364;
Algeciras;1999;Hombres;Crecimiento vegetativo;158;
Algeciras;1999;Mujeres;Crecimiento vegetativo;206;
Algeciras;2000;Ambos sexos;Crecimiento vegetativo;392;
Algeciras;2000;Hombres;Crecimiento vegetativo;226;
Algeciras;2000;Mujeres;Crecimiento vegetativo;166;
Algeciras;2001;Ambos sexos;Crecimiento vegetativo;420;
Algeciras;2001;Hombres;Crecimiento vegetativo;179;
Algeciras;2001;Mujeres;Crecimiento vegetativo;241;
Algeciras;2002;Ambos sexos;Crecimiento vegetativo;484;
Algeciras;2002;Hombres;Crecimiento vegetativo;218;
Algeciras;2002;Mujeres;Crecimiento vegetativo;266;
Algeciras;2003;Ambos sexos;Crecimiento vegetativo;494;
Algeciras;2003;Hombres;Crecimiento vegetativo;243;
Algeciras;2003;Mujeres;Crecimiento vegetativo;251;
Algeciras;2004;Ambos sexos;Crecimiento vegetativo;563;
Algeciras;2004;Hombres;Crecimiento vegetativo;278;
Algeciras;2004;Mujeres;Crecimiento vegetativo;285;
Algeciras;2005;Ambos sexos;Crecimiento vegetativo;576;
Algeciras;2005;Hombres;Crecimiento vegetativo;258;
Algeciras;2005;Mujeres;Crecimiento vegetativo;318;
Algeciras;2006;Ambos sexos;Crecimiento vegetativo;727;
Algeciras;2006;Hombres;Crecimiento vegetativo;378;
Algeciras;2006;Mujeres;Crecimiento vegetativo;349;
Algeciras;2007;Ambos sexos;Crecimiento vegetativo;605;
Algeciras;2007;Hombres;Crecimiento vegetativo;307;
Algeciras;2007;Mujeres;Crecimiento vegetativo;298;
Algeciras;2008;Ambos sexos;Crecimiento vegetativo;664;
Algeciras;2008;Hombres;Crecimiento vegetativo;371;
Algeciras;2008;Mujeres;Crecimiento vegetativo;293;
Algeciras;2009;Ambos sexos;Crecimiento vegetativo;726;
Algeciras;2009;Hombres;Crecimiento vegetativo;360;
Algeciras;2009;Mujeres;Crecimiento vegetativo;366;
Algeciras;2010;Ambos sexos;Crecimiento vegetativo;634;
Algeciras;2010;Hombres;Crecimiento vegetativo;322;
Algeciras;2010;Mujeres;Crecimiento vegetativo;312;
Algeciras;2011;Ambos sexos;Crecimiento vegetativo;608;
Algeciras;2011;Hombres;Crecimiento vegetativo;323;
Algeciras;2011;Mujeres;Crecimiento vegetativo;285;
Algeciras;2012;Ambos sexos;Crecimiento vegetativo;420;
Algeciras;2012;Hombres;Crecimiento vegetativo;182;
Algeciras;2012;Mujeres;Crecimiento vegetativo;238;
Algeciras;2013;Ambos sexos;Crecimiento vegetativo;458;
Algeciras;2013;Hombres;Crecimiento vegetativo;222;
Algeciras;2013;Mujeres;Crecimiento vegetativo;236;
Algeciras;2014;Ambos sexos;Crecimiento vegetativo;477;
Algeciras;2014;Hombres;Crecimiento vegetativo;177;
Algeciras;2014;Mujeres;Crecimiento vegetativo;300;
Algeciras;2015;Ambos sexos;Crecimiento vegetativo;397;
Algeciras;2015;Hombres;Crecimiento vegetativo;204;
