Territorio;Características básicas de la explotación;Medida;Valor;
El Ronquillo;Cabezas;Caprinos;1054;
El Ronquillo;Cabezas;Porcinos;4238;
El Ronquillo;Cabezas;Aves corral;10;
El Ronquillo;Cabezas;Conejas madre;0;
El Ronquillo;UGT;Colmenas;0;
El Ronquillo;UGT;Equinos;133;
El Ronquillo;UGT;Bovinos;996,9;
El Ronquillo;UGT;Ovinos;161,9;
El Ronquillo;UGT;Caprinos;105,4;
El Ronquillo;UGT;Porcinos;1310,877;
El Ronquillo;UGT;Aves corral;0,14;
El Ronquillo;UGT;Conejas madre;0;
El Rubio;Nº explotaciones;Bovinos;0;
El Rubio;Nº explotaciones;Ovinos;1;
El Rubio;Nº explotaciones;Caprinos;5;
El Rubio;Nº explotaciones;Porcinos;0;
El Rubio;Nº explotaciones;Aves corral;5;
El Rubio;Nº explotaciones;Conejas madre;0;
El Rubio;Nº explotaciones;Colmenas;0;
El Rubio;Cabezas;Equinos;3;
El Rubio;Cabezas;Bovinos;0;
El Rubio;Cabezas;Ovinos;311;
El Rubio;Cabezas;Caprinos;905;
El Rubio;Cabezas;Porcinos;0;
El Rubio;Cabezas;Aves corral;184400;
El Rubio;Cabezas;Conejas madre;0;
El Rubio;UGT;Colmenas;0;
El Rubio;UGT;Equinos;3;
El Rubio;UGT;Bovinos;0;
El Rubio;UGT;Ovinos;31,1;
El Rubio;UGT;Caprinos;90,5;
El Rubio;UGT;Porcinos;0;
El Rubio;UGT;Aves corral;2553,5;
El Rubio;UGT;Conejas madre;0;
El Saucejo;Nº explotaciones;Bovinos;0;
El Saucejo;Nº explotaciones;Ovinos;10;
El Saucejo;Nº explotaciones;Caprinos;7;
El Saucejo;Nº explotaciones;Porcinos;24;
El Saucejo;Nº explotaciones;Aves corral;26;
El Saucejo;Nº explotaciones;Conejas madre;0;
El Saucejo;Nº explotaciones;Colmenas;1;
El Saucejo;Cabezas;Equinos;8;
El Saucejo;Cabezas;Bovinos;0;
El Saucejo;Cabezas;Ovinos;4608;
El Saucejo;Cabezas;Caprinos;565;
El Saucejo;Cabezas;Porcinos;34577;
El Saucejo;Cabezas;Aves corral;394965;
El Saucejo;Cabezas;Conejas madre;0;
El Saucejo;UGT;Colmenas;30;
El Saucejo;UGT;Equinos;93;
El Saucejo;UGT;Bovinos;0;
El Saucejo;UGT;Ovinos;460,8;
El Saucejo;UGT;Caprinos;56,5;
El Saucejo;UGT;Porcinos;7721,8;
El Saucejo;UGT;Aves corral;5958,075;
El Saucejo;UGT;Conejas madre;0;
El Viso del Alcor;Nº explotaciones;Bovinos;4;
El Viso del Alcor;Nº explotaciones;Ovinos;8;
El Viso del Alcor;Nº explotaciones;Caprinos;8;
El Viso del Alcor;Nº explotaciones;Porcinos;2;
El Viso del Alcor;Nº explotaciones;Aves corral;0;
El Viso del Alcor;Nº explotaciones;Conejas madre;0;
El Viso del Alcor;Nº explotaciones;Colmenas;0;
El Viso del Alcor;Cabezas;Equinos;5;
El Viso del Alcor;Cabezas;Bovinos;82;
El Viso del Alcor;Cabezas;Ovinos;608;
El Viso del Alcor;Cabezas;Caprinos;775;
El Viso del Alcor;Cabezas;Porcinos;7517;
El Viso del Alcor;Cabezas;Aves corral;0;
El Viso del Alcor;Cabezas;Conejas madre;0;
El Viso del Alcor;UGT;Colmenas;0;
El Viso del Alcor;UGT;Equinos;24;
El Viso del Alcor;UGT;Bovinos;38,6;
El Viso del Alcor;UGT;Ovinos;60,8;
El Viso del Alcor;UGT;Caprinos;77,5;
El Viso del Alcor;UGT;Porcinos;1917,82;
El Viso del Alcor;UGT;Aves corral;0;
El Viso del Alcor;UGT;Conejas madre;0;
Espartinas;Nº explotaciones;Bovinos;3;
Espartinas;Nº explotaciones;Ovinos;0;
Espartinas;Nº explotaciones;Caprinos;1;
Espartinas;Nº explotaciones;Porcinos;0;
Espartinas;Nº explotaciones;Aves corral;0;
Espartinas;Nº explotaciones;Conejas madre;0;
Espartinas;Nº explotaciones;Colmenas;0;
Espartinas;Cabezas;Equinos;0;
Espartinas;Cabezas;Bovinos;322;
Espartinas;Cabezas;Ovinos;0;
Espartinas;Cabezas;Caprinos;385;
Espartinas;Cabezas;Porcinos;0;
Espartinas;Cabezas;Aves corral;0;
Espartinas;Cabezas;Conejas madre;0;
Espartinas;UGT;Colmenas;0;
Espartinas;UGT;Equinos;0;
Espartinas;UGT;Bovinos;269;
Espartinas;UGT;Ovinos;0;
Espartinas;UGT;Caprinos;38,5;
Espartinas;UGT;Porcinos;0;
Espartinas;UGT;Aves corral;0;
Espartinas;UGT;Conejas madre;0;
Estepa;Nº explotaciones;Bovinos;0;
Estepa;Nº explotaciones;Ovinos;9;
Estepa;Nº explotaciones;Caprinos;22;
Estepa;Nº explotaciones;Porcinos;8;
Estepa;Nº explotaciones;Aves corral;34;
Estepa;Nº explotaciones;Conejas madre;0;
Estepa;Nº explotaciones;Colmenas;1;
Estepa;Cabezas;Equinos;18;
Estepa;Cabezas;Bovinos;0;
Estepa;Cabezas;Ovinos;742;
Estepa;Cabezas;Caprinos;2744;
Estepa;Cabezas;Porcinos;17364;
Estepa;Cabezas;Aves corral;713546;
Estepa;Cabezas;Conejas madre;0;
Estepa;UGT;Colmenas;14;
Estepa;UGT;Equinos;98;
Estepa;UGT;Bovinos;0;
Estepa;UGT;Ovinos;74,2;
Estepa;UGT;Caprinos;274,4;
Estepa;UGT;Porcinos;5208,708;
Estepa;UGT;Aves corral;8770,047;
Estepa;UGT;Conejas madre;0;
Fuentes de Andalucía;Nº explotaciones;Bovinos;6;
Fuentes de Andalucía;Nº explotaciones;Ovinos;7;
Fuentes de Andalucía;Nº explotaciones;Caprinos;13;
Fuentes de Andalucía;Nº explotaciones;Porcinos;2;
Fuentes de Andalucía;Nº explotaciones;Aves corral;2;
Fuentes de Andalucía;Nº explotaciones;Conejas madre;0;
Fuentes de Andalucía;Nº explotaciones;Colmenas;1;
Fuentes de Andalucía;Cabezas;Equinos;13;
Fuentes de Andalucía;Cabezas;Bovinos;1993;
Fuentes de Andalucía;Cabezas;Ovinos;525;
Fuentes de Andalucía;Cabezas;Caprinos;1568;
Fuentes de Andalucía;Cabezas;Porcinos;4056;
Fuentes de Andalucía;Cabezas;Aves corral;2029;
Fuentes de Andalucía;Cabezas;Conejas madre;0;
Fuentes de Andalucía;UGT;Colmenas;30;
Fuentes de Andalucía;UGT;Equinos;120;
Fuentes de Andalucía;UGT;Bovinos;1197,1;
Fuentes de Andalucía;UGT;Ovinos;52,5;
Fuentes de Andalucía;UGT;Caprinos;156,8;
Fuentes de Andalucía;UGT;Porcinos;1163,311;
Fuentes de Andalucía;UGT;Aves corral;28,395;
Fuentes de Andalucía;UGT;Conejas madre;0;
Gelves;Nº explotaciones;Bovinos;1;
Gelves;Nº explotaciones;Ovinos;1;
Gelves;Nº explotaciones;Caprinos;1;
Gelves;Nº explotaciones;Porcinos;0;
Gelves;Nº explotaciones;Aves corral;0;
Gelves;Nº explotaciones;Conejas madre;0;
Gelves;Nº explotaciones;Colmenas;0;
Gelves;Cabezas;Equinos;1;
Gelves;Cabezas;Bovinos;8;
Gelves;Cabezas;Ovinos;546;
Gelves;Cabezas;Caprinos;2;
Gelves;Cabezas;Porcinos;0;
Gelves;Cabezas;Aves corral;0;
Gelves;Cabezas;Conejas madre;0;
Gelves;UGT;Colmenas;0;
Gelves;UGT;Equinos;1;
Gelves;UGT;Bovinos;6;
Gelves;UGT;Ovinos;54,6;
Gelves;UGT;Caprinos;0,2;
Gelves;UGT;Porcinos;0;
Gelves;UGT;Aves corral;0;
Gelves;UGT;Conejas madre;0;
Gerena;Nº explotaciones;Bovinos;8;
Gerena;Nº explotaciones;Ovinos;2;
Gerena;Nº explotaciones;Caprinos;13;
Gerena;Nº explotaciones;Porcinos;4;
Gerena;Nº explotaciones;Aves corral;2;
Gerena;Nº explotaciones;Conejas madre;0;
Gerena;Nº explotaciones;Colmenas;2;
Gerena;Cabezas;Equinos;16;
Gerena;Cabezas;Bovinos;1163;
Gerena;Cabezas;Ovinos;405;
Gerena;Cabezas;Caprinos;2103;
Gerena;Cabezas;Porcinos;784;
Gerena;Cabezas;Aves corral;37050;
Gerena;Cabezas;Conejas madre;0;
Gerena;UGT;Colmenas;610;
Gerena;UGT;Equinos;162;
Gerena;UGT;Bovinos;812,8;
Gerena;UGT;Ovinos;40,5;
Gerena;UGT;Caprinos;210,3;
Gerena;UGT;Porcinos;176,461;
Gerena;UGT;Aves corral;466,35;
Gerena;UGT;Conejas madre;0;
Gilena;Nº explotaciones;Bovinos;1;
Gilena;Nº explotaciones;Ovinos;1;
Gilena;Nº explotaciones;Caprinos;0;
Gilena;Nº explotaciones;Porcinos;3;
Gilena;Nº explotaciones;Aves corral;5;
Gilena;Nº explotaciones;Conejas madre;0;
Gilena;Nº explotaciones;Colmenas;0;
Gilena;Cabezas;Equinos;1;
Gilena;Cabezas;Bovinos;2;
Gilena;Cabezas;Ovinos;10;
Gilena;Cabezas;Caprinos;0;
Gilena;Cabezas;Porcinos;2088;
Gilena;Cabezas;Aves corral;3862;
Gilena;Cabezas;Conejas madre;0;
Gilena;UGT;Colmenas;0;
Gilena;UGT;Equinos;4;
Gilena;UGT;Bovinos;1,4;
Gilena;UGT;Ovinos;1;
Gilena;UGT;Caprinos;0;
Gilena;UGT;Porcinos;624,343;
Gilena;UGT;Aves corral;115,668;
Gilena;UGT;Conejas madre;0;
Gines;Nº explotaciones;Bovinos;1;
Gines;Nº explotaciones;Ovinos;0;
Gines;Nº explotaciones;Caprinos;0;
Gines;Nº explotaciones;Porcinos;0;
Gines;Nº explotaciones;Aves corral;0;
Gines;Nº explotaciones;Conejas madre;0;
Gines;Nº explotaciones;Colmenas;0;
Gines;Cabezas;Equinos;0;
Gines;Cabezas;Bovinos;5;
Gines;Cabezas;Ovinos;0;
Gines;Cabezas;Caprinos;0;
Gines;Cabezas;Porcinos;0;
Gines;Cabezas;Aves corral;0;
Gines;Cabezas;Conejas madre;0;
Gines;UGT;Colmenas;0;
Gines;UGT;Equinos;0;
Gines;UGT;Bovinos;3,5;
Gines;UGT;Ovinos;0;
Gines;UGT;Caprinos;0;
Gines;UGT;Porcinos;0;
Gines;UGT;Aves corral;0;
Gines;UGT;Conejas madre;0;
Guadalcanal;Nº explotaciones;Bovinos;8;
Guadalcanal;Nº explotaciones;Ovinos;62;
Guadalcanal;Nº explotaciones;Caprinos;16;
Guadalcanal;Nº explotaciones;Porcinos;32;
Guadalcanal;Nº explotaciones;Aves corral;1;
Guadalcanal;Nº explotaciones;Conejas madre;0;
Guadalcanal;Nº explotaciones;Colmenas;2;
Guadalcanal;Cabezas;Equinos;28;
Guadalcanal;Cabezas;Bovinos;426;
Guadalcanal;Cabezas;Ovinos;42204;
Guadalcanal;Cabezas;Caprinos;494;
Guadalcanal;Cabezas;Porcinos;8358;
Guadalcanal;Cabezas;Aves corral;4;
Guadalcanal;Cabezas;Conejas madre;0;
Guadalcanal;UGT;Colmenas;485;
Guadalcanal;UGT;Equinos;125;
Guadalcanal;UGT;Bovinos;299,2;
Guadalcanal;UGT;Ovinos;4220,4;
Guadalcanal;UGT;Caprinos;49,4;
Guadalcanal;UGT;Porcinos;2461,31;
Guadalcanal;UGT;Aves corral;0,056;
Guadalcanal;UGT;Conejas madre;0;
Guillena;Nº explotaciones;Bovinos;29;
Guillena;Nº explotaciones;Ovinos;16;
Guillena;Nº explotaciones;Caprinos;14;
Guillena;Nº explotaciones;Porcinos;17;
Guillena;Nº explotaciones;Aves corral;2;
Guillena;Nº explotaciones;Conejas madre;0;
Guillena;Nº explotaciones;Colmenas;0;
Guillena;Cabezas;Equinos;38;
Guillena;Cabezas;Bovinos;5281;
Guillena;Cabezas;Ovinos;2114;
Guillena;Cabezas;Caprinos;2027;
Guillena;Cabezas;Porcinos;13074;
Guillena;Cabezas;Aves corral;52;
Guillena;Cabezas;Conejas madre;0;
Guillena;UGT;Colmenas;0;
Guillena;UGT;Equinos;534;
Guillena;UGT;Bovinos;3742,3;
Guillena;UGT;Ovinos;211,4;
Guillena;UGT;Caprinos;202,7;
Guillena;UGT;Porcinos;3930,881;
Guillena;UGT;Aves corral;0,714;
Guillena;UGT;Conejas madre;0;
Herrera;Nº explotaciones;Bovinos;2;
Herrera;Nº explotaciones;Ovinos;4;
Herrera;Nº explotaciones;Caprinos;4;
Herrera;Nº explotaciones;Porcinos;1;
Herrera;Nº explotaciones;Aves corral;3;
Herrera;Nº explotaciones;Conejas madre;0;
Herrera;Nº explotaciones;Colmenas;0;
Herrera;Cabezas;Equinos;5;
Herrera;Cabezas;Bovinos;12;
Herrera;Cabezas;Ovinos;493;
Herrera;Cabezas;Caprinos;580;
Herrera;Cabezas;Porcinos;1000;
Herrera;Cabezas;Aves corral;87212;
Herrera;Cabezas;Conejas madre;0;
Herrera;UGT;Colmenas;0;
Herrera;UGT;Equinos;34;
Herrera;UGT;Bovinos;8,5;
Herrera;UGT;Ovinos;49,3;
Herrera;UGT;Caprinos;58;
Herrera;UGT;Porcinos;300;
Herrera;UGT;Aves corral;849,268;
Herrera;UGT;Conejas madre;0;
Huévar del Aljarafe;Nº explotaciones;Bovinos;3;
Huévar del Aljarafe;Nº explotaciones;Ovinos;2;
Huévar del Aljarafe;Nº explotaciones;Caprinos;3;
Huévar del Aljarafe;Nº explotaciones;Porcinos;0;
Huévar del Aljarafe;Nº explotaciones;Aves corral;0;
Huévar del Aljarafe;Nº explotaciones;Conejas madre;0;
Huévar del Aljarafe;Nº explotaciones;Colmenas;0;
Huévar del Aljarafe;Cabezas;Equinos;7;
Huévar del Aljarafe;Cabezas;Bovinos;426;
Huévar del Aljarafe;Cabezas;Ovinos;477;
Huévar del Aljarafe;Cabezas;Caprinos;1255;
Huévar del Aljarafe;Cabezas;Porcinos;0;
Huévar del Aljarafe;Cabezas;Aves corral;0;
Huévar del Aljarafe;Cabezas;Conejas madre;0;
Huévar del Aljarafe;UGT;Colmenas;0;
Huévar del Aljarafe;UGT;Equinos;130;
Huévar del Aljarafe;UGT;Bovinos;302,9;
Huévar del Aljarafe;UGT;Ovinos;47,7;
Huévar del Aljarafe;UGT;Caprinos;125,5;
Huévar del Aljarafe;UGT;Porcinos;0;
Huévar del Aljarafe;UGT;Aves corral;0;
Huévar del Aljarafe;UGT;Conejas madre;0;
Isla Mayor;Nº explotaciones;Bovinos;0;
Isla Mayor;Nº explotaciones;Ovinos;0;
Isla Mayor;Nº explotaciones;Caprinos;0;
Isla Mayor;Nº explotaciones;Porcinos;0;
Isla Mayor;Nº explotaciones;Aves corral;0;
Isla Mayor;Nº explotaciones;Conejas madre;0;
Isla Mayor;Nº explotaciones;Colmenas;0;
Isla Mayor;Cabezas;Equinos;0;
Isla Mayor;Cabezas;Bovinos;0;
Isla Mayor;Cabezas;Ovinos;0;
Isla Mayor;Cabezas;Caprinos;0;
Isla Mayor;Cabezas;Porcinos;0;
Isla Mayor;Cabezas;Aves corral;0;
Isla Mayor;Cabezas;Conejas madre;0;
Isla Mayor;UGT;Colmenas;0;
Isla Mayor;UGT;Equinos;0;
Isla Mayor;UGT;Bovinos;0;
Isla Mayor;UGT;Ovinos;0;
Isla Mayor;UGT;Caprinos;0;
Isla Mayor;UGT;Porcinos;0;
Isla Mayor;UGT;Aves corral;0;
Isla Mayor;UGT;Conejas madre;0;
La Algaba;Nº explotaciones;Bovinos;0;
La Algaba;Nº explotaciones;Ovinos;2;
La Algaba;Nº explotaciones;Caprinos;2;
La Algaba;Nº explotaciones;Porcinos;0;
La Algaba;Nº explotaciones;Aves corral;2;
La Algaba;Nº explotaciones;Conejas madre;0;
La Algaba;Nº explotaciones;Colmenas;0;
La Algaba;Cabezas;Equinos;1;
La Algaba;Cabezas;Bovinos;0;
La Algaba;Cabezas;Ovinos;13;
La Algaba;Cabezas;Caprinos;310;
La Algaba;Cabezas;Porcinos;0;
La Algaba;Cabezas;Aves corral;32;
La Algaba;Cabezas;Conejas madre;0;
La Algaba;UGT;Colmenas;0;
La Algaba;UGT;Equinos;4;
La Algaba;UGT;Bovinos;0;
La Algaba;UGT;Ovinos;1,3;
La Algaba;UGT;Caprinos;31;
La Algaba;UGT;Porcinos;0;
La Algaba;UGT;Aves corral;0,448;
La Algaba;UGT;Conejas madre;0;
La Campana;Nº explotaciones;Bovinos;3;
La Campana;Nº explotaciones;Ovinos;4;
La Campana;Nº explotaciones;Caprinos;7;
La Campana;Nº explotaciones;Porcinos;3;
La Campana;Nº explotaciones;Aves corral;2;
La Campana;Nº explotaciones;Conejas madre;0;
La Campana;Nº explotaciones;Colmenas;1;
La Campana;Cabezas;Equinos;15;
La Campana;Cabezas;Bovinos;1804;
La Campana;Cabezas;Ovinos;1591;
La Campana;Cabezas;Caprinos;964;
La Campana;Cabezas;Porcinos;3994;
La Campana;Cabezas;Aves corral;25250;
La Campana;Cabezas;Conejas madre;0;
La Campana;UGT;Colmenas;50;
La Campana;UGT;Equinos;91;
La Campana;UGT;Bovinos;1444,5;
La Campana;UGT;Ovinos;159,1;
La Campana;UGT;Caprinos;96,4;
La Campana;UGT;Porcinos;1057,1;
La Campana;UGT;Aves corral;756,35;
La Campana;UGT;Conejas madre;0;
La Luisiana;Nº explotaciones;Bovinos;0;
La Luisiana;Nº explotaciones;Ovinos;3;
La Luisiana;Nº explotaciones;Caprinos;4;
La Luisiana;Nº explotaciones;Porcinos;0;
La Luisiana;Nº explotaciones;Aves corral;4;
La Luisiana;Nº explotaciones;Conejas madre;0;
La Luisiana;Nº explotaciones;Colmenas;0;
La Luisiana;Cabezas;Equinos;2;
La Luisiana;Cabezas;Bovinos;0;
La Luisiana;Cabezas;Ovinos;485;
La Luisiana;Cabezas;Caprinos;3581;
La Luisiana;Cabezas;Porcinos;0;
La Luisiana;Cabezas;Aves corral;85169;
La Luisiana;Cabezas;Conejas madre;0;
La Luisiana;UGT;Colmenas;0;
La Luisiana;UGT;Equinos;6;
La Luisiana;UGT;Bovinos;0;
La Luisiana;UGT;Ovinos;48,5;
La Luisiana;UGT;Caprinos;358,1;
La Luisiana;UGT;Porcinos;0;
La Luisiana;UGT;Aves corral;596,183;
La Luisiana;UGT;Conejas madre;0;
La Puebla de Cazalla;Nº explotaciones;Bovinos;16;
La Puebla de Cazalla;Nº explotaciones;Ovinos;20;
La Puebla de Cazalla;Nº explotaciones;Caprinos;20;
La Puebla de Cazalla;Nº explotaciones;Porcinos;6;
La Puebla de Cazalla;Nº explotaciones;Aves corral;0;
La Puebla de Cazalla;Nº explotaciones;Conejas madre;0;
La Puebla de Cazalla;Nº explotaciones;Colmenas;3;
La Puebla de Cazalla;Cabezas;Equinos;18;
La Puebla de Cazalla;Cabezas;Bovinos;1558;
La Puebla de Cazalla;Cabezas;Ovinos;8276;
La Puebla de Cazalla;Cabezas;Caprinos;8373;
La Puebla de Cazalla;Cabezas;Porcinos;433;
La Puebla de Cazalla;Cabezas;Aves corral;0;
La Puebla de Cazalla;Cabezas;Conejas madre;0;
La Puebla de Cazalla;UGT;Colmenas;268;
La Puebla de Cazalla;UGT;Equinos;100;
La Puebla de Cazalla;UGT;Bovinos;1063,6;
La Puebla de Cazalla;UGT;Ovinos;827,6;
La Puebla de Cazalla;UGT;Caprinos;837,3;
La Puebla de Cazalla;UGT;Porcinos;129,002;
La Puebla de Cazalla;UGT;Aves corral;0;
La Puebla de Cazalla;UGT;Conejas madre;0;
La Puebla de los Infantes;Nº explotaciones;Bovinos;21;
La Puebla de los Infantes;Nº explotaciones;Ovinos;71;
La Puebla de los Infantes;Nº explotaciones;Caprinos;18;
La Puebla de los Infantes;Nº explotaciones;Porcinos;30;
La Puebla de los Infantes;Nº explotaciones;Aves corral;8;
La Puebla de los Infantes;Nº explotaciones;Conejas madre;0;
La Puebla de los Infantes;Nº explotaciones;Colmenas;2;
La Puebla de los Infantes;Cabezas;Equinos;55;
La Puebla de los Infantes;Cabezas;Bovinos;1693;
La Puebla de los Infantes;Cabezas;Ovinos;15131;
La Puebla de los Infantes;Cabezas;Caprinos;1000;
La Puebla de los Infantes;Cabezas;Porcinos;8616;
La Puebla de los Infantes;Cabezas;Aves corral;77714;
La Puebla de los Infantes;Cabezas;Conejas madre;0;
La Puebla de los Infantes;UGT;Colmenas;255;
La Puebla de los Infantes;UGT;Equinos;182;
La Puebla de los Infantes;UGT;Bovinos;1255,7;
La Puebla de los Infantes;UGT;Ovinos;1513,1;
La Puebla de los Infantes;UGT;Caprinos;100;
La Puebla de los Infantes;UGT;Porcinos;2588,5;
La Puebla de los Infantes;UGT;Aves corral;670,792;
La Puebla de los Infantes;UGT;Conejas madre;0;
La Puebla del Río;Nº explotaciones;Bovinos;14;
La Puebla del Río;Nº explotaciones;Ovinos;3;
La Puebla del Río;Nº explotaciones;Caprinos;2;
La Puebla del Río;Nº explotaciones;Porcinos;0;
La Puebla del Río;Nº explotaciones;Aves corral;2;
La Puebla del Río;Nº explotaciones;Conejas madre;0;
La Puebla del Río;Nº explotaciones;Colmenas;0;
La Puebla del Río;Cabezas;Equinos;22;
La Puebla del Río;Cabezas;Bovinos;1441;
La Puebla del Río;Cabezas;Ovinos;1164;
La Puebla del Río;Cabezas;Caprinos;323;
La Puebla del Río;Cabezas;Porcinos;0;
La Puebla del Río;Cabezas;Aves corral;25210;
La Puebla del Río;Cabezas;Conejas madre;0;
La Puebla del Río;UGT;Colmenas;0;
La Puebla del Río;UGT;Equinos;463;
La Puebla del Río;UGT;Bovinos;1034,6;
La Puebla del Río;UGT;Ovinos;116,4;
La Puebla del Río;UGT;Caprinos;32,3;
La Puebla del Río;UGT;Porcinos;0;
La Puebla del Río;UGT;Aves corral;756,14;
La Puebla del Río;UGT;Conejas madre;0;
La Rinconada;Nº explotaciones;Bovinos;6;
La Rinconada;Nº explotaciones;Ovinos;6;
La Rinconada;Nº explotaciones;Caprinos;6;
La Rinconada;Nº explotaciones;Porcinos;1;
La Rinconada;Nº explotaciones;Aves corral;0;
La Rinconada;Nº explotaciones;Conejas madre;0;
La Rinconada;Nº explotaciones;Colmenas;0;
La Rinconada;Cabezas;Equinos;9;
La Rinconada;Cabezas;Bovinos;858;
La Rinconada;Cabezas;Ovinos;1145;
La Rinconada;Cabezas;Caprinos;2753;
La Rinconada;Cabezas;Porcinos;48;
La Rinconada;Cabezas;Aves corral;0;
La Rinconada;Cabezas;Conejas madre;0;
La Rinconada;UGT;Colmenas;0;
La Rinconada;UGT;Equinos;57;
La Rinconada;UGT;Bovinos;755,7;
La Rinconada;UGT;Ovinos;114,5;
La Rinconada;UGT;Caprinos;275,3;
La Rinconada;UGT;Porcinos;15,6;
La Rinconada;UGT;Aves corral;0;
La Rinconada;UGT;Conejas madre;0;
La Roda de Andalucía;Nº explotaciones;Bovinos;3;
La Roda de Andalucía;Nº explotaciones;Ovinos;0;
La Roda de Andalucía;Nº explotaciones;Caprinos;1;
La Roda de Andalucía;Nº explotaciones;Porcinos;4;
La Roda de Andalucía;Nº explotaciones;Aves corral;4;
La Roda de Andalucía;Nº explotaciones;Conejas madre;0;
La Roda de Andalucía;Nº explotaciones;Colmenas;0;
La Roda de Andalucía;Cabezas;Equinos;2;
La Roda de Andalucía;Cabezas;Bovinos;48;
La Roda de Andalucía;Cabezas;Ovinos;0;
La Roda de Andalucía;Cabezas;Caprinos;917;
La Roda de Andalucía;Cabezas;Porcinos;10938;
La Roda de Andalucía;Cabezas;Aves corral;41300;
La Roda de Andalucía;Cabezas;Conejas madre;0;
La Roda de Andalucía;UGT;Colmenas;0;
La Roda de Andalucía;UGT;Equinos;4;
La Roda de Andalucía;UGT;Bovinos;30,8;
La Roda de Andalucía;UGT;Ovinos;0;
La Roda de Andalucía;UGT;Caprinos;91,7;
La Roda de Andalucía;UGT;Porcinos;2053,3;
La Roda de Andalucía;UGT;Aves corral;1239;
La Roda de Andalucía;UGT;Conejas madre;0;
Lantejuela;Nº explotaciones;Bovinos;1;
Lantejuela;Nº explotaciones;Ovinos;5;
Lantejuela;Nº explotaciones;Caprinos;5;
Lantejuela;Nº explotaciones;Porcinos;1;
Lantejuela;Nº explotaciones;Aves corral;1;
Lantejuela;Nº explotaciones;Conejas madre;0;
Lantejuela;Nº explotaciones;Colmenas;0;
Lantejuela;Cabezas;Equinos;5;
Lantejuela;Cabezas;Bovinos;1;
Lantejuela;Cabezas;Ovinos;203;
Lantejuela;Cabezas;Caprinos;153;
Lantejuela;Cabezas;Porcinos;5960;
Lantejuela;Cabezas;Aves corral;1300;
Lantejuela;Cabezas;Conejas madre;0;
Lantejuela;UGT;Colmenas;0;
Lantejuela;UGT;Equinos;13;
Lantejuela;UGT;Bovinos;0,7;
Lantejuela;UGT;Ovinos;20,3;
Lantejuela;UGT;Caprinos;15,3;
Lantejuela;UGT;Porcinos;1788;
Lantejuela;UGT;Aves corral;39;
Lantejuela;UGT;Conejas madre;0;
Las Cabezas de San Juan;Nº explotaciones;Bovinos;2;
Las Cabezas de San Juan;Nº explotaciones;Ovinos;7;
Las Cabezas de San Juan;Nº explotaciones;Caprinos;3;
Las Cabezas de San Juan;Nº explotaciones;Porcinos;0;
Las Cabezas de San Juan;Nº explotaciones;Aves corral;0;
Las Cabezas de San Juan;Nº explotaciones;Conejas madre;0;
Las Cabezas de San Juan;Nº explotaciones;Colmenas;1;
Las Cabezas de San Juan;Cabezas;Equinos;10;
Las Cabezas de San Juan;Cabezas;Bovinos;86;
Las Cabezas de San Juan;Cabezas;Ovinos;5429;
Las Cabezas de San Juan;Cabezas;Caprinos;973;
Las Cabezas de San Juan;Cabezas;Porcinos;0;
Las Cabezas de San Juan;Cabezas;Aves corral;0;
Las Cabezas de San Juan;Cabezas;Conejas madre;0;
Las Cabezas de San Juan;UGT;Colmenas;10;
Las Cabezas de San Juan;UGT;Equinos;87;
Las Cabezas de San Juan;UGT;Bovinos;62,4;
Las Cabezas de San Juan;UGT;Ovinos;542,9;
Las Cabezas de San Juan;UGT;Caprinos;97,3;
Las Cabezas de San Juan;UGT;Porcinos;0;
Las Cabezas de San Juan;UGT;Aves corral;0;
Las Cabezas de San Juan;UGT;Conejas madre;0;
Las Navas de la Concepción;Nº explotaciones;Bovinos;3;
Las Navas de la Concepción;Nº explotaciones;Ovinos;15;
Las Navas de la Concepción;Nº explotaciones;Caprinos;5;
Las Navas de la Concepción;Nº explotaciones;Porcinos;14;
Las Navas de la Concepción;Nº explotaciones;Aves corral;0;
Las Navas de la Concepción;Nº explotaciones;Conejas madre;0;
Las Navas de la Concepción;Nº explotaciones;Colmenas;0;
Las Navas de la Concepción;Cabezas;Equinos;11;
Las Navas de la Concepción;Cabezas;Bovinos;544;
Las Navas de la Concepción;Cabezas;Ovinos;2448;
Las Navas de la Concepción;Cabezas;Caprinos;564;
Las Navas de la Concepción;Cabezas;Porcinos;4984;
Las Navas de la Concepción;Cabezas;Aves corral;0;
Las Navas de la Concepción;Cabezas;Conejas madre;0;
Las Navas de la Concepción;UGT;Colmenas;0;
Las Navas de la Concepción;UGT;Equinos;94;
Las Navas de la Concepción;UGT;Bovinos;373,4;
Las Navas de la Concepción;UGT;Ovinos;244,8;
Las Navas de la Concepción;UGT;Caprinos;56,4;
Las Navas de la Concepción;UGT;Porcinos;1450,759;
Las Navas de la Concepción;UGT;Aves corral;0;
Las Navas de la Concepción;UGT;Conejas madre;0;
Lebrija;Nº explotaciones;Bovinos;11;
Lebrija;Nº explotaciones;Ovinos;16;
Lebrija;Nº explotaciones;Caprinos;16;
Lebrija;Nº explotaciones;Porcinos;1;
Lebrija;Nº explotaciones;Aves corral;5;
Lebrija;Nº explotaciones;Conejas madre;0;
Lebrija;Nº explotaciones;Colmenas;0;
Lebrija;Cabezas;Equinos;25;
Lebrija;Cabezas;Bovinos;1181;
