Territorio;Estado del dato;Tipo de establecimiento turístico;Medida;Valor;
Cuevas del Almanzora;Provisional;Hostal;Nº de plazas;-;
Cuevas del Almanzora;Provisional;Hotel;Nº de plazas;-;
Cuevas del Almanzora;Provisional;Hotel-Apartamento;Nº de plazas;-;
Cuevas del Almanzora;Provisional;Pensión;Nº de plazas;-;
Cuevas del Almanzora;Provisional;Albergues;Nº de plazas;-;
Cuevas del Almanzora;Provisional;Campings;Nº de plazas;-;
Cuevas del Almanzora;Provisional;Casas Rurales;Nº de plazas;65;
Cuevas del Almanzora;Provisional;Viviendas Turísticas de Alojamiento Rural;Nº de plazas;116;
Cuevas del Almanzora;Provisional;Área de pernocta de autocaravanas;Nº de plazas;-;
Cuevas del Almanzora;Provisional;Viviendas con fines turísticos;Nº de plazas;1175;
Cuevas del Almanzora;Provisional;Total;Nº de plazas;2546;
Dalías;Provisional;Apartamentos turísticos;Nº de plazas;-;
Dalías;Provisional;Hostal;Nº de plazas;-;
Dalías;Provisional;Hotel;Nº de plazas;-;
Dalías;Provisional;Hotel-Apartamento;Nº de plazas;-;
Dalías;Provisional;Pensión;Nº de plazas;-;
Dalías;Provisional;Albergues;Nº de plazas;-;
Dalías;Provisional;Campings;Nº de plazas;-;
Dalías;Provisional;Casas Rurales;Nº de plazas;-;
Dalías;Provisional;Viviendas Turísticas de Alojamiento Rural;Nº de plazas;-;
Dalías;Provisional;Área de pernocta de autocaravanas;Nº de plazas;-;
Dalías;Provisional;Viviendas con fines turísticos;Nº de plazas;-;
Dalías;Provisional;Total;Nº de plazas;53;
El Ejido;Provisional;Apartamentos turísticos;Nº de plazas;1583;
El Ejido;Provisional;Hostal;Nº de plazas;-;
El Ejido;Provisional;Hotel;Nº de plazas;1253;
El Ejido;Provisional;Hotel-Apartamento;Nº de plazas;-;
El Ejido;Provisional;Pensión;Nº de plazas;203;
El Ejido;Provisional;Albergues;Nº de plazas;-;
El Ejido;Provisional;Campings;Nº de plazas;-;
El Ejido;Provisional;Casas Rurales;Nº de plazas;-;
El Ejido;Provisional;Viviendas Turísticas de Alojamiento Rural;Nº de plazas;-;
El Ejido;Provisional;Área de pernocta de autocaravanas;Nº de plazas;-;
El Ejido;Provisional;Viviendas con fines turísticos;Nº de plazas;1171;
El Ejido;Provisional;Total;Nº de plazas;5089;
Enix;Provisional;Apartamentos turísticos;Nº de plazas;-;
Enix;Provisional;Hostal;Nº de plazas;-;
Enix;Provisional;Hotel;Nº de plazas;-;
Enix;Provisional;Hotel-Apartamento;Nº de plazas;-;
Enix;Provisional;Pensión;Nº de plazas;-;
Enix;Provisional;Albergues;Nº de plazas;-;
Enix;Provisional;Campings;Nº de plazas;-;
Enix;Provisional;Casas Rurales;Nº de plazas;-;
Enix;Provisional;Viviendas Turísticas de Alojamiento Rural;Nº de plazas;43;
Enix;Provisional;Área de pernocta de autocaravanas;Nº de plazas;-;
Enix;Provisional;Viviendas con fines turísticos;Nº de plazas;60;
Enix;Provisional;Total;Nº de plazas;106;
Felix;Provisional;Apartamentos turísticos;Nº de plazas;-;
Felix;Provisional;Hostal;Nº de plazas;-;
Felix;Provisional;Hotel;Nº de plazas;-;
Felix;Provisional;Hotel-Apartamento;Nº de plazas;-;
Felix;Provisional;Pensión;Nº de plazas;-;
Felix;Provisional;Albergues;Nº de plazas;-;
Felix;Provisional;Campings;Nº de plazas;-;
Felix;Provisional;Casas Rurales;Nº de plazas;-;
Felix;Provisional;Viviendas Turísticas de Alojamiento Rural;Nº de plazas;-;
Felix;Provisional;Área de pernocta de autocaravanas;Nº de plazas;-;
Felix;Provisional;Viviendas con fines turísticos;Nº de plazas;-;
Felix;Provisional;Total;Nº de plazas;52;
Fines;Provisional;Apartamentos turísticos;Nº de plazas;-;
Fines;Provisional;Hostal;Nº de plazas;-;
Fines;Provisional;Hotel;Nº de plazas;-;
Fines;Provisional;Hotel-Apartamento;Nº de plazas;-;
Fines;Provisional;Pensión;Nº de plazas;-;
Fines;Provisional;Albergues;Nº de plazas;-;
Fines;Provisional;Campings;Nº de plazas;-;
Fines;Provisional;Casas Rurales;Nº de plazas;-;
Fines;Provisional;Viviendas Turísticas de Alojamiento Rural;Nº de plazas;-;
Fines;Provisional;Área de pernocta de autocaravanas;Nº de plazas;-;
Fines;Provisional;Viviendas con fines turísticos;Nº de plazas;-;
Fines;Provisional;Total;Nº de plazas;-;
Fiñana;Provisional;Apartamentos turísticos;Nº de plazas;-;
Fiñana;Provisional;Hostal;Nº de plazas;-;
Fiñana;Provisional;Hotel;Nº de plazas;-;
Fiñana;Provisional;Hotel-Apartamento;Nº de plazas;-;
Fiñana;Provisional;Pensión;Nº de plazas;-;
Fiñana;Provisional;Albergues;Nº de plazas;-;
Fiñana;Provisional;Campings;Nº de plazas;-;
Fiñana;Provisional;Casas Rurales;Nº de plazas;-;
Fiñana;Provisional;Viviendas Turísticas de Alojamiento Rural;Nº de plazas;-;
Fiñana;Provisional;Área de pernocta de autocaravanas;Nº de plazas;-;
Fiñana;Provisional;Viviendas con fines turísticos;Nº de plazas;-;
Fiñana;Provisional;Total;Nº de plazas;40;
Fondón;Provisional;Apartamentos turísticos;Nº de plazas;-;
Fondón;Provisional;Hostal;Nº de plazas;-;
Fondón;Provisional;Hotel;Nº de plazas;-;
Fondón;Provisional;Hotel-Apartamento;Nº de plazas;-;
Fondón;Provisional;Pensión;Nº de plazas;-;
Fondón;Provisional;Albergues;Nº de plazas;-;
Fondón;Provisional;Campings;Nº de plazas;-;
Fondón;Provisional;Casas Rurales;Nº de plazas;34;
Fondón;Provisional;Viviendas Turísticas de Alojamiento Rural;Nº de plazas;45;
Fondón;Provisional;Área de pernocta de autocaravanas;Nº de plazas;-;
Fondón;Provisional;Viviendas con fines turísticos;Nº de plazas;36;
Fondón;Provisional;Total;Nº de plazas;374;
Gádor;Provisional;Apartamentos turísticos;Nº de plazas;-;
Gádor;Provisional;Hostal;Nº de plazas;-;
Gádor;Provisional;Hotel;Nº de plazas;-;
Gádor;Provisional;Hotel-Apartamento;Nº de plazas;-;
Gádor;Provisional;Pensión;Nº de plazas;-;
Gádor;Provisional;Albergues;Nº de plazas;-;
Gádor;Provisional;Campings;Nº de plazas;-;
Gádor;Provisional;Casas Rurales;Nº de plazas;-;
Gádor;Provisional;Viviendas Turísticas de Alojamiento Rural;Nº de plazas;-;
Gádor;Provisional;Área de pernocta de autocaravanas;Nº de plazas;-;
Gádor;Provisional;Viviendas con fines turísticos;Nº de plazas;-;
Gádor;Provisional;Total;Nº de plazas;-;
Garrucha;Provisional;Apartamentos turísticos;Nº de plazas;-;
Garrucha;Provisional;Hostal;Nº de plazas;-;
Garrucha;Provisional;Hotel;Nº de plazas;-;
Garrucha;Provisional;Hotel-Apartamento;Nº de plazas;-;
Garrucha;Provisional;Pensión;Nº de plazas;-;
Garrucha;Provisional;Albergues;Nº de plazas;-;
Garrucha;Provisional;Campings;Nº de plazas;-;
Garrucha;Provisional;Casas Rurales;Nº de plazas;-;
Garrucha;Provisional;Viviendas Turísticas de Alojamiento Rural;Nº de plazas;-;
Garrucha;Provisional;Área de pernocta de autocaravanas;Nº de plazas;-;
Garrucha;Provisional;Viviendas con fines turísticos;Nº de plazas;1067;
Garrucha;Provisional;Total;Nº de plazas;1327;
Gérgal;Provisional;Apartamentos turísticos;Nº de plazas;-;
Gérgal;Provisional;Hostal;Nº de plazas;-;
Gérgal;Provisional;Hotel;Nº de plazas;-;
Gérgal;Provisional;Hotel-Apartamento;Nº de plazas;-;
Gérgal;Provisional;Pensión;Nº de plazas;-;
Gérgal;Provisional;Albergues;Nº de plazas;-;
Gérgal;Provisional;Campings;Nº de plazas;-;
Gérgal;Provisional;Casas Rurales;Nº de plazas;-;
Gérgal;Provisional;Viviendas Turísticas de Alojamiento Rural;Nº de plazas;-;
Gérgal;Provisional;Área de pernocta de autocaravanas;Nº de plazas;-;
Gérgal;Provisional;Viviendas con fines turísticos;Nº de plazas;-;
Gérgal;Provisional;Total;Nº de plazas;67;
Huércal de Almería;Provisional;Apartamentos turísticos;Nº de plazas;-;
Huércal de Almería;Provisional;Hostal;Nº de plazas;-;
Huércal de Almería;Provisional;Hotel;Nº de plazas;-;
Huércal de Almería;Provisional;Hotel-Apartamento;Nº de plazas;-;
Huércal de Almería;Provisional;Pensión;Nº de plazas;-;
Huércal de Almería;Provisional;Albergues;Nº de plazas;-;
Huércal de Almería;Provisional;Campings;Nº de plazas;-;
Huércal de Almería;Provisional;Casas Rurales;Nº de plazas;-;
Huércal de Almería;Provisional;Viviendas Turísticas de Alojamiento Rural;Nº de plazas;-;
Huércal de Almería;Provisional;Área de pernocta de autocaravanas;Nº de plazas;-;
Huércal de Almería;Provisional;Viviendas con fines turísticos;Nº de plazas;22;
Huércal de Almería;Provisional;Total;Nº de plazas;36;
Huércal-Overa;Provisional;Apartamentos turísticos;Nº de plazas;-;
Huércal-Overa;Provisional;Hostal;Nº de plazas;-;
Huércal-Overa;Provisional;Hotel;Nº de plazas;-;
Huércal-Overa;Provisional;Hotel-Apartamento;Nº de plazas;-;
Huércal-Overa;Provisional;Pensión;Nº de plazas;-;
Huércal-Overa;Provisional;Albergues;Nº de plazas;-;
Huércal-Overa;Provisional;Campings;Nº de plazas;-;
Huércal-Overa;Provisional;Casas Rurales;Nº de plazas;141;
Huércal-Overa;Provisional;Viviendas Turísticas de Alojamiento Rural;Nº de plazas;49;
Huércal-Overa;Provisional;Área de pernocta de autocaravanas;Nº de plazas;-;
Huércal-Overa;Provisional;Viviendas con fines turísticos;Nº de plazas;45;
Huércal-Overa;Provisional;Total;Nº de plazas;466;
Íllar;Provisional;Apartamentos turísticos;Nº de plazas;-;
Íllar;Provisional;Hostal;Nº de plazas;-;
Íllar;Provisional;Hotel;Nº de plazas;-;
Íllar;Provisional;Hotel-Apartamento;Nº de plazas;-;
Íllar;Provisional;Pensión;Nº de plazas;-;
Íllar;Provisional;Albergues;Nº de plazas;-;
Íllar;Provisional;Campings;Nº de plazas;-;
Íllar;Provisional;Casas Rurales;Nº de plazas;-;
Íllar;Provisional;Viviendas Turísticas de Alojamiento Rural;Nº de plazas;-;
Íllar;Provisional;Área de pernocta de autocaravanas;Nº de plazas;-;
Íllar;Provisional;Viviendas con fines turísticos;Nº de plazas;-;
Íllar;Provisional;Total;Nº de plazas;-;
Instinción;Provisional;Apartamentos turísticos;Nº de plazas;-;
Instinción;Provisional;Hostal;Nº de plazas;-;
Instinción;Provisional;Hotel;Nº de plazas;-;
Instinción;Provisional;Hotel-Apartamento;Nº de plazas;-;
Instinción;Provisional;Pensión;Nº de plazas;-;
Instinción;Provisional;Albergues;Nº de plazas;-;
Instinción;Provisional;Campings;Nº de plazas;-;
Instinción;Provisional;Casas Rurales;Nº de plazas;-;
Instinción;Provisional;Viviendas Turísticas de Alojamiento Rural;Nº de plazas;-;
Instinción;Provisional;Área de pernocta de autocaravanas;Nº de plazas;-;
Instinción;Provisional;Viviendas con fines turísticos;Nº de plazas;-;
Instinción;Provisional;Total;Nº de plazas;-;
Laroya;Provisional;Apartamentos turísticos;Nº de plazas;-;
Laroya;Provisional;Hostal;Nº de plazas;-;
Laroya;Provisional;Hotel;Nº de plazas;-;
Laroya;Provisional;Hotel-Apartamento;Nº de plazas;-;
Laroya;Provisional;Pensión;Nº de plazas;-;
Laroya;Provisional;Albergues;Nº de plazas;-;
Laroya;Provisional;Campings;Nº de plazas;-;
Laroya;Provisional;Casas Rurales;Nº de plazas;-;
Laroya;Provisional;Viviendas Turísticas de Alojamiento Rural;Nº de plazas;-;
Laroya;Provisional;Área de pernocta de autocaravanas;Nº de plazas;-;
Laroya;Provisional;Viviendas con fines turísticos;Nº de plazas;-;
Laroya;Provisional;Total;Nº de plazas;61;
Las Tres Villas;Provisional;Apartamentos turísticos;Nº de plazas;-;
Las Tres Villas;Provisional;Hostal;Nº de plazas;-;
Las Tres Villas;Provisional;Hotel;Nº de plazas;-;
Las Tres Villas;Provisional;Hotel-Apartamento;Nº de plazas;-;
Las Tres Villas;Provisional;Pensión;Nº de plazas;-;
Las Tres Villas;Provisional;Albergues;Nº de plazas;-;
Las Tres Villas;Provisional;Campings;Nº de plazas;-;
Las Tres Villas;Provisional;Casas Rurales;Nº de plazas;-;
Las Tres Villas;Provisional;Viviendas Turísticas de Alojamiento Rural;Nº de plazas;-;
Las Tres Villas;Provisional;Área de pernocta de autocaravanas;Nº de plazas;-;
Las Tres Villas;Provisional;Viviendas con fines turísticos;Nº de plazas;-;
Las Tres Villas;Provisional;Total;Nº de plazas;-;
Laujar de Andarax;Provisional;Apartamentos turísticos;Nº de plazas;-;
Laujar de Andarax;Provisional;Hostal;Nº de plazas;-;
Laujar de Andarax;Provisional;Hotel;Nº de plazas;-;
Laujar de Andarax;Provisional;Hotel-Apartamento;Nº de plazas;-;
Laujar de Andarax;Provisional;Pensión;Nº de plazas;-;
Laujar de Andarax;Provisional;Albergues;Nº de plazas;-;
Laujar de Andarax;Provisional;Campings;Nº de plazas;-;
Laujar de Andarax;Provisional;Casas Rurales;Nº de plazas;-;
Laujar de Andarax;Provisional;Viviendas Turísticas de Alojamiento Rural;Nº de plazas;41;
Laujar de Andarax;Provisional;Área de pernocta de autocaravanas;Nº de plazas;-;
Laujar de Andarax;Provisional;Viviendas con fines turísticos;Nº de plazas;33;
Laujar de Andarax;Provisional;Total;Nº de plazas;226;
Líjar;Provisional;Apartamentos turísticos;Nº de plazas;-;
Líjar;Provisional;Hostal;Nº de plazas;-;
Líjar;Provisional;Hotel;Nº de plazas;-;
Líjar;Provisional;Hotel-Apartamento;Nº de plazas;-;
Líjar;Provisional;Pensión;Nº de plazas;-;
Líjar;Provisional;Albergues;Nº de plazas;-;
Líjar;Provisional;Campings;Nº de plazas;-;
Líjar;Provisional;Casas Rurales;Nº de plazas;-;
Líjar;Provisional;Viviendas Turísticas de Alojamiento Rural;Nº de plazas;-;
Líjar;Provisional;Área de pernocta de autocaravanas;Nº de plazas;-;
Líjar;Provisional;Viviendas con fines turísticos;Nº de plazas;-;
Líjar;Provisional;Total;Nº de plazas;-;
Los Gallardos;Provisional;Apartamentos turísticos;Nº de plazas;-;
Los Gallardos;Provisional;Hostal;Nº de plazas;-;
Los Gallardos;Provisional;Hotel;Nº de plazas;-;
Los Gallardos;Provisional;Hotel-Apartamento;Nº de plazas;-;
Los Gallardos;Provisional;Pensión;Nº de plazas;-;
Los Gallardos;Provisional;Albergues;Nº de plazas;-;
Los Gallardos;Provisional;Campings;Nº de plazas;-;
Los Gallardos;Provisional;Casas Rurales;Nº de plazas;-;
Los Gallardos;Provisional;Viviendas Turísticas de Alojamiento Rural;Nº de plazas;46;
Los Gallardos;Provisional;Área de pernocta de autocaravanas;Nº de plazas;-;
Los Gallardos;Provisional;Viviendas con fines turísticos;Nº de plazas;124;
Los Gallardos;Provisional;Total;Nº de plazas;524;
Lubrín;Provisional;Apartamentos turísticos;Nº de plazas;-;
Lubrín;Provisional;Hostal;Nº de plazas;-;
Lubrín;Provisional;Hotel;Nº de plazas;-;
Lubrín;Provisional;Hotel-Apartamento;Nº de plazas;-;
Lubrín;Provisional;Pensión;Nº de plazas;-;
Lubrín;Provisional;Albergues;Nº de plazas;-;
Lubrín;Provisional;Campings;Nº de plazas;-;
Lubrín;Provisional;Casas Rurales;Nº de plazas;24;
Lubrín;Provisional;Viviendas Turísticas de Alojamiento Rural;Nº de plazas;141;
Lubrín;Provisional;Área de pernocta de autocaravanas;Nº de plazas;-;
Lubrín;Provisional;Viviendas con fines turísticos;Nº de plazas;-;
Lubrín;Provisional;Total;Nº de plazas;211;
Lucainena de las Torres;Provisional;Apartamentos turísticos;Nº de plazas;-;
Lucainena de las Torres;Provisional;Hostal;Nº de plazas;-;
Lucainena de las Torres;Provisional;Hotel;Nº de plazas;-;
Lucainena de las Torres;Provisional;Hotel-Apartamento;Nº de plazas;-;
Lucainena de las Torres;Provisional;Pensión;Nº de plazas;-;
Lucainena de las Torres;Provisional;Albergues;Nº de plazas;-;
Lucainena de las Torres;Provisional;Campings;Nº de plazas;-;
Lucainena de las Torres;Provisional;Casas Rurales;Nº de plazas;-;
Lucainena de las Torres;Provisional;Viviendas Turísticas de Alojamiento Rural;Nº de plazas;28;
Lucainena de las Torres;Provisional;Área de pernocta de autocaravanas;Nº de plazas;-;
Lucainena de las Torres;Provisional;Viviendas con fines turísticos;Nº de plazas;-;
Lucainena de las Torres;Provisional;Total;Nº de plazas;157;
Lúcar;Provisional;Apartamentos turísticos;Nº de plazas;-;
Lúcar;Provisional;Hostal;Nº de plazas;-;
Lúcar;Provisional;Hotel;Nº de plazas;-;
Lúcar;Provisional;Hotel-Apartamento;Nº de plazas;-;
Lúcar;Provisional;Pensión;Nº de plazas;-;
Lúcar;Provisional;Albergues;Nº de plazas;-;
Lúcar;Provisional;Campings;Nº de plazas;-;
Lúcar;Provisional;Casas Rurales;Nº de plazas;-;
Lúcar;Provisional;Viviendas Turísticas de Alojamiento Rural;Nº de plazas;-;
Lúcar;Provisional;Área de pernocta de autocaravanas;Nº de plazas;-;
Lúcar;Provisional;Viviendas con fines turísticos;Nº de plazas;-;
Lúcar;Provisional;Total;Nº de plazas;74;
Macael;Provisional;Apartamentos turísticos;Nº de plazas;-;
Macael;Provisional;Hostal;Nº de plazas;-;
Macael;Provisional;Hotel;Nº de plazas;-;
Macael;Provisional;Hotel-Apartamento;Nº de plazas;-;
Macael;Provisional;Pensión;Nº de plazas;-;
Macael;Provisional;Albergues;Nº de plazas;-;
Macael;Provisional;Campings;Nº de plazas;-;
Macael;Provisional;Casas Rurales;Nº de plazas;-;
Macael;Provisional;Viviendas Turísticas de Alojamiento Rural;Nº de plazas;-;
Macael;Provisional;Área de pernocta de autocaravanas;Nº de plazas;-;
Macael;Provisional;Viviendas con fines turísticos;Nº de plazas;-;
Macael;Provisional;Total;Nº de plazas;-;
María;Provisional;Apartamentos turísticos;Nº de plazas;-;
María;Provisional;Hostal;Nº de plazas;-;
María;Provisional;Hotel;Nº de plazas;-;
María;Provisional;Hotel-Apartamento;Nº de plazas;-;
María;Provisional;Pensión;Nº de plazas;-;
María;Provisional;Albergues;Nº de plazas;-;
María;Provisional;Campings;Nº de plazas;-;
María;Provisional;Casas Rurales;Nº de plazas;-;
María;Provisional;Viviendas Turísticas de Alojamiento Rural;Nº de plazas;-;
María;Provisional;Área de pernocta de autocaravanas;Nº de plazas;-;
María;Provisional;Viviendas con fines turísticos;Nº de plazas;-;
María;Provisional;Total;Nº de plazas;355;
Mojácar;Provisional;Apartamentos turísticos;Nº de plazas;3390;
Mojácar;Provisional;Hostal;Nº de plazas;109;
Mojácar;Provisional;Hotel;Nº de plazas;5386;
Mojácar;Provisional;Hotel-Apartamento;Nº de plazas;-;
Mojácar;Provisional;Pensión;Nº de plazas;158;
Mojácar;Provisional;Albergues;Nº de plazas;-;
Mojácar;Provisional;Campings;Nº de plazas;-;
Mojácar;Provisional;Casas Rurales;Nº de plazas;70;
Mojácar;Provisional;Viviendas Turísticas de Alojamiento Rural;Nº de plazas;78;
Mojácar;Provisional;Área de pernocta de autocaravanas;Nº de plazas;-;
Mojácar;Provisional;Viviendas con fines turísticos;Nº de plazas;7769;
Mojácar;Provisional;Total;Nº de plazas;18781;
Nacimiento;Provisional;Apartamentos turísticos;Nº de plazas;-;
Nacimiento;Provisional;Hostal;Nº de plazas;-;
Nacimiento;Provisional;Hotel;Nº de plazas;-;
Nacimiento;Provisional;Hotel-Apartamento;Nº de plazas;-;
Nacimiento;Provisional;Pensión;Nº de plazas;-;
Nacimiento;Provisional;Albergues;Nº de plazas;-;
Nacimiento;Provisional;Campings;Nº de plazas;-;
Nacimiento;Provisional;Casas Rurales;Nº de plazas;-;
Nacimiento;Provisional;Viviendas Turísticas de Alojamiento Rural;Nº de plazas;-;
Nacimiento;Provisional;Área de pernocta de autocaravanas;Nº de plazas;-;
Nacimiento;Provisional;Viviendas con fines turísticos;Nº de plazas;-;
Nacimiento;Provisional;Total;Nº de plazas;-;
Níjar;Provisional;Apartamentos turísticos;Nº de plazas;759;
Níjar;Provisional;Hostal;Nº de plazas;622;
Níjar;Provisional;Hotel;Nº de plazas;931;
Níjar;Provisional;Hotel-Apartamento;Nº de plazas;-;
Níjar;Provisional;Pensión;Nº de plazas;137;
Níjar;Provisional;Albergues;Nº de plazas;-;
Níjar;Provisional;Campings;Nº de plazas;-;
Níjar;Provisional;Casas Rurales;Nº de plazas;356;
Níjar;Provisional;Viviendas Turísticas de Alojamiento Rural;Nº de plazas;1166;
Níjar;Provisional;Área de pernocta de autocaravanas;Nº de plazas;-;
Níjar;Provisional;Viviendas con fines turísticos;Nº de plazas;5693;
Níjar;Provisional;Total;Nº de plazas;12382;
Ohanes;Provisional;Apartamentos turísticos;Nº de plazas;-;
Ohanes;Provisional;Hostal;Nº de plazas;-;
