Territorio;Medida;Valor;
La Línea de la Concepción;Renta bruta media por persona;12196;
La Línea de la Concepción;Renta neta media por hogar;28327;
La Línea de la Concepción;Renta bruta media por hogar;32740;
La Línea de la Concepción;Renta por unidad de consumo;16042;
Los Barrios;Renta neta media por persona;12237;
Los Barrios;Renta bruta media por persona;14773;
Los Barrios;Renta neta media por hogar;35092;
Los Barrios;Renta bruta media por hogar;42362;
Los Barrios;Renta por unidad de consumo;19006;
Medina Sidonia;Renta neta media por persona;9796;
Medina Sidonia;Renta bruta media por persona;11183;
Medina Sidonia;Renta neta media por hogar;25128;
Medina Sidonia;Renta bruta media por hogar;28683;
Medina Sidonia;Renta por unidad de consumo;14705;
Olvera;Renta neta media por persona;10354;
Olvera;Renta bruta media por persona;11826;
Olvera;Renta neta media por hogar;25416;
Olvera;Renta bruta media por hogar;29030;
Olvera;Renta por unidad de consumo;15395;
Paterna de Rivera;Renta neta media por persona;9157;
Paterna de Rivera;Renta bruta media por persona;10290;
Paterna de Rivera;Renta neta media por hogar;22812;
Paterna de Rivera;Renta bruta media por hogar;25634;
Paterna de Rivera;Renta por unidad de consumo;13591;
Prado del Rey;Renta neta media por persona;9371;
Prado del Rey;Renta bruta media por persona;10525;
Prado del Rey;Renta neta media por hogar;23046;
Prado del Rey;Renta bruta media por hogar;25889;
Prado del Rey;Renta por unidad de consumo;13886;
Puerto Real;Renta neta media por persona;11937;
Puerto Real;Renta bruta media por persona;14130;
Puerto Real;Renta neta media por hogar;31516;
Puerto Real;Renta bruta media por hogar;37306;
Puerto Real;Renta por unidad de consumo;17929;
Puerto Serrano;Renta neta media por persona;8570;
Puerto Serrano;Renta bruta media por persona;se;
Puerto Serrano;Renta neta media por hogar;23302;
Puerto Serrano;Renta bruta media por hogar;25437;
Puerto Serrano;Renta por unidad de consumo;13068;
Rota;Renta neta media por persona;12029;
Rota;Renta bruta media por persona;14254;
Rota;Renta neta media por hogar;30521;
Rota;Renta bruta media por hogar;36167;
Rota;Renta por unidad de consumo;18131;
San Fernando;Renta neta media por persona;12024;
San Fernando;Renta bruta media por persona;14231;
San Fernando;Renta neta media por hogar;32124;
San Fernando;Renta bruta media por hogar;38024;
San Fernando;Renta por unidad de consumo;18122;
San José del Valle;Renta neta media por persona;9580;
San José del Valle;Renta bruta media por persona;10724;
San José del Valle;Renta neta media por hogar;22529;
San José del Valle;Renta bruta media por hogar;25221;
San José del Valle;Renta por unidad de consumo;13994;
San Martín del Tesorillo;Renta neta media por persona;8778;
San Martín del Tesorillo;Renta bruta media por persona;9949;
San Martín del Tesorillo;Renta neta media por hogar;24997;
San Martín del Tesorillo;Renta bruta media por hogar;28332;
San Martín del Tesorillo;Renta por unidad de consumo;13679;
San Roque;Renta neta media por persona;12299;
San Roque;Renta bruta media por persona;14986;
San Roque;Renta neta media por hogar;34526;
San Roque;Renta bruta media por hogar;42072;
San Roque;Renta por unidad de consumo;19385;
Sanlúcar de Barrameda;Renta neta media por persona;9422;
Sanlúcar de Barrameda;Renta bruta media por persona;10829;
Sanlúcar de Barrameda;Renta neta media por hogar;25795;
Sanlúcar de Barrameda;Renta bruta media por hogar;29647;
Sanlúcar de Barrameda;Renta por unidad de consumo;14361;
Setenil de las Bodegas;Renta neta media por persona;10406;
Setenil de las Bodegas;Renta bruta media por persona;11725;
Setenil de las Bodegas;Renta neta media por hogar;24080;
Setenil de las Bodegas;Renta bruta media por hogar;27135;
Setenil de las Bodegas;Renta por unidad de consumo;15123;
Tarifa;Renta neta media por persona;11822;
Tarifa;Renta bruta media por persona;14075;
Tarifa;Renta neta media por hogar;30356;
Tarifa;Renta bruta media por hogar;36138;
Tarifa;Renta por unidad de consumo;17931;
Torre Alháquime;Renta neta media por persona;9551;
Torre Alháquime;Renta bruta media por persona;se;
Torre Alháquime;Renta neta media por hogar;20254;
Torre Alháquime;Renta bruta media por hogar;22426;
Torre Alháquime;Renta por unidad de consumo;13580;
Trebujena;Renta neta media por persona;11295;
Trebujena;Renta bruta media por persona;12941;
Trebujena;Renta neta media por hogar;29678;
Trebujena;Renta bruta media por hogar;34002;
Trebujena;Renta por unidad de consumo;17004;
Ubrique;Renta neta media por persona;11102;
Ubrique;Renta bruta media por persona;12897;
Ubrique;Renta neta media por hogar;27789;
Ubrique;Renta bruta media por hogar;32279;
Ubrique;Renta por unidad de consumo;16600;
Vejer de la Frontera;Renta neta media por persona;9668;
Vejer de la Frontera;Renta bruta media por persona;11080;
Vejer de la Frontera;Renta neta media por hogar;25449;
Vejer de la Frontera;Renta bruta media por hogar;29164;
Vejer de la Frontera;Renta por unidad de consumo;14636;
Villaluenga del Rosario;Renta neta media por persona;11564;
Villaluenga del Rosario;Renta bruta media por persona;13148;
Villaluenga del Rosario;Renta neta media por hogar;23958;
Villaluenga del Rosario;Renta bruta media por hogar;27241;
Villaluenga del Rosario;Renta por unidad de consumo;16235;
Villamartín;Renta neta media por persona;10101;
Villamartín;Renta bruta media por persona;11566;
Villamartín;Renta neta media por hogar;25749;
Villamartín;Renta bruta media por hogar;29482;
Villamartín;Renta por unidad de consumo;15134;
Zahara;Renta neta media por persona;10719;
Zahara;Renta bruta media por persona;12063;
Zahara;Renta neta media por hogar;24550;
Zahara;Renta bruta media por hogar;27627;
Zahara;Renta por unidad de consumo;15378;
Córdoba;Renta neta media por persona;11569;
Córdoba;Renta bruta media por persona;13652;
Córdoba;Renta neta media por hogar;29082;
Córdoba;Renta bruta media por hogar;34316;
Córdoba;Renta por unidad de consumo;17269;
Adamuz;Renta neta media por persona;9721;
Adamuz;Renta bruta media por persona;10875;
Adamuz;Renta neta media por hogar;23796;
Adamuz;Renta bruta media por hogar;26622;
Adamuz;Renta por unidad de consumo;14352;
Aguilar de la Frontera;Renta neta media por persona;9983;
Aguilar de la Frontera;Renta bruta media por persona;11309;
Aguilar de la Frontera;Renta neta media por hogar;24482;
Aguilar de la Frontera;Renta bruta media por hogar;27732;
Aguilar de la Frontera;Renta por unidad de consumo;14717;
Alcaracejos;Renta neta media por persona;11588;
Alcaracejos;Renta bruta media por persona;13387;
Alcaracejos;Renta neta media por hogar;25984;
Alcaracejos;Renta bruta media por hogar;30019;
Alcaracejos;Renta por unidad de consumo;16770;
Almedinilla;Renta neta media por persona;9738;
Almedinilla;Renta bruta media por persona;10918;
Almedinilla;Renta neta media por hogar;22888;
Almedinilla;Renta bruta media por hogar;25658;
Almedinilla;Renta por unidad de consumo;14212;
Almodóvar del Río;Renta neta media por persona;9386;
Almodóvar del Río;Renta bruta media por persona;10546;
Almodóvar del Río;Renta neta media por hogar;24110;
Almodóvar del Río;Renta bruta media por hogar;27090;
Almodóvar del Río;Renta por unidad de consumo;14046;
Añora;Renta neta media por persona;12640;
Añora;Renta bruta media por persona;15285;
Añora;Renta neta media por hogar;29976;
Añora;Renta bruta media por hogar;36248;
Añora;Renta por unidad de consumo;18680;
Baena;Renta neta media por persona;9802;
Baena;Renta bruta media por persona;11149;
Baena;Renta neta media por hogar;24325;
Baena;Renta bruta media por hogar;27665;
Baena;Renta por unidad de consumo;14490;
Belalcázar;Renta neta media por persona;9627;
Belalcázar;Renta bruta media por persona;11014;
Belalcázar;Renta neta media por hogar;23105;
Belalcázar;Renta bruta media por hogar;26435;
Belalcázar;Renta por unidad de consumo;14206;
Belmez;Renta neta media por persona;11123;
Belmez;Renta bruta media por persona;12855;
Belmez;Renta neta media por hogar;26704;
Belmez;Renta bruta media por hogar;30863;
Belmez;Renta por unidad de consumo;16390;
Benamejí;Renta neta media por persona;9134;
Benamejí;Renta bruta media por persona;10239;
Benamejí;Renta neta media por hogar;21886;
Benamejí;Renta bruta media por hogar;24534;
Benamejí;Renta por unidad de consumo;13400;
Bujalance;Renta neta media por persona;10041;
Bujalance;Renta bruta media por persona;11367;
Bujalance;Renta neta media por hogar;24466;
Bujalance;Renta bruta media por hogar;27696;
Bujalance;Renta por unidad de consumo;14746;
Cabra;Renta neta media por persona;11188;
Cabra;Renta bruta media por persona;12991;
Cabra;Renta neta media por hogar;27775;
Cabra;Renta bruta media por hogar;32248;
Cabra;Renta por unidad de consumo;16552;
Cañete de las Torres;Renta neta media por persona;10442;
Cañete de las Torres;Renta bruta media por persona;11774;
Cañete de las Torres;Renta neta media por hogar;24083;
Cañete de las Torres;Renta bruta media por hogar;27156;
Cañete de las Torres;Renta por unidad de consumo;15030;
Carcabuey;Renta neta media por persona;10545;
Carcabuey;Renta bruta media por persona;11962;
Carcabuey;Renta neta media por hogar;23837;
Carcabuey;Renta bruta media por hogar;27039;
Carcabuey;Renta por unidad de consumo;15093;
Cardeña;Renta neta media por persona;10690;
Cardeña;Renta bruta media por persona;12095;
Cardeña;Renta neta media por hogar;23309;
Cardeña;Renta bruta media por hogar;26371;
Cardeña;Renta por unidad de consumo;15054;
Castro del Río;Renta neta media por persona;10259;
Castro del Río;Renta bruta media por persona;11766;
Castro del Río;Renta neta media por hogar;26552;
Castro del Río;Renta bruta media por hogar;30454;
Castro del Río;Renta por unidad de consumo;15419;
Conquista;Renta neta media por persona;12818;
Conquista;Renta bruta media por persona;15292;
Conquista;Renta neta media por hogar;24999;
Conquista;Renta bruta media por hogar;29824;
Conquista;Renta por unidad de consumo;17440;
Córdoba (capital);Renta neta media por persona;13148;
Córdoba (capital);Renta bruta media por persona;15957;
Córdoba (capital);Renta neta media por hogar;33799;
Córdoba (capital);Renta bruta media por hogar;41017;
Córdoba (capital);Renta por unidad de consumo;19784;
Doña Mencía;Renta neta media por persona;10390;
Doña Mencía;Renta bruta media por persona;11765;
Doña Mencía;Renta neta media por hogar;26288;
Doña Mencía;Renta bruta media por hogar;29767;
Doña Mencía;Renta por unidad de consumo;15357;
Dos Torres;Renta neta media por persona;11106;
Dos Torres;Renta bruta media por persona;13135;
Dos Torres;Renta neta media por hogar;24838;
Dos Torres;Renta bruta media por hogar;29375;
Dos Torres;Renta por unidad de consumo;16251;
El Carpio;Renta neta media por persona;11167;
El Carpio;Renta bruta media por persona;12820;
El Carpio;Renta neta media por hogar;28009;
El Carpio;Renta bruta media por hogar;32155;
El Carpio;Renta por unidad de consumo;16617;
El Guijo;Renta neta media por persona;11659;
El Guijo;Renta bruta media por persona;13262;
El Guijo;Renta neta media por hogar;27721;
El Guijo;Renta bruta media por hogar;31529;
El Guijo;Renta por unidad de consumo;17188;
El Viso;Renta neta media por persona;11037;
El Viso;Renta bruta media por persona;12573;
El Viso;Renta neta media por hogar;24599;
El Viso;Renta bruta media por hogar;28021;
El Viso;Renta por unidad de consumo;15716;
Encinas Reales;Renta neta media por persona;9735;
Encinas Reales;Renta bruta media por persona;10861;
Encinas Reales;Renta neta media por hogar;22356;
Encinas Reales;Renta bruta media por hogar;24944;
Encinas Reales;Renta por unidad de consumo;13960;
Espejo;Renta neta media por persona;10749;
Espejo;Renta bruta media por persona;12201;
Espejo;Renta neta media por hogar;26058;
Espejo;Renta bruta media por hogar;29580;
Espejo;Renta por unidad de consumo;15741;
Espiel;Renta neta media por persona;11655;
Espiel;Renta bruta media por persona;13526;
Espiel;Renta neta media por hogar;28035;
Espiel;Renta bruta media por hogar;32533;
Espiel;Renta por unidad de consumo;17126;
Fernán-Núñez;Renta neta media por persona;11437;
Fernán-Núñez;Renta bruta media por persona;13400;
Fernán-Núñez;Renta neta media por hogar;28790;
Fernán-Núñez;Renta bruta media por hogar;33733;
Fernán-Núñez;Renta por unidad de consumo;17135;
Fuente Carreteros;Renta neta media por persona;9167;
Fuente Carreteros;Renta bruta media por persona;se;
Fuente Carreteros;Renta neta media por hogar;22181;
Fuente Carreteros;Renta bruta media por hogar;24052;
Fuente Carreteros;Renta por unidad de consumo;13370;
Fuente la Lancha;Renta neta media por persona;10735;
Fuente la Lancha;Renta bruta media por persona;11996;
Fuente la Lancha;Renta neta media por hogar;21531;
Fuente la Lancha;Renta bruta media por hogar;24059;
Fuente la Lancha;Renta por unidad de consumo;14821;
Fuente Obejuna;Renta neta media por persona;10155;
Fuente Obejuna;Renta bruta media por persona;11557;
Fuente Obejuna;Renta neta media por hogar;22973;
Fuente Obejuna;Renta bruta media por hogar;26142;
Fuente Obejuna;Renta por unidad de consumo;14509;
Fuente Palmera;Renta neta media por persona;9606;
Fuente Palmera;Renta bruta media por persona;10756;
Fuente Palmera;Renta neta media por hogar;24817;
Fuente Palmera;Renta bruta media por hogar;27786;
Fuente Palmera;Renta por unidad de consumo;14508;
Fuente-Tójar;Renta neta media por persona;10023;
Fuente-Tójar;Renta bruta media por persona;11198;
Fuente-Tójar;Renta neta media por hogar;22372;
Fuente-Tójar;Renta bruta media por hogar;24995;
Fuente-Tójar;Renta por unidad de consumo;14362;
Guadalcázar;Renta neta media por persona;10420;
Guadalcázar;Renta bruta media por persona;11844;
Guadalcázar;Renta neta media por hogar;25712;
Guadalcázar;Renta bruta media por hogar;29228;
Guadalcázar;Renta por unidad de consumo;15431;
Hinojosa del Duque;Renta neta media por persona;10234;
Hinojosa del Duque;Renta bruta media por persona;11765;
Hinojosa del Duque;Renta neta media por hogar;25269;
Hinojosa del Duque;Renta bruta media por hogar;29048;
Hinojosa del Duque;Renta por unidad de consumo;15131;
Hornachuelos;Renta neta media por persona;10262;
Hornachuelos;Renta bruta media por persona;11557;
Hornachuelos;Renta neta media por hogar;24463;
Hornachuelos;Renta bruta media por hogar;27549;
Hornachuelos;Renta por unidad de consumo;14985;
Iznájar;Renta neta media por persona;9486;
Iznájar;Renta bruta media por persona;10498;
Iznájar;Renta neta media por hogar;21769;
Iznájar;Renta bruta media por hogar;24092;
Iznájar;Renta por unidad de consumo;13732;
La Carlota;Renta neta media por persona;10174;
La Carlota;Renta bruta media por persona;11687;
La Carlota;Renta neta media por hogar;25890;
La Carlota;Renta bruta media por hogar;29739;
La Carlota;Renta por unidad de consumo;15313;
La Granjuela;Renta neta media por persona;10197;
La Granjuela;Renta bruta media por persona;11626;
La Granjuela;Renta neta media por hogar;22478;
La Granjuela;Renta bruta media por hogar;25627;
La Granjuela;Renta por unidad de consumo;14582;
La Guijarrosa;Renta neta media por persona;9471;
La Guijarrosa;Renta bruta media por persona;se;
La Guijarrosa;Renta neta media por hogar;22900;
La Guijarrosa;Renta bruta media por hogar;25483;
La Guijarrosa;Renta por unidad de consumo;13925;
La Rambla;Renta neta media por persona;10748;
