Territorio;Nacionalidad;Medida;Valor;
Carboneras;Extranjera;Inmigraciones ;170;
Carboneras;Europa;Inmigraciones ;49;
Carboneras;UE27;Inmigraciones ;44;
Carboneras;Resto de Europa;Inmigraciones ;5;
Carboneras;África;Inmigraciones ;62;
Carboneras;África Norte;Inmigraciones ;54;
Carboneras;Sub-Sahara;Inmigraciones ;-;
Carboneras;Resto África;Inmigraciones ;8;
Carboneras;América;Inmigraciones ;56;
Carboneras;América Norte;Inmigraciones ;1;
Carboneras;Central-Caribe;Inmigraciones ;4;
Carboneras;América Sur;Inmigraciones ;51;
Carboneras;Asia;Inmigraciones ;3;
Carboneras;Próximo Oriente;Inmigraciones ;1;
Carboneras;Resto Asia;Inmigraciones ;2;
Carboneras;Oceanía;Inmigraciones ;-;
Carboneras;Apátridas;Inmigraciones ;-;
Carboneras;TOTAL;Inmigraciones ;183;
Castro de Filabres;Española;Inmigraciones ;-;
Castro de Filabres;Extranjera;Inmigraciones ;2;
Castro de Filabres;Europa;Inmigraciones ;2;
Castro de Filabres;UE27;Inmigraciones ;2;
Castro de Filabres;Resto de Europa;Inmigraciones ;-;
Castro de Filabres;África;Inmigraciones ;-;
Castro de Filabres;África Norte;Inmigraciones ;-;
Castro de Filabres;Sub-Sahara;Inmigraciones ;-;
Castro de Filabres;Resto África;Inmigraciones ;-;
Castro de Filabres;América;Inmigraciones ;-;
Castro de Filabres;América Norte;Inmigraciones ;-;
Castro de Filabres;Central-Caribe;Inmigraciones ;-;
Castro de Filabres;América Sur;Inmigraciones ;-;
Castro de Filabres;Asia;Inmigraciones ;-;
Castro de Filabres;Próximo Oriente;Inmigraciones ;-;
Castro de Filabres;Resto Asia;Inmigraciones ;-;
Castro de Filabres;Oceanía;Inmigraciones ;-;
Castro de Filabres;Apátridas;Inmigraciones ;-;
Castro de Filabres;TOTAL;Inmigraciones ;2;
Chercos;Española;Inmigraciones ;1;
Chercos;Extranjera;Inmigraciones ;5;
Chercos;Europa;Inmigraciones ;2;
Chercos;UE27;Inmigraciones ;1;
Chercos;Resto de Europa;Inmigraciones ;1;
Chercos;África;Inmigraciones ;-;
Chercos;África Norte;Inmigraciones ;-;
Chercos;Sub-Sahara;Inmigraciones ;-;
Chercos;Resto África;Inmigraciones ;-;
Chercos;América;Inmigraciones ;3;
Chercos;América Norte;Inmigraciones ;-;
Chercos;Central-Caribe;Inmigraciones ;-;
Chercos;América Sur;Inmigraciones ;3;
Chercos;Asia;Inmigraciones ;-;
Chercos;Próximo Oriente;Inmigraciones ;-;
Chercos;Resto Asia;Inmigraciones ;-;
Chercos;Oceanía;Inmigraciones ;-;
Chercos;Apátridas;Inmigraciones ;-;
Chercos;TOTAL;Inmigraciones ;6;
Chirivel;Española;Inmigraciones ;2;
Chirivel;Extranjera;Inmigraciones ;64;
Chirivel;Europa;Inmigraciones ;6;
Chirivel;UE27;Inmigraciones ;2;
Chirivel;Resto de Europa;Inmigraciones ;4;
Chirivel;África;Inmigraciones ;48;
Chirivel;África Norte;Inmigraciones ;43;
Chirivel;Sub-Sahara;Inmigraciones ;-;
Chirivel;Resto África;Inmigraciones ;5;
Chirivel;América;Inmigraciones ;10;
Chirivel;América Norte;Inmigraciones ;-;
Chirivel;Central-Caribe;Inmigraciones ;6;
Chirivel;América Sur;Inmigraciones ;4;
Chirivel;Asia;Inmigraciones ;-;
Chirivel;Próximo Oriente;Inmigraciones ;-;
Chirivel;Resto Asia;Inmigraciones ;-;
Chirivel;Oceanía;Inmigraciones ;-;
Chirivel;Apátridas;Inmigraciones ;-;
Chirivel;TOTAL;Inmigraciones ;66;
Cóbdar;Española;Inmigraciones ;1;
Cóbdar;Extranjera;Inmigraciones ;3;
Cóbdar;Europa;Inmigraciones ;-;
Cóbdar;UE27;Inmigraciones ;-;
Cóbdar;Resto de Europa;Inmigraciones ;-;
Cóbdar;África;Inmigraciones ;-;
Cóbdar;África Norte;Inmigraciones ;-;
Cóbdar;Sub-Sahara;Inmigraciones ;-;
Cóbdar;Resto África;Inmigraciones ;-;
Cóbdar;América;Inmigraciones ;3;
Cóbdar;América Norte;Inmigraciones ;-;
Cóbdar;Central-Caribe;Inmigraciones ;-;
Cóbdar;América Sur;Inmigraciones ;3;
Cóbdar;Asia;Inmigraciones ;-;
Cóbdar;Próximo Oriente;Inmigraciones ;-;
Cóbdar;Resto Asia;Inmigraciones ;-;
Cóbdar;Oceanía;Inmigraciones ;-;
Cóbdar;Apátridas;Inmigraciones ;-;
Cóbdar;TOTAL;Inmigraciones ;4;
Cuevas del Almanzora;Española;Inmigraciones ;46;
Cuevas del Almanzora;Extranjera;Inmigraciones ;493;
Cuevas del Almanzora;Europa;Inmigraciones ;118;
Cuevas del Almanzora;UE27;Inmigraciones ;72;
Cuevas del Almanzora;Resto de Europa;Inmigraciones ;46;
Cuevas del Almanzora;África;Inmigraciones ;192;
Cuevas del Almanzora;África Norte;Inmigraciones ;140;
Cuevas del Almanzora;Sub-Sahara;Inmigraciones ;1;
Cuevas del Almanzora;Resto África;Inmigraciones ;51;
Cuevas del Almanzora;América;Inmigraciones ;182;
Cuevas del Almanzora;América Norte;Inmigraciones ;3;
Cuevas del Almanzora;Central-Caribe;Inmigraciones ;18;
Cuevas del Almanzora;América Sur;Inmigraciones ;161;
Cuevas del Almanzora;Asia;Inmigraciones ;1;
Cuevas del Almanzora;Próximo Oriente;Inmigraciones ;-;
Cuevas del Almanzora;Resto Asia;Inmigraciones ;1;
Cuevas del Almanzora;Oceanía;Inmigraciones ;-;
Cuevas del Almanzora;Apátridas;Inmigraciones ;-;
Cuevas del Almanzora;TOTAL;Inmigraciones ;539;
Dalías;Española;Inmigraciones ;6;
Dalías;Extranjera;Inmigraciones ;34;
Dalías;Europa;Inmigraciones ;9;
Dalías;UE27;Inmigraciones ;8;
Dalías;Resto de Europa;Inmigraciones ;1;
Dalías;África;Inmigraciones ;17;
Dalías;África Norte;Inmigraciones ;17;
Dalías;Sub-Sahara;Inmigraciones ;-;
Dalías;Resto África;Inmigraciones ;-;
Dalías;América;Inmigraciones ;7;
Dalías;América Norte;Inmigraciones ;-;
Dalías;Central-Caribe;Inmigraciones ;1;
Dalías;América Sur;Inmigraciones ;6;
Dalías;Asia;Inmigraciones ;1;
Dalías;Próximo Oriente;Inmigraciones ;-;
Dalías;Resto Asia;Inmigraciones ;1;
Dalías;Oceanía;Inmigraciones ;-;
Dalías;Apátridas;Inmigraciones ;-;
Dalías;TOTAL;Inmigraciones ;40;
El Ejido;Española;Inmigraciones ;96;
El Ejido;Extranjera;Inmigraciones ;2024;
El Ejido;Europa;Inmigraciones ;347;
El Ejido;UE27;Inmigraciones ;269;
El Ejido;Resto de Europa;Inmigraciones ;78;
El Ejido;África;Inmigraciones ;1316;
El Ejido;África Norte;Inmigraciones ;1087;
El Ejido;Sub-Sahara;Inmigraciones ;29;
El Ejido;Resto África;Inmigraciones ;200;
El Ejido;América;Inmigraciones ;339;
El Ejido;América Norte;Inmigraciones ;10;
El Ejido;Central-Caribe;Inmigraciones ;19;
El Ejido;América Sur;Inmigraciones ;310;
El Ejido;Asia;Inmigraciones ;22;
El Ejido;Próximo Oriente;Inmigraciones ;4;
El Ejido;Resto Asia;Inmigraciones ;18;
El Ejido;Oceanía;Inmigraciones ;-;
El Ejido;Apátridas;Inmigraciones ;-;
El Ejido;TOTAL;Inmigraciones ;2120;
Enix;Española;Inmigraciones ;5;
Enix;Extranjera;Inmigraciones ;17;
Enix;Europa;Inmigraciones ;8;
Enix;UE27;Inmigraciones ;6;
Enix;Resto de Europa;Inmigraciones ;2;
Enix;África;Inmigraciones ;-;
Enix;África Norte;Inmigraciones ;-;
Enix;Sub-Sahara;Inmigraciones ;-;
Enix;Resto África;Inmigraciones ;-;
Enix;América;Inmigraciones ;9;
Enix;América Norte;Inmigraciones ;-;
Enix;Central-Caribe;Inmigraciones ;-;
Enix;América Sur;Inmigraciones ;9;
Enix;Asia;Inmigraciones ;-;
Enix;Próximo Oriente;Inmigraciones ;-;
Enix;Resto Asia;Inmigraciones ;-;
Enix;Oceanía;Inmigraciones ;-;
Enix;Apátridas;Inmigraciones ;-;
Enix;TOTAL;Inmigraciones ;22;
Felix;Española;Inmigraciones ;1;
Felix;Extranjera;Inmigraciones ;7;
Felix;Europa;Inmigraciones ;3;
Felix;UE27;Inmigraciones ;3;
Felix;Resto de Europa;Inmigraciones ;-;
Felix;África;Inmigraciones ;3;
Felix;África Norte;Inmigraciones ;3;
Felix;Sub-Sahara;Inmigraciones ;-;
Felix;Resto África;Inmigraciones ;-;
Felix;América;Inmigraciones ;-;
Felix;América Norte;Inmigraciones ;-;
Felix;Central-Caribe;Inmigraciones ;-;
Felix;América Sur;Inmigraciones ;-;
Felix;Asia;Inmigraciones ;1;
Felix;Próximo Oriente;Inmigraciones ;-;
Felix;Resto Asia;Inmigraciones ;1;
Felix;Oceanía;Inmigraciones ;-;
Felix;Apátridas;Inmigraciones ;-;
Felix;TOTAL;Inmigraciones ;8;
Fines;Española;Inmigraciones ;5;
Fines;Extranjera;Inmigraciones ;85;
Fines;Europa;Inmigraciones ;18;
Fines;UE27;Inmigraciones ;17;
Fines;Resto de Europa;Inmigraciones ;1;
Fines;África;Inmigraciones ;22;
Fines;África Norte;Inmigraciones ;17;
Fines;Sub-Sahara;Inmigraciones ;-;
Fines;Resto África;Inmigraciones ;5;
Fines;América;Inmigraciones ;42;
Fines;América Norte;Inmigraciones ;-;
Fines;Central-Caribe;Inmigraciones ;4;
Fines;América Sur;Inmigraciones ;38;
Fines;Asia;Inmigraciones ;3;
Fines;Próximo Oriente;Inmigraciones ;-;
Fines;Resto Asia;Inmigraciones ;3;
Fines;Oceanía;Inmigraciones ;-;
Fines;Apátridas;Inmigraciones ;-;
Fines;TOTAL;Inmigraciones ;90;
Fiñana;Española;Inmigraciones ;8;
Fiñana;Extranjera;Inmigraciones ;13;
Fiñana;Europa;Inmigraciones ;7;
Fiñana;UE27;Inmigraciones ;7;
Fiñana;Resto de Europa;Inmigraciones ;-;
Fiñana;África;Inmigraciones ;3;
Fiñana;África Norte;Inmigraciones ;2;
Fiñana;Sub-Sahara;Inmigraciones ;-;
Fiñana;Resto África;Inmigraciones ;1;
Fiñana;América;Inmigraciones ;3;
Fiñana;América Norte;Inmigraciones ;1;
Fiñana;Central-Caribe;Inmigraciones ;-;
Fiñana;América Sur;Inmigraciones ;2;
Fiñana;Asia;Inmigraciones ;-;
Fiñana;Próximo Oriente;Inmigraciones ;-;
Fiñana;Resto Asia;Inmigraciones ;-;
Fiñana;Oceanía;Inmigraciones ;-;
Fiñana;Apátridas;Inmigraciones ;-;
Fiñana;TOTAL;Inmigraciones ;21;
Fondón;Española;Inmigraciones ;1;
Fondón;Extranjera;Inmigraciones ;7;
Fondón;Europa;Inmigraciones ;2;
Fondón;UE27;Inmigraciones ;2;
Fondón;Resto de Europa;Inmigraciones ;-;
Fondón;África;Inmigraciones ;-;
Fondón;África Norte;Inmigraciones ;-;
Fondón;Sub-Sahara;Inmigraciones ;-;
Fondón;Resto África;Inmigraciones ;-;
Fondón;América;Inmigraciones ;5;
Fondón;América Norte;Inmigraciones ;-;
Fondón;Central-Caribe;Inmigraciones ;-;
Fondón;América Sur;Inmigraciones ;5;
Fondón;Asia;Inmigraciones ;-;
Fondón;Próximo Oriente;Inmigraciones ;-;
Fondón;Resto Asia;Inmigraciones ;-;
Fondón;Oceanía;Inmigraciones ;-;
Fondón;Apátridas;Inmigraciones ;-;
Fondón;TOTAL;Inmigraciones ;8;
Gádor;Española;Inmigraciones ;6;
Gádor;Extranjera;Inmigraciones ;19;
Gádor;Europa;Inmigraciones ;12;
Gádor;UE27;Inmigraciones ;11;
Gádor;Resto de Europa;Inmigraciones ;1;
Gádor;África;Inmigraciones ;3;
Gádor;África Norte;Inmigraciones ;3;
Gádor;Sub-Sahara;Inmigraciones ;-;
Gádor;Resto África;Inmigraciones ;-;
Gádor;América;Inmigraciones ;4;
Gádor;América Norte;Inmigraciones ;-;
Gádor;Central-Caribe;Inmigraciones ;-;
Gádor;América Sur;Inmigraciones ;4;
Gádor;Asia;Inmigraciones ;-;
Gádor;Próximo Oriente;Inmigraciones ;-;
Gádor;Resto Asia;Inmigraciones ;-;
Gádor;Oceanía;Inmigraciones ;-;
Gádor;Apátridas;Inmigraciones ;-;
Gádor;TOTAL;Inmigraciones ;25;
Garrucha;Española;Inmigraciones ;46;
Garrucha;Extranjera;Inmigraciones ;602;
Garrucha;Europa;Inmigraciones ;104;
Garrucha;UE27;Inmigraciones ;80;
Garrucha;Resto de Europa;Inmigraciones ;24;
Garrucha;África;Inmigraciones ;148;
Garrucha;África Norte;Inmigraciones ;92;
Garrucha;Sub-Sahara;Inmigraciones ;-;
Garrucha;Resto África;Inmigraciones ;56;
Garrucha;América;Inmigraciones ;329;
Garrucha;América Norte;Inmigraciones ;2;
Garrucha;Central-Caribe;Inmigraciones ;14;
Garrucha;América Sur;Inmigraciones ;313;
Garrucha;Asia;Inmigraciones ;21;
Garrucha;Próximo Oriente;Inmigraciones ;-;
Garrucha;Resto Asia;Inmigraciones ;21;
Garrucha;Oceanía;Inmigraciones ;-;
Garrucha;Apátridas;Inmigraciones ;-;
Garrucha;TOTAL;Inmigraciones ;648;
Gérgal;Española;Inmigraciones ;1;
Gérgal;Extranjera;Inmigraciones ;46;
Gérgal;Europa;Inmigraciones ;2;
Gérgal;UE27;Inmigraciones ;2;
Gérgal;Resto de Europa;Inmigraciones ;-;
Gérgal;África;Inmigraciones ;43;
Gérgal;África Norte;Inmigraciones ;43;
Gérgal;Sub-Sahara;Inmigraciones ;-;
Gérgal;Resto África;Inmigraciones ;-;
Gérgal;América;Inmigraciones ;1;
Gérgal;América Norte;Inmigraciones ;-;
Gérgal;Central-Caribe;Inmigraciones ;-;
Gérgal;América Sur;Inmigraciones ;1;
Gérgal;Asia;Inmigraciones ;-;
Gérgal;Próximo Oriente;Inmigraciones ;-;
Gérgal;Resto Asia;Inmigraciones ;-;
Gérgal;Oceanía;Inmigraciones ;-;
Gérgal;Apátridas;Inmigraciones ;-;
Gérgal;TOTAL;Inmigraciones ;47;
Huécija;Española;Inmigraciones ;-;
Huécija;Extranjera;Inmigraciones ;4;
Huécija;Europa;Inmigraciones ;1;
Huécija;UE27;Inmigraciones ;1;
Huécija;Resto de Europa;Inmigraciones ;-;
Huécija;África;Inmigraciones ;-;
Huécija;África Norte;Inmigraciones ;-;
Huécija;Sub-Sahara;Inmigraciones ;-;
Huécija;Resto África;Inmigraciones ;-;
Huécija;América;Inmigraciones ;-;
Huécija;América Norte;Inmigraciones ;-;
Huécija;Central-Caribe;Inmigraciones ;-;
Huécija;América Sur;Inmigraciones ;-;
Huécija;Asia;Inmigraciones ;3;
Huécija;Próximo Oriente;Inmigraciones ;-;
Huécija;Resto Asia;Inmigraciones ;3;
Huécija;Oceanía;Inmigraciones ;-;
Huécija;Apátridas;Inmigraciones ;-;
Huécija;TOTAL;Inmigraciones ;4;
Huércal de Almería;Española;Inmigraciones ;23;
Huércal de Almería;Extranjera;Inmigraciones ;85;
Huércal de Almería;Europa;Inmigraciones ;16;
Huércal de Almería;UE27;Inmigraciones ;15;
Huércal de Almería;Resto de Europa;Inmigraciones ;1;
Huércal de Almería;África;Inmigraciones ;31;
Huércal de Almería;África Norte;Inmigraciones ;26;
Huércal de Almería;Sub-Sahara;Inmigraciones ;-;
Huércal de Almería;Resto África;Inmigraciones ;5;
Huércal de Almería;América;Inmigraciones ;38;
Huércal de Almería;América Norte;Inmigraciones ;2;
Huércal de Almería;Central-Caribe;Inmigraciones ;1;
Huércal de Almería;América Sur;Inmigraciones ;35;
Huércal de Almería;Asia;Inmigraciones ;-;
Huércal de Almería;Próximo Oriente;Inmigraciones ;-;
Huércal de Almería;Resto Asia;Inmigraciones ;-;
Huércal de Almería;Oceanía;Inmigraciones ;-;
Huércal de Almería;Apátridas;Inmigraciones ;-;
Huércal de Almería;TOTAL;Inmigraciones ;108;
Huércal-Overa;Española;Inmigraciones ;40;
Huércal-Overa;Extranjera;Inmigraciones ;651;
Huércal-Overa;Europa;Inmigraciones ;145;
Huércal-Overa;UE27;Inmigraciones ;82;
Huércal-Overa;Resto de Europa;Inmigraciones ;63;
Huércal-Overa;África;Inmigraciones ;150;
Huércal-Overa;África Norte;Inmigraciones ;131;
Huércal-Overa;Sub-Sahara;Inmigraciones ;-;
Huércal-Overa;Resto África;Inmigraciones ;19;
Huércal-Overa;América;Inmigraciones ;352;
Huércal-Overa;América Norte;Inmigraciones ;2;
Huércal-Overa;Central-Caribe;Inmigraciones ;48;
Huércal-Overa;América Sur;Inmigraciones ;302;
Huércal-Overa;Asia;Inmigraciones ;4;
Huércal-Overa;Próximo Oriente;Inmigraciones ;-;
Huércal-Overa;Resto Asia;Inmigraciones ;4;
Huércal-Overa;Oceanía;Inmigraciones ;-;
Huércal-Overa;Apátridas;Inmigraciones ;-;
Huércal-Overa;TOTAL;Inmigraciones ;691;
Íllar;Española;Inmigraciones ;4;
Íllar;Extranjera;Inmigraciones ;9;
Íllar;Europa;Inmigraciones ;4;
Íllar;UE27;Inmigraciones ;4;
Íllar;Resto de Europa;Inmigraciones ;-;
Íllar;África;Inmigraciones ;1;
Íllar;África Norte;Inmigraciones ;1;
Íllar;Sub-Sahara;Inmigraciones ;-;
Íllar;Resto África;Inmigraciones ;-;
Íllar;América;Inmigraciones ;4;
Íllar;América Norte;Inmigraciones ;-;
Íllar;Central-Caribe;Inmigraciones ;-;
Íllar;América Sur;Inmigraciones ;4;
Íllar;Asia;Inmigraciones ;-;
Íllar;Próximo Oriente;Inmigraciones ;-;
Íllar;Resto Asia;Inmigraciones ;-;
Íllar;Oceanía;Inmigraciones ;-;
Íllar;Apátridas;Inmigraciones ;-;
Íllar;TOTAL;Inmigraciones ;13;
Instinción;Española;Inmigraciones ;-;
Instinción;Extranjera;Inmigraciones ;13;
Instinción;Europa;Inmigraciones ;3;
Instinción;UE27;Inmigraciones ;1;
Instinción;Resto de Europa;Inmigraciones ;2;
Instinción;África;Inmigraciones ;6;
Instinción;África Norte;Inmigraciones ;6;
Instinción;Sub-Sahara;Inmigraciones ;-;
Instinción;Resto África;Inmigraciones ;-;
Instinción;América;Inmigraciones ;4;
Instinción;América Norte;Inmigraciones ;-;
Instinción;Central-Caribe;Inmigraciones ;1;
Instinción;América Sur;Inmigraciones ;3;
Instinción;Asia;Inmigraciones ;-;
Instinción;Próximo Oriente;Inmigraciones ;-;
Instinción;Resto Asia;Inmigraciones ;-;
Instinción;Oceanía;Inmigraciones ;-;
Instinción;Apátridas;Inmigraciones ;-;
Instinción;TOTAL;Inmigraciones ;13;
La Mojonera;Española;Inmigraciones ;9;
La Mojonera;Extranjera;Inmigraciones ;280;
La Mojonera;Europa;Inmigraciones ;9;
La Mojonera;UE27;Inmigraciones ;7;
La Mojonera;Resto de Europa;Inmigraciones ;2;
La Mojonera;África;Inmigraciones ;256;
La Mojonera;África Norte;Inmigraciones ;181;
La Mojonera;Sub-Sahara;Inmigraciones ;19;
La Mojonera;Resto África;Inmigraciones ;56;
La Mojonera;América;Inmigraciones ;13;
La Mojonera;América Norte;Inmigraciones ;2;
La Mojonera;Central-Caribe;Inmigraciones ;-;
La Mojonera;América Sur;Inmigraciones ;11;
La Mojonera;Asia;Inmigraciones ;2;
La Mojonera;Próximo Oriente;Inmigraciones ;-;
La Mojonera;Resto Asia;Inmigraciones ;2;
La Mojonera;Oceanía;Inmigraciones ;-;
La Mojonera;Apátridas;Inmigraciones ;-;
La Mojonera;TOTAL;Inmigraciones ;289;
Laroya;Española;Inmigraciones ;1;
Laroya;Extranjera;Inmigraciones ;6;
Laroya;Europa;Inmigraciones ;-;
Laroya;UE27;Inmigraciones ;-;
Laroya;Resto de Europa;Inmigraciones ;-;
Laroya;África;Inmigraciones ;-;
Laroya;África Norte;Inmigraciones ;-;
Laroya;Sub-Sahara;Inmigraciones ;-;
Laroya;Resto África;Inmigraciones ;-;
Laroya;América;Inmigraciones ;6;
Laroya;América Norte;Inmigraciones ;-;
Laroya;Central-Caribe;Inmigraciones ;-;
Laroya;América Sur;Inmigraciones ;6;
Laroya;Asia;Inmigraciones ;-;
Laroya;Próximo Oriente;Inmigraciones ;-;
Laroya;Resto Asia;Inmigraciones ;-;
Laroya;Oceanía;Inmigraciones ;-;
Laroya;Apátridas;Inmigraciones ;-;
Laroya;TOTAL;Inmigraciones ;7;
Las Tres Villas;Española;Inmigraciones ;1;
Las Tres Villas;Extranjera;Inmigraciones ;11;
Las Tres Villas;Europa;Inmigraciones ;1;
Las Tres Villas;UE27;Inmigraciones ;1;
Las Tres Villas;Resto de Europa;Inmigraciones ;-;
Las Tres Villas;África;Inmigraciones ;5;
Las Tres Villas;África Norte;Inmigraciones ;5;
Las Tres Villas;Sub-Sahara;Inmigraciones ;-;
Las Tres Villas;Resto África;Inmigraciones ;-;
Las Tres Villas;América;Inmigraciones ;5;
Las Tres Villas;América Norte;Inmigraciones ;-;
Las Tres Villas;Central-Caribe;Inmigraciones ;-;
Las Tres Villas;América Sur;Inmigraciones ;5;
Las Tres Villas;Asia;Inmigraciones ;-;
Las Tres Villas;Próximo Oriente;Inmigraciones ;-;
Las Tres Villas;Resto Asia;Inmigraciones ;-;
Las Tres Villas;Oceanía;Inmigraciones ;-;
Las Tres Villas;Apátridas;Inmigraciones ;-;
Las Tres Villas;TOTAL;Inmigraciones ;12;
Laujar de Andarax;Española;Inmigraciones ;1;
Laujar de Andarax;Extranjera;Inmigraciones ;24;
Laujar de Andarax;Europa;Inmigraciones ;9;
Laujar de Andarax;UE27;Inmigraciones ;3;
Laujar de Andarax;Resto de Europa;Inmigraciones ;6;
Laujar de Andarax;África;Inmigraciones ;8;
Laujar de Andarax;África Norte;Inmigraciones ;7;
Laujar de Andarax;Sub-Sahara;Inmigraciones ;1;
Laujar de Andarax;Resto África;Inmigraciones ;-;
Laujar de Andarax;América;Inmigraciones ;5;
Laujar de Andarax;América Norte;Inmigraciones ;-;
Laujar de Andarax;Central-Caribe;Inmigraciones ;-;
Laujar de Andarax;América Sur;Inmigraciones ;5;
Laujar de Andarax;Asia;Inmigraciones ;2;
Laujar de Andarax;Próximo Oriente;Inmigraciones ;-;
Laujar de Andarax;Resto Asia;Inmigraciones ;2;
Laujar de Andarax;Oceanía;Inmigraciones ;-;
Laujar de Andarax;Apátridas;Inmigraciones ;-;
Laujar de Andarax;TOTAL;Inmigraciones ;25;
Líjar;Española;Inmigraciones ;1;
Líjar;Extranjera;Inmigraciones ;4;
Líjar;Europa;Inmigraciones ;4;
Líjar;UE27;Inmigraciones ;1;
Líjar;Resto de Europa;Inmigraciones ;3;
Líjar;África;Inmigraciones ;-;
Líjar;África Norte;Inmigraciones ;-;
Líjar;Sub-Sahara;Inmigraciones ;-;
Líjar;Resto África;Inmigraciones ;-;
Líjar;América;Inmigraciones ;-;
Líjar;América Norte;Inmigraciones ;-;
Líjar;Central-Caribe;Inmigraciones ;-;
Líjar;América Sur;Inmigraciones ;-;
Líjar;Asia;Inmigraciones ;-;
Líjar;Próximo Oriente;Inmigraciones ;-;
Líjar;Resto Asia;Inmigraciones ;-;
Líjar;Oceanía;Inmigraciones ;-;
Líjar;Apátridas;Inmigraciones ;-;
Líjar;TOTAL;Inmigraciones ;5;
Los Gallardos;Española;Inmigraciones ;7;
Los Gallardos;Extranjera;Inmigraciones ;99;
Los Gallardos;Europa;Inmigraciones ;59;
Los Gallardos;UE27;Inmigraciones ;12;
Los Gallardos;Resto de Europa;Inmigraciones ;47;
Los Gallardos;África;Inmigraciones ;9;
Los Gallardos;África Norte;Inmigraciones ;9;
Los Gallardos;Sub-Sahara;Inmigraciones ;-;
Los Gallardos;Resto África;Inmigraciones ;-;
Los Gallardos;América;Inmigraciones ;31;
Los Gallardos;América Norte;Inmigraciones ;-;
Los Gallardos;Central-Caribe;Inmigraciones ;1;
Los Gallardos;América Sur;Inmigraciones ;30;
Los Gallardos;Asia;Inmigraciones ;-;
Los Gallardos;Próximo Oriente;Inmigraciones ;-;
Los Gallardos;Resto Asia;Inmigraciones ;-;
Los Gallardos;Oceanía;Inmigraciones ;-;
Los Gallardos;Apátridas;Inmigraciones ;-;
Los Gallardos;TOTAL;Inmigraciones ;106;
Lubrín;Española;Inmigraciones ;3;
Lubrín;Extranjera;Inmigraciones ;77;
Lubrín;Europa;Inmigraciones ;16;
Lubrín;UE27;Inmigraciones ;8;
Lubrín;Resto de Europa;Inmigraciones ;8;
Lubrín;África;Inmigraciones ;43;
Lubrín;África Norte;Inmigraciones ;35;
Lubrín;Sub-Sahara;Inmigraciones ;4;
Lubrín;Resto África;Inmigraciones ;4;
Lubrín;América;Inmigraciones ;17;
Lubrín;América Norte;Inmigraciones ;-;
Lubrín;Central-Caribe;Inmigraciones ;-;
Lubrín;América Sur;Inmigraciones ;17;
Lubrín;Asia;Inmigraciones ;1;
Lubrín;Próximo Oriente;Inmigraciones ;-;
Lubrín;Resto Asia;Inmigraciones ;1;
Lubrín;Oceanía;Inmigraciones ;-;
Lubrín;Apátridas;Inmigraciones ;-;
Lubrín;TOTAL;Inmigraciones ;80;
Lucainena de las Torres;Española;Inmigraciones ;3;
Lucainena de las Torres;Extranjera;Inmigraciones ;22;
Lucainena de las Torres;Europa;Inmigraciones ;5;
Lucainena de las Torres;UE27;Inmigraciones ;5;
Lucainena de las Torres;Resto de Europa;Inmigraciones ;-;
Lucainena de las Torres;África;Inmigraciones ;16;
Lucainena de las Torres;África Norte;Inmigraciones ;16;
Lucainena de las Torres;Sub-Sahara;Inmigraciones ;-;
Lucainena de las Torres;Resto África;Inmigraciones ;-;
Lucainena de las Torres;América;Inmigraciones ;1;
Lucainena de las Torres;América Norte;Inmigraciones ;-;
Lucainena de las Torres;Central-Caribe;Inmigraciones ;-;
