Territorio;Tipo de instalación;Medida;Valor;
Víznar;Piscinas aire libre;Espacios deportivos;1;
Víznar;Piscinas cubiertas;Espacios deportivos;-;
Víznar;Pistas de atletismo;Espacios deportivos;-;
Víznar;Pistas de padel;Espacios deportivos;-;
Víznar;Pistas de petanca;Espacios deportivos;-;
Víznar;Pistas de squash;Espacios deportivos;-;
Víznar;Pistas de tenis;Espacios deportivos;-;
Víznar;Pistas polideportivas;Espacios deportivos;2;
Víznar;Salas;Espacios deportivos;2;
Víznar;Velódromos;Espacios deportivos;-;
Víznar;Otros espacios convencionales;Espacios deportivos;-;
Víznar;Carriles de bicicleta;Espacios deportivos;-;
Víznar;Circuitos de velocidad;Espacios deportivos;-;
Víznar;Campos de golf;Espacios deportivos;-;
Víznar;Pistas de hípica;Espacios deportivos;-;
Víznar;Juegos tradicionales y populares;Espacios deportivos;-;
Víznar;Circuitos de karting;Espacios deportivos;-;
Víznar;Circuitos de motocross;Espacios deportivos;-;
Víznar;Rocódromos;Espacios deportivos;-;
Víznar;Pistas de esquí;Espacios deportivos;-;
Víznar;Campos de tiro;Espacios deportivos;-;
Víznar;Otros espacios singulares;Espacios deportivos;-;
Víznar;Áreas de actividad acuática;Espacios deportivos;-;
Víznar;Áreas de actividad aérea;Espacios deportivos;-;
Víznar;Áreas de actividad terrestre;Espacios deportivos;7;
Víznar;Total;Espacios deportivos;14;
Zafarraya;Campos de fútbol;Espacios deportivos;1;
Zafarraya;Espacios pequeños y no reglamentarios;Espacios deportivos;-;
Zafarraya;Frontones;Espacios deportivos;-;
Zafarraya;Otros campos;Espacios deportivos;-;
Zafarraya;Pabellones con frontón y frontones en recinto cerrado;Espacios deportivos;-;
Zafarraya;Polideportivos;Espacios deportivos;-;
Zafarraya;Piscinas aire libre;Espacios deportivos;-;
Zafarraya;Piscinas cubiertas;Espacios deportivos;-;
Zafarraya;Pistas de atletismo;Espacios deportivos;-;
Zafarraya;Pistas de padel;Espacios deportivos;-;
Zafarraya;Pistas de petanca;Espacios deportivos;-;
Zafarraya;Pistas de squash;Espacios deportivos;-;
Zafarraya;Pistas de tenis;Espacios deportivos;-;
Zafarraya;Pistas polideportivas;Espacios deportivos;5;
Zafarraya;Salas;Espacios deportivos;-;
Zafarraya;Velódromos;Espacios deportivos;-;
Zafarraya;Otros espacios convencionales;Espacios deportivos;-;
Zafarraya;Carriles de bicicleta;Espacios deportivos;-;
Zafarraya;Circuitos de velocidad;Espacios deportivos;-;
Zafarraya;Campos de golf;Espacios deportivos;-;
Zafarraya;Pistas de hípica;Espacios deportivos;-;
Zafarraya;Juegos tradicionales y populares;Espacios deportivos;-;
Zafarraya;Circuitos de karting;Espacios deportivos;-;
Zafarraya;Circuitos de motocross;Espacios deportivos;-;
Zafarraya;Rocódromos;Espacios deportivos;-;
Zafarraya;Pistas de esquí;Espacios deportivos;-;
Zafarraya;Campos de tiro;Espacios deportivos;-;
Zafarraya;Otros espacios singulares;Espacios deportivos;-;
Zafarraya;Áreas de actividad acuática;Espacios deportivos;-;
Zafarraya;Áreas de actividad aérea;Espacios deportivos;-;
Zafarraya;Áreas de actividad terrestre;Espacios deportivos;-;
Zafarraya;Total;Espacios deportivos;6;
Zagra;Campos de fútbol;Espacios deportivos;-;
Zagra;Espacios pequeños y no reglamentarios;Espacios deportivos;-;
Zagra;Frontones;Espacios deportivos;-;
Zagra;Otros campos;Espacios deportivos;-;
Zagra;Pabellones con frontón y frontones en recinto cerrado;Espacios deportivos;-;
Zagra;Polideportivos;Espacios deportivos;-;
Zagra;Piscinas aire libre;Espacios deportivos;1;
Zagra;Piscinas cubiertas;Espacios deportivos;-;
Zagra;Pistas de atletismo;Espacios deportivos;-;
Zagra;Pistas de padel;Espacios deportivos;-;
Zagra;Pistas de petanca;Espacios deportivos;-;
Zagra;Pistas de squash;Espacios deportivos;-;
Zagra;Pistas de tenis;Espacios deportivos;-;
Zagra;Pistas polideportivas;Espacios deportivos;2;
Zagra;Salas;Espacios deportivos;-;
Zagra;Velódromos;Espacios deportivos;-;
Zagra;Otros espacios convencionales;Espacios deportivos;-;
Zagra;Carriles de bicicleta;Espacios deportivos;-;
Zagra;Circuitos de velocidad;Espacios deportivos;-;
Zagra;Campos de golf;Espacios deportivos;-;
Zagra;Pistas de hípica;Espacios deportivos;-;
Zagra;Juegos tradicionales y populares;Espacios deportivos;-;
Zagra;Circuitos de karting;Espacios deportivos;-;
Zagra;Circuitos de motocross;Espacios deportivos;-;
Zagra;Rocódromos;Espacios deportivos;-;
Zagra;Pistas de esquí;Espacios deportivos;-;
Zagra;Campos de tiro;Espacios deportivos;-;
Zagra;Otros espacios singulares;Espacios deportivos;-;
Zagra;Áreas de actividad acuática;Espacios deportivos;-;
Zagra;Áreas de actividad aérea;Espacios deportivos;-;
Zagra;Áreas de actividad terrestre;Espacios deportivos;-;
Zagra;Total;Espacios deportivos;3;
Zújar;Campos de fútbol;Espacios deportivos;-;
Zújar;Espacios pequeños y no reglamentarios;Espacios deportivos;1;
Zújar;Frontones;Espacios deportivos;-;
Zújar;Otros campos;Espacios deportivos;1;
Zújar;Pabellones con frontón y frontones en recinto cerrado;Espacios deportivos;-;
Zújar;Polideportivos;Espacios deportivos;-;
Zújar;Piscinas aire libre;Espacios deportivos;1;
Zújar;Piscinas cubiertas;Espacios deportivos;1;
Zújar;Pistas de atletismo;Espacios deportivos;-;
Zújar;Pistas de padel;Espacios deportivos;-;
Zújar;Pistas de petanca;Espacios deportivos;-;
Zújar;Pistas de squash;Espacios deportivos;-;
Zújar;Pistas de tenis;Espacios deportivos;-;
Zújar;Pistas polideportivas;Espacios deportivos;5;
Zújar;Salas;Espacios deportivos;1;
Zújar;Velódromos;Espacios deportivos;-;
Zújar;Otros espacios convencionales;Espacios deportivos;-;
Zújar;Carriles de bicicleta;Espacios deportivos;-;
Zújar;Circuitos de velocidad;Espacios deportivos;-;
Zújar;Campos de golf;Espacios deportivos;-;
Zújar;Pistas de hípica;Espacios deportivos;-;
Zújar;Juegos tradicionales y populares;Espacios deportivos;-;
Zújar;Circuitos de karting;Espacios deportivos;-;
Zújar;Circuitos de motocross;Espacios deportivos;-;
Zújar;Rocódromos;Espacios deportivos;-;
Zújar;Pistas de esquí;Espacios deportivos;-;
Zújar;Campos de tiro;Espacios deportivos;1;
Zújar;Otros espacios singulares;Espacios deportivos;-;
Zújar;Áreas de actividad acuática;Espacios deportivos;1;
Zújar;Áreas de actividad aérea;Espacios deportivos;2;
Zújar;Áreas de actividad terrestre;Espacios deportivos;3;
Zújar;Total;Espacios deportivos;17;
Huelva;Campos de fútbol;Espacios deportivos;108;
Huelva;Espacios pequeños y no reglamentarios;Espacios deportivos;95;
Huelva;Frontones;Espacios deportivos;-;
Huelva;Otros campos;Espacios deportivos;14;
Huelva;Pabellones con frontón y frontones en recinto cerrado;Espacios deportivos;2;
Huelva;Polideportivos;Espacios deportivos;53;
Huelva;Piscinas aire libre;Espacios deportivos;247;
Huelva;Piscinas cubiertas;Espacios deportivos;25;
Huelva;Pistas de atletismo;Espacios deportivos;12;
Huelva;Pistas de padel;Espacios deportivos;76;
Huelva;Pistas de petanca;Espacios deportivos;3;
Huelva;Pistas de squash;Espacios deportivos;5;
Huelva;Pistas de tenis;Espacios deportivos;98;
Huelva;Pistas polideportivas;Espacios deportivos;500;
Huelva;Salas;Espacios deportivos;208;
Huelva;Velódromos;Espacios deportivos;-;
Huelva;Otros espacios convencionales;Espacios deportivos;5;
Huelva;Carriles de bicicleta;Espacios deportivos;4;
Huelva;Circuitos de velocidad;Espacios deportivos;-;
Huelva;Campos de golf;Espacios deportivos;5;
Huelva;Pistas de hípica;Espacios deportivos;8;
Huelva;Juegos tradicionales y populares;Espacios deportivos;-;
Huelva;Circuitos de karting;Espacios deportivos;1;
Huelva;Circuitos de motocross;Espacios deportivos;3;
Huelva;Rocódromos;Espacios deportivos;6;
Huelva;Pistas de esquí;Espacios deportivos;-;
Huelva;Campos de tiro;Espacios deportivos;8;
Huelva;Otros espacios singulares;Espacios deportivos;11;
Huelva;Áreas de actividad acuática;Espacios deportivos;11;
Huelva;Áreas de actividad aérea;Espacios deportivos;-;
Huelva;Áreas de actividad terrestre;Espacios deportivos;37;
Huelva;Total;Espacios deportivos;1545;
Alájar;Campos de fútbol;Espacios deportivos;-;
Alájar;Espacios pequeños y no reglamentarios;Espacios deportivos;-;
Alájar;Frontones;Espacios deportivos;-;
Alájar;Otros campos;Espacios deportivos;-;
Alájar;Pabellones con frontón y frontones en recinto cerrado;Espacios deportivos;-;
Alájar;Polideportivos;Espacios deportivos;-;
Alájar;Piscinas aire libre;Espacios deportivos;-;
Alájar;Piscinas cubiertas;Espacios deportivos;-;
Alájar;Pistas de atletismo;Espacios deportivos;-;
Alájar;Pistas de padel;Espacios deportivos;-;
Alájar;Pistas de petanca;Espacios deportivos;-;
Alájar;Pistas de squash;Espacios deportivos;-;
Alájar;Pistas de tenis;Espacios deportivos;-;
Alájar;Pistas polideportivas;Espacios deportivos;1;
Alájar;Salas;Espacios deportivos;-;
Alájar;Velódromos;Espacios deportivos;-;
Alájar;Otros espacios convencionales;Espacios deportivos;-;
Alájar;Carriles de bicicleta;Espacios deportivos;-;
Alájar;Circuitos de velocidad;Espacios deportivos;-;
Alájar;Campos de golf;Espacios deportivos;-;
Alájar;Pistas de hípica;Espacios deportivos;-;
Alájar;Juegos tradicionales y populares;Espacios deportivos;-;
Alájar;Circuitos de karting;Espacios deportivos;-;
Alájar;Circuitos de motocross;Espacios deportivos;-;
Alájar;Rocódromos;Espacios deportivos;-;
Alájar;Pistas de esquí;Espacios deportivos;-;
Alájar;Campos de tiro;Espacios deportivos;-;
Alájar;Otros espacios singulares;Espacios deportivos;-;
Alájar;Áreas de actividad acuática;Espacios deportivos;-;
Alájar;Áreas de actividad aérea;Espacios deportivos;-;
Alájar;Áreas de actividad terrestre;Espacios deportivos;2;
Alájar;Total;Espacios deportivos;3;
Aljaraque;Campos de fútbol;Espacios deportivos;2;
Aljaraque;Espacios pequeños y no reglamentarios;Espacios deportivos;3;
Aljaraque;Frontones;Espacios deportivos;-;
Aljaraque;Otros campos;Espacios deportivos;-;
Aljaraque;Pabellones con frontón y frontones en recinto cerrado;Espacios deportivos;-;
Aljaraque;Polideportivos;Espacios deportivos;1;
Aljaraque;Piscinas aire libre;Espacios deportivos;1;
Aljaraque;Piscinas cubiertas;Espacios deportivos;1;
Aljaraque;Pistas de atletismo;Espacios deportivos;-;
Aljaraque;Pistas de padel;Espacios deportivos;11;
Aljaraque;Pistas de petanca;Espacios deportivos;-;
Aljaraque;Pistas de squash;Espacios deportivos;3;
Aljaraque;Pistas de tenis;Espacios deportivos;7;
Aljaraque;Pistas polideportivas;Espacios deportivos;9;
Aljaraque;Salas;Espacios deportivos;2;
Aljaraque;Velódromos;Espacios deportivos;-;
Aljaraque;Otros espacios convencionales;Espacios deportivos;-;
Aljaraque;Carriles de bicicleta;Espacios deportivos;-;
Aljaraque;Circuitos de velocidad;Espacios deportivos;-;
Aljaraque;Campos de golf;Espacios deportivos;1;
Aljaraque;Pistas de hípica;Espacios deportivos;3;
Aljaraque;Juegos tradicionales y populares;Espacios deportivos;-;
Aljaraque;Circuitos de karting;Espacios deportivos;-;
Aljaraque;Circuitos de motocross;Espacios deportivos;-;
Aljaraque;Rocódromos;Espacios deportivos;-;
Aljaraque;Pistas de esquí;Espacios deportivos;-;
Aljaraque;Campos de tiro;Espacios deportivos;-;
Aljaraque;Otros espacios singulares;Espacios deportivos;-;
Aljaraque;Áreas de actividad acuática;Espacios deportivos;-;
Aljaraque;Áreas de actividad aérea;Espacios deportivos;-;
Aljaraque;Áreas de actividad terrestre;Espacios deportivos;-;
Aljaraque;Total;Espacios deportivos;44;
Almonaster la Real;Campos de fútbol;Espacios deportivos;-;
Almonaster la Real;Espacios pequeños y no reglamentarios;Espacios deportivos;-;
Almonaster la Real;Frontones;Espacios deportivos;-;
Almonaster la Real;Otros campos;Espacios deportivos;-;
Almonaster la Real;Pabellones con frontón y frontones en recinto cerrado;Espacios deportivos;-;
Almonaster la Real;Polideportivos;Espacios deportivos;-;
Almonaster la Real;Piscinas aire libre;Espacios deportivos;2;
Almonaster la Real;Piscinas cubiertas;Espacios deportivos;-;
Almonaster la Real;Pistas de atletismo;Espacios deportivos;-;
Almonaster la Real;Pistas de padel;Espacios deportivos;-;
Almonaster la Real;Pistas de petanca;Espacios deportivos;-;
Almonaster la Real;Pistas de squash;Espacios deportivos;-;
Almonaster la Real;Pistas de tenis;Espacios deportivos;-;
Almonaster la Real;Pistas polideportivas;Espacios deportivos;4;
Almonaster la Real;Salas;Espacios deportivos;-;
Almonaster la Real;Velódromos;Espacios deportivos;-;
Almonaster la Real;Otros espacios convencionales;Espacios deportivos;-;
Almonaster la Real;Carriles de bicicleta;Espacios deportivos;-;
Almonaster la Real;Circuitos de velocidad;Espacios deportivos;-;
Almonaster la Real;Campos de golf;Espacios deportivos;-;
Almonaster la Real;Pistas de hípica;Espacios deportivos;-;
Almonaster la Real;Juegos tradicionales y populares;Espacios deportivos;-;
Almonaster la Real;Circuitos de karting;Espacios deportivos;-;
Almonaster la Real;Circuitos de motocross;Espacios deportivos;-;
Almonaster la Real;Rocódromos;Espacios deportivos;-;
Almonaster la Real;Pistas de esquí;Espacios deportivos;-;
Almonaster la Real;Campos de tiro;Espacios deportivos;-;
Almonaster la Real;Otros espacios singulares;Espacios deportivos;-;
Almonaster la Real;Áreas de actividad acuática;Espacios deportivos;-;
Almonaster la Real;Áreas de actividad aérea;Espacios deportivos;-;
Almonaster la Real;Áreas de actividad terrestre;Espacios deportivos;1;
Almonaster la Real;Total;Espacios deportivos;7;
Almonte;Campos de fútbol;Espacios deportivos;7;
Almonte;Espacios pequeños y no reglamentarios;Espacios deportivos;11;
Almonte;Frontones;Espacios deportivos;-;
Almonte;Otros campos;Espacios deportivos;-;
Almonte;Pabellones con frontón y frontones en recinto cerrado;Espacios deportivos;-;
Almonte;Polideportivos;Espacios deportivos;1;
Almonte;Piscinas aire libre;Espacios deportivos;50;
Almonte;Piscinas cubiertas;Espacios deportivos;-;
Almonte;Pistas de atletismo;Espacios deportivos;1;
Almonte;Pistas de padel;Espacios deportivos;-;
Almonte;Pistas de petanca;Espacios deportivos;1;
Almonte;Pistas de squash;Espacios deportivos;-;
Almonte;Pistas de tenis;Espacios deportivos;15;
Almonte;Pistas polideportivas;Espacios deportivos;25;
Almonte;Salas;Espacios deportivos;15;
Almonte;Velódromos;Espacios deportivos;-;
Almonte;Otros espacios convencionales;Espacios deportivos;-;
Almonte;Carriles de bicicleta;Espacios deportivos;2;
Almonte;Circuitos de velocidad;Espacios deportivos;-;
Almonte;Campos de golf;Espacios deportivos;-;
Almonte;Pistas de hípica;Espacios deportivos;2;
Almonte;Juegos tradicionales y populares;Espacios deportivos;-;
Almonte;Circuitos de karting;Espacios deportivos;-;
Almonte;Circuitos de motocross;Espacios deportivos;1;
Almonte;Rocódromos;Espacios deportivos;-;
Almonte;Pistas de esquí;Espacios deportivos;-;
Almonte;Campos de tiro;Espacios deportivos;-;
Almonte;Otros espacios singulares;Espacios deportivos;3;
Almonte;Áreas de actividad acuática;Espacios deportivos;1;
Almonte;Áreas de actividad aérea;Espacios deportivos;-;
Almonte;Áreas de actividad terrestre;Espacios deportivos;3;
Almonte;Total;Espacios deportivos;138;
Alosno;Campos de fútbol;Espacios deportivos;2;
Alosno;Espacios pequeños y no reglamentarios;Espacios deportivos;1;
Alosno;Frontones;Espacios deportivos;-;
Alosno;Otros campos;Espacios deportivos;-;
Alosno;Pabellones con frontón y frontones en recinto cerrado;Espacios deportivos;-;
Alosno;Polideportivos;Espacios deportivos;-;
Alosno;Piscinas aire libre;Espacios deportivos;2;
Alosno;Piscinas cubiertas;Espacios deportivos;-;
Alosno;Pistas de atletismo;Espacios deportivos;-;
Alosno;Pistas de padel;Espacios deportivos;-;
Alosno;Pistas de petanca;Espacios deportivos;-;
Alosno;Pistas de squash;Espacios deportivos;-;
Alosno;Pistas de tenis;Espacios deportivos;-;
Alosno;Pistas polideportivas;Espacios deportivos;7;
Alosno;Salas;Espacios deportivos;-;
Alosno;Velódromos;Espacios deportivos;-;
Alosno;Otros espacios convencionales;Espacios deportivos;-;
Alosno;Carriles de bicicleta;Espacios deportivos;-;
Alosno;Circuitos de velocidad;Espacios deportivos;-;
Alosno;Campos de golf;Espacios deportivos;-;
Alosno;Pistas de hípica;Espacios deportivos;-;
Alosno;Juegos tradicionales y populares;Espacios deportivos;-;
Alosno;Circuitos de karting;Espacios deportivos;-;
Alosno;Circuitos de motocross;Espacios deportivos;-;
Alosno;Rocódromos;Espacios deportivos;-;
Alosno;Pistas de esquí;Espacios deportivos;-;
Alosno;Campos de tiro;Espacios deportivos;-;
Alosno;Otros espacios singulares;Espacios deportivos;-;
Alosno;Áreas de actividad acuática;Espacios deportivos;-;
Alosno;Áreas de actividad aérea;Espacios deportivos;-;
Alosno;Áreas de actividad terrestre;Espacios deportivos;-;
Alosno;Total;Espacios deportivos;12;
Aracena;Campos de fútbol;Espacios deportivos;1;
Aracena;Espacios pequeños y no reglamentarios;Espacios deportivos;1;
Aracena;Frontones;Espacios deportivos;-;
Aracena;Otros campos;Espacios deportivos;1;
Aracena;Pabellones con frontón y frontones en recinto cerrado;Espacios deportivos;-;
Aracena;Polideportivos;Espacios deportivos;3;
Aracena;Piscinas aire libre;Espacios deportivos;3;
Aracena;Piscinas cubiertas;Espacios deportivos;-;
Aracena;Pistas de atletismo;Espacios deportivos;-;
Aracena;Pistas de padel;Espacios deportivos;1;
Aracena;Pistas de petanca;Espacios deportivos;-;
Aracena;Pistas de squash;Espacios deportivos;-;
Aracena;Pistas de tenis;Espacios deportivos;-;
Aracena;Pistas polideportivas;Espacios deportivos;9;
Aracena;Salas;Espacios deportivos;4;
Aracena;Velódromos;Espacios deportivos;-;
Aracena;Otros espacios convencionales;Espacios deportivos;-;
Aracena;Carriles de bicicleta;Espacios deportivos;-;
Aracena;Circuitos de velocidad;Espacios deportivos;-;
Aracena;Campos de golf;Espacios deportivos;-;
Aracena;Pistas de hípica;Espacios deportivos;1;
Aracena;Juegos tradicionales y populares;Espacios deportivos;-;
