Territorio;Tipo de instalación;Medida;Valor;
Palomares del Río;Espacios pequeños y no reglamentarios;Espacios deportivos;-;
Palomares del Río;Frontones;Espacios deportivos;-;
Palomares del Río;Otros campos;Espacios deportivos;-;
Palomares del Río;Pabellones con frontón y frontones en recinto cerrado;Espacios deportivos;-;
Palomares del Río;Polideportivos;Espacios deportivos;-;
Palomares del Río;Piscinas aire libre;Espacios deportivos;2;
Palomares del Río;Piscinas cubiertas;Espacios deportivos;-;
Palomares del Río;Pistas de atletismo;Espacios deportivos;-;
Palomares del Río;Pistas de padel;Espacios deportivos;-;
Palomares del Río;Pistas de petanca;Espacios deportivos;-;
Palomares del Río;Pistas de squash;Espacios deportivos;-;
Palomares del Río;Pistas de tenis;Espacios deportivos;-;
Palomares del Río;Pistas polideportivas;Espacios deportivos;6;
Palomares del Río;Salas;Espacios deportivos;-;
Palomares del Río;Velódromos;Espacios deportivos;-;
Palomares del Río;Otros espacios convencionales;Espacios deportivos;-;
Palomares del Río;Carriles de bicicleta;Espacios deportivos;-;
Palomares del Río;Circuitos de velocidad;Espacios deportivos;-;
Palomares del Río;Campos de golf;Espacios deportivos;-;
Palomares del Río;Pistas de hípica;Espacios deportivos;-;
Palomares del Río;Juegos tradicionales y populares;Espacios deportivos;-;
Palomares del Río;Circuitos de karting;Espacios deportivos;-;
Palomares del Río;Circuitos de motocross;Espacios deportivos;-;
Palomares del Río;Rocódromos;Espacios deportivos;-;
Palomares del Río;Pistas de esquí;Espacios deportivos;-;
Palomares del Río;Campos de tiro;Espacios deportivos;-;
Palomares del Río;Otros espacios singulares;Espacios deportivos;-;
Palomares del Río;Áreas de actividad acuática;Espacios deportivos;-;
Palomares del Río;Áreas de actividad aérea;Espacios deportivos;-;
Palomares del Río;Áreas de actividad terrestre;Espacios deportivos;-;
Palomares del Río;Total;Espacios deportivos;10;
Paradas;Campos de fútbol;Espacios deportivos;1;
Paradas;Espacios pequeños y no reglamentarios;Espacios deportivos;1;
Paradas;Frontones;Espacios deportivos;-;
Paradas;Otros campos;Espacios deportivos;-;
Paradas;Pabellones con frontón y frontones en recinto cerrado;Espacios deportivos;-;
Paradas;Polideportivos;Espacios deportivos;1;
Paradas;Piscinas aire libre;Espacios deportivos;1;
Paradas;Piscinas cubiertas;Espacios deportivos;-;
Paradas;Pistas de atletismo;Espacios deportivos;-;
Paradas;Pistas de padel;Espacios deportivos;-;
Paradas;Pistas de petanca;Espacios deportivos;-;
Paradas;Pistas de squash;Espacios deportivos;-;
Paradas;Pistas de tenis;Espacios deportivos;-;
Paradas;Pistas polideportivas;Espacios deportivos;5;
Paradas;Salas;Espacios deportivos;-;
Paradas;Velódromos;Espacios deportivos;-;
Paradas;Otros espacios convencionales;Espacios deportivos;-;
Paradas;Carriles de bicicleta;Espacios deportivos;-;
Paradas;Circuitos de velocidad;Espacios deportivos;-;
Paradas;Campos de golf;Espacios deportivos;-;
Paradas;Pistas de hípica;Espacios deportivos;-;
Paradas;Juegos tradicionales y populares;Espacios deportivos;-;
Paradas;Circuitos de karting;Espacios deportivos;-;
Paradas;Circuitos de motocross;Espacios deportivos;-;
Paradas;Rocódromos;Espacios deportivos;-;
Paradas;Pistas de esquí;Espacios deportivos;-;
Paradas;Campos de tiro;Espacios deportivos;-;
Paradas;Otros espacios singulares;Espacios deportivos;-;
Paradas;Áreas de actividad acuática;Espacios deportivos;-;
Paradas;Áreas de actividad aérea;Espacios deportivos;-;
Paradas;Áreas de actividad terrestre;Espacios deportivos;-;
Paradas;Total;Espacios deportivos;9;
Pedrera;Campos de fútbol;Espacios deportivos;1;
Pedrera;Espacios pequeños y no reglamentarios;Espacios deportivos;3;
Pedrera;Frontones;Espacios deportivos;-;
Pedrera;Otros campos;Espacios deportivos;-;
Pedrera;Pabellones con frontón y frontones en recinto cerrado;Espacios deportivos;-;
Pedrera;Polideportivos;Espacios deportivos;2;
Pedrera;Piscinas aire libre;Espacios deportivos;3;
Pedrera;Piscinas cubiertas;Espacios deportivos;-;
Pedrera;Pistas de atletismo;Espacios deportivos;-;
Pedrera;Pistas de padel;Espacios deportivos;-;
Pedrera;Pistas de petanca;Espacios deportivos;-;
Pedrera;Pistas de squash;Espacios deportivos;-;
Pedrera;Pistas de tenis;Espacios deportivos;1;
Pedrera;Pistas polideportivas;Espacios deportivos;6;
Pedrera;Salas;Espacios deportivos;1;
Pedrera;Velódromos;Espacios deportivos;-;
Pedrera;Otros espacios convencionales;Espacios deportivos;-;
Pedrera;Carriles de bicicleta;Espacios deportivos;-;
Pedrera;Circuitos de velocidad;Espacios deportivos;-;
Pedrera;Campos de golf;Espacios deportivos;-;
Pedrera;Pistas de hípica;Espacios deportivos;-;
Pedrera;Juegos tradicionales y populares;Espacios deportivos;-;
Pedrera;Circuitos de karting;Espacios deportivos;-;
Pedrera;Circuitos de motocross;Espacios deportivos;-;
Pedrera;Rocódromos;Espacios deportivos;-;
Pedrera;Pistas de esquí;Espacios deportivos;-;
Pedrera;Campos de tiro;Espacios deportivos;-;
Pedrera;Otros espacios singulares;Espacios deportivos;-;
Pedrera;Áreas de actividad acuática;Espacios deportivos;-;
Pedrera;Áreas de actividad aérea;Espacios deportivos;-;
Pedrera;Áreas de actividad terrestre;Espacios deportivos;-;
Pedrera;Total;Espacios deportivos;17;
Peñaflor;Campos de fútbol;Espacios deportivos;1;
Peñaflor;Espacios pequeños y no reglamentarios;Espacios deportivos;1;
Peñaflor;Frontones;Espacios deportivos;-;
Peñaflor;Otros campos;Espacios deportivos;-;
Peñaflor;Pabellones con frontón y frontones en recinto cerrado;Espacios deportivos;-;
Peñaflor;Polideportivos;Espacios deportivos;-;
Peñaflor;Piscinas aire libre;Espacios deportivos;2;
Peñaflor;Piscinas cubiertas;Espacios deportivos;-;
Peñaflor;Pistas de atletismo;Espacios deportivos;-;
Peñaflor;Pistas de padel;Espacios deportivos;-;
Peñaflor;Pistas de petanca;Espacios deportivos;-;
Peñaflor;Pistas de squash;Espacios deportivos;-;
Peñaflor;Pistas de tenis;Espacios deportivos;-;
Peñaflor;Pistas polideportivas;Espacios deportivos;5;
Peñaflor;Salas;Espacios deportivos;-;
Peñaflor;Velódromos;Espacios deportivos;-;
Peñaflor;Otros espacios convencionales;Espacios deportivos;-;
Peñaflor;Carriles de bicicleta;Espacios deportivos;-;
Peñaflor;Circuitos de velocidad;Espacios deportivos;-;
Peñaflor;Campos de golf;Espacios deportivos;-;
Peñaflor;Pistas de hípica;Espacios deportivos;-;
Peñaflor;Juegos tradicionales y populares;Espacios deportivos;-;
Peñaflor;Circuitos de karting;Espacios deportivos;-;
Peñaflor;Circuitos de motocross;Espacios deportivos;-;
Peñaflor;Rocódromos;Espacios deportivos;-;
Peñaflor;Pistas de esquí;Espacios deportivos;-;
Peñaflor;Campos de tiro;Espacios deportivos;-;
Peñaflor;Otros espacios singulares;Espacios deportivos;-;
Peñaflor;Áreas de actividad acuática;Espacios deportivos;-;
Peñaflor;Áreas de actividad aérea;Espacios deportivos;-;
Peñaflor;Áreas de actividad terrestre;Espacios deportivos;-;
Peñaflor;Total;Espacios deportivos;9;
Pilas;Campos de fútbol;Espacios deportivos;3;
Pilas;Espacios pequeños y no reglamentarios;Espacios deportivos;5;
Pilas;Frontones;Espacios deportivos;-;
Pilas;Otros campos;Espacios deportivos;-;
Pilas;Pabellones con frontón y frontones en recinto cerrado;Espacios deportivos;-;
Pilas;Polideportivos;Espacios deportivos;1;
Pilas;Piscinas aire libre;Espacios deportivos;2;
Pilas;Piscinas cubiertas;Espacios deportivos;1;
Pilas;Pistas de atletismo;Espacios deportivos;-;
Pilas;Pistas de padel;Espacios deportivos;-;
Pilas;Pistas de petanca;Espacios deportivos;-;
Pilas;Pistas de squash;Espacios deportivos;-;
Pilas;Pistas de tenis;Espacios deportivos;-;
Pilas;Pistas polideportivas;Espacios deportivos;18;
Pilas;Salas;Espacios deportivos;4;
Pilas;Velódromos;Espacios deportivos;-;
Pilas;Otros espacios convencionales;Espacios deportivos;2;
Pilas;Carriles de bicicleta;Espacios deportivos;-;
Pilas;Circuitos de velocidad;Espacios deportivos;-;
Pilas;Campos de golf;Espacios deportivos;-;
Pilas;Pistas de hípica;Espacios deportivos;-;
Pilas;Juegos tradicionales y populares;Espacios deportivos;-;
Pilas;Circuitos de karting;Espacios deportivos;-;
Pilas;Circuitos de motocross;Espacios deportivos;-;
Pilas;Rocódromos;Espacios deportivos;-;
Pilas;Pistas de esquí;Espacios deportivos;-;
Pilas;Campos de tiro;Espacios deportivos;-;
Pilas;Otros espacios singulares;Espacios deportivos;-;
Pilas;Áreas de actividad acuática;Espacios deportivos;-;
Pilas;Áreas de actividad aérea;Espacios deportivos;-;
Pilas;Áreas de actividad terrestre;Espacios deportivos;-;
Pilas;Total;Espacios deportivos;36;
Pruna;Campos de fútbol;Espacios deportivos;1;
Pruna;Espacios pequeños y no reglamentarios;Espacios deportivos;1;
Pruna;Frontones;Espacios deportivos;-;
Pruna;Otros campos;Espacios deportivos;-;
Pruna;Pabellones con frontón y frontones en recinto cerrado;Espacios deportivos;-;
Pruna;Polideportivos;Espacios deportivos;-;
Pruna;Piscinas aire libre;Espacios deportivos;-;
Pruna;Piscinas cubiertas;Espacios deportivos;-;
Pruna;Pistas de atletismo;Espacios deportivos;-;
Pruna;Pistas de padel;Espacios deportivos;-;
Pruna;Pistas de petanca;Espacios deportivos;-;
Pruna;Pistas de squash;Espacios deportivos;-;
Pruna;Pistas de tenis;Espacios deportivos;-;
Pruna;Pistas polideportivas;Espacios deportivos;2;
Pruna;Salas;Espacios deportivos;1;
Pruna;Velódromos;Espacios deportivos;-;
Pruna;Otros espacios convencionales;Espacios deportivos;-;
Pruna;Carriles de bicicleta;Espacios deportivos;-;
Pruna;Circuitos de velocidad;Espacios deportivos;-;
Pruna;Campos de golf;Espacios deportivos;-;
Pruna;Pistas de hípica;Espacios deportivos;-;
Pruna;Juegos tradicionales y populares;Espacios deportivos;-;
Pruna;Circuitos de karting;Espacios deportivos;-;
Pruna;Circuitos de motocross;Espacios deportivos;-;
Pruna;Rocódromos;Espacios deportivos;-;
Pruna;Pistas de esquí;Espacios deportivos;-;
Pruna;Campos de tiro;Espacios deportivos;-;
Pruna;Otros espacios singulares;Espacios deportivos;-;
Pruna;Áreas de actividad acuática;Espacios deportivos;-;
Pruna;Áreas de actividad aérea;Espacios deportivos;-;
Pruna;Áreas de actividad terrestre;Espacios deportivos;-;
Pruna;Total;Espacios deportivos;5;
Salteras;Campos de fútbol;Espacios deportivos;1;
Salteras;Espacios pequeños y no reglamentarios;Espacios deportivos;2;
Salteras;Frontones;Espacios deportivos;-;
Salteras;Otros campos;Espacios deportivos;-;
Salteras;Pabellones con frontón y frontones en recinto cerrado;Espacios deportivos;-;
Salteras;Polideportivos;Espacios deportivos;-;
Salteras;Piscinas aire libre;Espacios deportivos;4;
Salteras;Piscinas cubiertas;Espacios deportivos;-;
Salteras;Pistas de atletismo;Espacios deportivos;-;
Salteras;Pistas de padel;Espacios deportivos;-;
Salteras;Pistas de petanca;Espacios deportivos;-;
Salteras;Pistas de squash;Espacios deportivos;-;
Salteras;Pistas de tenis;Espacios deportivos;3;
Salteras;Pistas polideportivas;Espacios deportivos;7;
Salteras;Salas;Espacios deportivos;1;
Salteras;Velódromos;Espacios deportivos;-;
Salteras;Otros espacios convencionales;Espacios deportivos;-;
Salteras;Carriles de bicicleta;Espacios deportivos;-;
Salteras;Circuitos de velocidad;Espacios deportivos;-;
Salteras;Campos de golf;Espacios deportivos;-;
Salteras;Pistas de hípica;Espacios deportivos;-;
Salteras;Juegos tradicionales y populares;Espacios deportivos;-;
Salteras;Circuitos de karting;Espacios deportivos;-;
Salteras;Circuitos de motocross;Espacios deportivos;-;
Salteras;Rocódromos;Espacios deportivos;-;
Salteras;Pistas de esquí;Espacios deportivos;-;
Salteras;Campos de tiro;Espacios deportivos;-;
Salteras;Otros espacios singulares;Espacios deportivos;-;
Salteras;Áreas de actividad acuática;Espacios deportivos;-;
Salteras;Áreas de actividad aérea;Espacios deportivos;-;
Salteras;Áreas de actividad terrestre;Espacios deportivos;-;
Salteras;Total;Espacios deportivos;18;
San Juan de Aznalfarache;Campos de fútbol;Espacios deportivos;5;
San Juan de Aznalfarache;Espacios pequeños y no reglamentarios;Espacios deportivos;5;
San Juan de Aznalfarache;Frontones;Espacios deportivos;1;
San Juan de Aznalfarache;Otros campos;Espacios deportivos;-;
San Juan de Aznalfarache;Pabellones con frontón y frontones en recinto cerrado;Espacios deportivos;-;
San Juan de Aznalfarache;Polideportivos;Espacios deportivos;2;
San Juan de Aznalfarache;Piscinas aire libre;Espacios deportivos;5;
San Juan de Aznalfarache;Piscinas cubiertas;Espacios deportivos;2;
San Juan de Aznalfarache;Pistas de atletismo;Espacios deportivos;1;
San Juan de Aznalfarache;Pistas de padel;Espacios deportivos;-;
San Juan de Aznalfarache;Pistas de petanca;Espacios deportivos;1;
San Juan de Aznalfarache;Pistas de squash;Espacios deportivos;-;
San Juan de Aznalfarache;Pistas de tenis;Espacios deportivos;-;
San Juan de Aznalfarache;Pistas polideportivas;Espacios deportivos;22;
San Juan de Aznalfarache;Salas;Espacios deportivos;10;
San Juan de Aznalfarache;Velódromos;Espacios deportivos;-;
San Juan de Aznalfarache;Otros espacios convencionales;Espacios deportivos;-;
San Juan de Aznalfarache;Carriles de bicicleta;Espacios deportivos;-;
San Juan de Aznalfarache;Circuitos de velocidad;Espacios deportivos;-;
San Juan de Aznalfarache;Campos de golf;Espacios deportivos;-;
San Juan de Aznalfarache;Pistas de hípica;Espacios deportivos;-;
San Juan de Aznalfarache;Juegos tradicionales y populares;Espacios deportivos;-;
San Juan de Aznalfarache;Circuitos de karting;Espacios deportivos;-;
San Juan de Aznalfarache;Circuitos de motocross;Espacios deportivos;-;
San Juan de Aznalfarache;Rocódromos;Espacios deportivos;-;
San Juan de Aznalfarache;Pistas de esquí;Espacios deportivos;-;
San Juan de Aznalfarache;Campos de tiro;Espacios deportivos;-;
San Juan de Aznalfarache;Otros espacios singulares;Espacios deportivos;-;
San Juan de Aznalfarache;Áreas de actividad acuática;Espacios deportivos;1;
San Juan de Aznalfarache;Áreas de actividad aérea;Espacios deportivos;-;
San Juan de Aznalfarache;Áreas de actividad terrestre;Espacios deportivos;-;
San Juan de Aznalfarache;Total;Espacios deportivos;55;
San Nicolás del Puerto;Campos de fútbol;Espacios deportivos;1;
San Nicolás del Puerto;Espacios pequeños y no reglamentarios;Espacios deportivos;-;
San Nicolás del Puerto;Frontones;Espacios deportivos;-;
San Nicolás del Puerto;Otros campos;Espacios deportivos;-;
San Nicolás del Puerto;Pabellones con frontón y frontones en recinto cerrado;Espacios deportivos;-;
San Nicolás del Puerto;Polideportivos;Espacios deportivos;-;
San Nicolás del Puerto;Piscinas aire libre;Espacios deportivos;-;
San Nicolás del Puerto;Piscinas cubiertas;Espacios deportivos;-;
San Nicolás del Puerto;Pistas de atletismo;Espacios deportivos;-;
San Nicolás del Puerto;Pistas de padel;Espacios deportivos;-;
San Nicolás del Puerto;Pistas de petanca;Espacios deportivos;-;
San Nicolás del Puerto;Pistas de squash;Espacios deportivos;-;
San Nicolás del Puerto;Pistas de tenis;Espacios deportivos;-;
San Nicolás del Puerto;Pistas polideportivas;Espacios deportivos;3;
San Nicolás del Puerto;Salas;Espacios deportivos;-;
San Nicolás del Puerto;Velódromos;Espacios deportivos;-;
San Nicolás del Puerto;Otros espacios convencionales;Espacios deportivos;-;
San Nicolás del Puerto;Carriles de bicicleta;Espacios deportivos;-;
San Nicolás del Puerto;Circuitos de velocidad;Espacios deportivos;-;
San Nicolás del Puerto;Campos de golf;Espacios deportivos;-;
San Nicolás del Puerto;Pistas de hípica;Espacios deportivos;-;
San Nicolás del Puerto;Juegos tradicionales y populares;Espacios deportivos;-;
San Nicolás del Puerto;Circuitos de karting;Espacios deportivos;-;
San Nicolás del Puerto;Circuitos de motocross;Espacios deportivos;-;
San Nicolás del Puerto;Rocódromos;Espacios deportivos;-;
San Nicolás del Puerto;Pistas de esquí;Espacios deportivos;-;
San Nicolás del Puerto;Campos de tiro;Espacios deportivos;-;
San Nicolás del Puerto;Otros espacios singulares;Espacios deportivos;-;
San Nicolás del Puerto;Áreas de actividad acuática;Espacios deportivos;-;
San Nicolás del Puerto;Áreas de actividad aérea;Espacios deportivos;-;
San Nicolás del Puerto;Áreas de actividad terrestre;Espacios deportivos;3;
San Nicolás del Puerto;Total;Espacios deportivos;7;
Sanlúcar la Mayor;Campos de fútbol;Espacios deportivos;2;
Sanlúcar la Mayor;Espacios pequeños y no reglamentarios;Espacios deportivos;7;
Sanlúcar la Mayor;Frontones;Espacios deportivos;-;
Sanlúcar la Mayor;Otros campos;Espacios deportivos;1;
Sanlúcar la Mayor;Pabellones con frontón y frontones en recinto cerrado;Espacios deportivos;-;
Sanlúcar la Mayor;Polideportivos;Espacios deportivos;1;
Sanlúcar la Mayor;Piscinas aire libre;Espacios deportivos;4;
Sanlúcar la Mayor;Piscinas cubiertas;Espacios deportivos;1;
Sanlúcar la Mayor;Pistas de atletismo;Espacios deportivos;-;
Sanlúcar la Mayor;Pistas de padel;Espacios deportivos;1;
Sanlúcar la Mayor;Pistas de petanca;Espacios deportivos;-;
Sanlúcar la Mayor;Pistas de squash;Espacios deportivos;-;
Sanlúcar la Mayor;Pistas de tenis;Espacios deportivos;2;
Sanlúcar la Mayor;Pistas polideportivas;Espacios deportivos;14;
Sanlúcar la Mayor;Salas;Espacios deportivos;7;
Sanlúcar la Mayor;Velódromos;Espacios deportivos;-;
Sanlúcar la Mayor;Otros espacios convencionales;Espacios deportivos;-;
Sanlúcar la Mayor;Carriles de bicicleta;Espacios deportivos;-;
Sanlúcar la Mayor;Circuitos de velocidad;Espacios deportivos;-;
Sanlúcar la Mayor;Campos de golf;Espacios deportivos;-;
Sanlúcar la Mayor;Pistas de hípica;Espacios deportivos;-;
Sanlúcar la Mayor;Juegos tradicionales y populares;Espacios deportivos;-;
Sanlúcar la Mayor;Circuitos de karting;Espacios deportivos;-;
Sanlúcar la Mayor;Circuitos de motocross;Espacios deportivos;-;
Sanlúcar la Mayor;Rocódromos;Espacios deportivos;-;
Sanlúcar la Mayor;Pistas de esquí;Espacios deportivos;-;
Sanlúcar la Mayor;Campos de tiro;Espacios deportivos;-;
Sanlúcar la Mayor;Otros espacios singulares;Espacios deportivos;1;
Sanlúcar la Mayor;Áreas de actividad acuática;Espacios deportivos;-;
Sanlúcar la Mayor;Áreas de actividad aérea;Espacios deportivos;-;
Sanlúcar la Mayor;Áreas de actividad terrestre;Espacios deportivos;1;
Sanlúcar la Mayor;Total;Espacios deportivos;42;
Santiponce;Campos de fútbol;Espacios deportivos;2;
Santiponce;Espacios pequeños y no reglamentarios;Espacios deportivos;3;
Santiponce;Frontones;Espacios deportivos;-;
Santiponce;Otros campos;Espacios deportivos;-;
Santiponce;Pabellones con frontón y frontones en recinto cerrado;Espacios deportivos;-;
Santiponce;Polideportivos;Espacios deportivos;1;
Santiponce;Piscinas aire libre;Espacios deportivos;1;
Santiponce;Piscinas cubiertas;Espacios deportivos;-;
Santiponce;Pistas de atletismo;Espacios deportivos;-;
Santiponce;Pistas de padel;Espacios deportivos;-;
Santiponce;Pistas de petanca;Espacios deportivos;-;
Santiponce;Pistas de squash;Espacios deportivos;-;
Santiponce;Pistas de tenis;Espacios deportivos;1;
Santiponce;Pistas polideportivas;Espacios deportivos;12;
Santiponce;Salas;Espacios deportivos;3;
Santiponce;Velódromos;Espacios deportivos;-;
Santiponce;Otros espacios convencionales;Espacios deportivos;-;
Santiponce;Carriles de bicicleta;Espacios deportivos;-;
Santiponce;Circuitos de velocidad;Espacios deportivos;-;
Santiponce;Campos de golf;Espacios deportivos;-;
Santiponce;Pistas de hípica;Espacios deportivos;-;
Santiponce;Juegos tradicionales y populares;Espacios deportivos;-;
Santiponce;Circuitos de karting;Espacios deportivos;-;
Santiponce;Circuitos de motocross;Espacios deportivos;-;
Santiponce;Rocódromos;Espacios deportivos;-;
Santiponce;Pistas de esquí;Espacios deportivos;-;
Santiponce;Campos de tiro;Espacios deportivos;-;
Santiponce;Otros espacios singulares;Espacios deportivos;-;
Santiponce;Áreas de actividad acuática;Espacios deportivos;-;
Santiponce;Áreas de actividad aérea;Espacios deportivos;-;
Santiponce;Áreas de actividad terrestre;Espacios deportivos;-;
Santiponce;Total;Espacios deportivos;23;
Sevilla (capital);Campos de fútbol;Espacios deportivos;59;
Sevilla (capital);Espacios pequeños y no reglamentarios;Espacios deportivos;235;
Sevilla (capital);Frontones;Espacios deportivos;11;
Sevilla (capital);Otros campos;Espacios deportivos;67;
Sevilla (capital);Pabellones con frontón y frontones en recinto cerrado;Espacios deportivos;-;
Sevilla (capital);Polideportivos;Espacios deportivos;42;
Sevilla (capital);Piscinas aire libre;Espacios deportivos;213;
Sevilla (capital);Piscinas cubiertas;Espacios deportivos;34;
Sevilla (capital);Pistas de atletismo;Espacios deportivos;5;
Sevilla (capital);Pistas de padel;Espacios deportivos;78;
Sevilla (capital);Pistas de petanca;Espacios deportivos;34;
Sevilla (capital);Pistas de squash;Espacios deportivos;22;
Sevilla (capital);Pistas de tenis;Espacios deportivos;122;
Sevilla (capital);Pistas polideportivas;Espacios deportivos;580;
Sevilla (capital);Salas;Espacios deportivos;350;
Sevilla (capital);Velódromos;Espacios deportivos;-;
Sevilla (capital);Otros espacios convencionales;Espacios deportivos;10;
Sevilla (capital);Carriles de bicicleta;Espacios deportivos;1;
Sevilla (capital);Circuitos de velocidad;Espacios deportivos;-;
Sevilla (capital);Campos de golf;Espacios deportivos;2;
Sevilla (capital);Pistas de hípica;Espacios deportivos;6;
Sevilla (capital);Juegos tradicionales y populares;Espacios deportivos;1;
Sevilla (capital);Circuitos de karting;Espacios deportivos;1;
Sevilla (capital);Circuitos de motocross;Espacios deportivos;-;
Sevilla (capital);Rocódromos;Espacios deportivos;1;
Sevilla (capital);Pistas de esquí;Espacios deportivos;-;
Sevilla (capital);Campos de tiro;Espacios deportivos;-;
Sevilla (capital);Otros espacios singulares;Espacios deportivos;15;
Sevilla (capital);Áreas de actividad acuática;Espacios deportivos;6;
Sevilla (capital);Áreas de actividad aérea;Espacios deportivos;-;
Sevilla (capital);Áreas de actividad terrestre;Espacios deportivos;-;
Sevilla (capital);Total;Espacios deportivos;1895;
Tocina;Campos de fútbol;Espacios deportivos;3;
Tocina;Espacios pequeños y no reglamentarios;Espacios deportivos;1;
Tocina;Frontones;Espacios deportivos;-;
Tocina;Otros campos;Espacios deportivos;-;
Tocina;Pabellones con frontón y frontones en recinto cerrado;Espacios deportivos;-;
Tocina;Polideportivos;Espacios deportivos;1;
Tocina;Piscinas aire libre;Espacios deportivos;1;
Tocina;Piscinas cubiertas;Espacios deportivos;-;
Tocina;Pistas de atletismo;Espacios deportivos;-;
Tocina;Pistas de padel;Espacios deportivos;-;
Tocina;Pistas de petanca;Espacios deportivos;2;
Tocina;Pistas de squash;Espacios deportivos;-;
Tocina;Pistas de tenis;Espacios deportivos;2;
Tocina;Pistas polideportivas;Espacios deportivos;7;
Tocina;Salas;Espacios deportivos;1;
Tocina;Velódromos;Espacios deportivos;-;
Tocina;Otros espacios convencionales;Espacios deportivos;-;
Tocina;Carriles de bicicleta;Espacios deportivos;-;
Tocina;Circuitos de velocidad;Espacios deportivos;-;
Tocina;Campos de golf;Espacios deportivos;-;
Tocina;Pistas de hípica;Espacios deportivos;2;
Tocina;Juegos tradicionales y populares;Espacios deportivos;-;
Tocina;Circuitos de karting;Espacios deportivos;-;
Tocina;Circuitos de motocross;Espacios deportivos;-;
Tocina;Rocódromos;Espacios deportivos;-;
Tocina;Pistas de esquí;Espacios deportivos;-;
Tocina;Campos de tiro;Espacios deportivos;-;
Tocina;Otros espacios singulares;Espacios deportivos;-;
Tocina;Áreas de actividad acuática;Espacios deportivos;-;
Tocina;Áreas de actividad aérea;Espacios deportivos;-;
Tocina;Áreas de actividad terrestre;Espacios deportivos;-;
Tocina;Total;Espacios deportivos;20;
Tomares;Campos de fútbol;Espacios deportivos;2;
Tomares;Espacios pequeños y no reglamentarios;Espacios deportivos;14;
Tomares;Frontones;Espacios deportivos;-;
Tomares;Otros campos;Espacios deportivos;-;
Tomares;Pabellones con frontón y frontones en recinto cerrado;Espacios deportivos;-;
Tomares;Polideportivos;Espacios deportivos;1;
Tomares;Piscinas aire libre;Espacios deportivos;53;
Tomares;Piscinas cubiertas;Espacios deportivos;1;
Tomares;Pistas de atletismo;Espacios deportivos;-;
Tomares;Pistas de padel;Espacios deportivos;23;
Tomares;Pistas de petanca;Espacios deportivos;-;
Tomares;Pistas de squash;Espacios deportivos;-;
Tomares;Pistas de tenis;Espacios deportivos;13;
Tomares;Pistas polideportivas;Espacios deportivos;18;
Tomares;Salas;Espacios deportivos;7;
Tomares;Velódromos;Espacios deportivos;-;
Tomares;Otros espacios convencionales;Espacios deportivos;1;
Tomares;Carriles de bicicleta;Espacios deportivos;-;
Tomares;Circuitos de velocidad;Espacios deportivos;-;
Tomares;Campos de golf;Espacios deportivos;1;
Tomares;Pistas de hípica;Espacios deportivos;4;
Tomares;Juegos tradicionales y populares;Espacios deportivos;-;
Tomares;Circuitos de karting;Espacios deportivos;-;
Tomares;Circuitos de motocross;Espacios deportivos;-;
Tomares;Rocódromos;Espacios deportivos;-;
Tomares;Pistas de esquí;Espacios deportivos;-;
Tomares;Campos de tiro;Espacios deportivos;-;
Tomares;Otros espacios singulares;Espacios deportivos;3;
Tomares;Áreas de actividad acuática;Espacios deportivos;-;
Tomares;Áreas de actividad aérea;Espacios deportivos;-;
Tomares;Áreas de actividad terrestre;Espacios deportivos;-;
Tomares;Total;Espacios deportivos;141;
Umbrete;Campos de fútbol;Espacios deportivos;3;
Umbrete;Espacios pequeños y no reglamentarios;Espacios deportivos;7;
Umbrete;Frontones;Espacios deportivos;-;
Umbrete;Otros campos;Espacios deportivos;-;
Umbrete;Pabellones con frontón y frontones en recinto cerrado;Espacios deportivos;-;
Umbrete;Polideportivos;Espacios deportivos;-;
Umbrete;Piscinas aire libre;Espacios deportivos;4;
Umbrete;Piscinas cubiertas;Espacios deportivos;-;
Umbrete;Pistas de atletismo;Espacios deportivos;-;
Umbrete;Pistas de padel;Espacios deportivos;1;
Umbrete;Pistas de petanca;Espacios deportivos;-;
Umbrete;Pistas de squash;Espacios deportivos;-;
Umbrete;Pistas de tenis;Espacios deportivos;1;
Umbrete;Pistas polideportivas;Espacios deportivos;11;
Umbrete;Salas;Espacios deportivos;1;
Umbrete;Velódromos;Espacios deportivos;-;
Umbrete;Otros espacios convencionales;Espacios deportivos;-;
Umbrete;Carriles de bicicleta;Espacios deportivos;-;
Umbrete;Circuitos de velocidad;Espacios deportivos;-;
Umbrete;Campos de golf;Espacios deportivos;-;
Umbrete;Pistas de hípica;Espacios deportivos;-;
Umbrete;Juegos tradicionales y populares;Espacios deportivos;-;
Umbrete;Circuitos de karting;Espacios deportivos;-;
Umbrete;Circuitos de motocross;Espacios deportivos;-;
Umbrete;Rocódromos;Espacios deportivos;-;
Umbrete;Pistas de esquí;Espacios deportivos;-;
Umbrete;Campos de tiro;Espacios deportivos;-;
Umbrete;Otros espacios singulares;Espacios deportivos;-;
Umbrete;Áreas de actividad acuática;Espacios deportivos;-;
Umbrete;Áreas de actividad aérea;Espacios deportivos;-;
Umbrete;Áreas de actividad terrestre;Espacios deportivos;-;
Umbrete;Total;Espacios deportivos;28;
Utrera;Campos de fútbol;Espacios deportivos;9;
Utrera;Espacios pequeños y no reglamentarios;Espacios deportivos;12;
Utrera;Frontones;Espacios deportivos;-;
Utrera;Otros campos;Espacios deportivos;2;
