Territorio;Actividad;Medida;Valor;
Fines;TOTAL;Establecimientos;239;
Fiñana;Agricultura, ganadería, silvicultura y pesca;Establecimientos;26;
Fiñana;Industria, energía, agua y gestión de residuos;Establecimientos;15;
Fiñana;Construcción;Establecimientos;9;
Fiñana;Comercio;Establecimientos;42;
Fiñana;Transporte y almacenamiento;Establecimientos;5;
Fiñana;Hostelería;Establecimientos;10;
Fiñana;Información y comunicaciones;Establecimientos;1;
Fiñana;Banca y seguros;Establecimientos;7;
Fiñana;Administración pública, educación y sanidad;Establecimientos;10;
Fiñana;Actividades inmobiliarias, profesionales, auxiliares, artísticas y otros servicios;Establecimientos;12;
Fiñana;TOTAL;Establecimientos;137;
Fondón;Agricultura, ganadería, silvicultura y pesca;Establecimientos;21;
Fondón;Industria, energía, agua y gestión de residuos;Establecimientos;13;
Fondón;Construcción;Establecimientos;11;
Fondón;Comercio;Establecimientos;9;
Fondón;Transporte y almacenamiento;Establecimientos;1;
Fondón;Hostelería;Establecimientos;12;
Fondón;Información y comunicaciones;Establecimientos;-;
Fondón;Banca y seguros;Establecimientos;5;
Fondón;Administración pública, educación y sanidad;Establecimientos;11;
Fondón;Actividades inmobiliarias, profesionales, auxiliares, artísticas y otros servicios;Establecimientos;7;
Fondón;TOTAL;Establecimientos;90;
Gádor;Agricultura, ganadería, silvicultura y pesca;Establecimientos;29;
Gádor;Industria, energía, agua y gestión de residuos;Establecimientos;14;
Gádor;Construcción;Establecimientos;18;
Gádor;Comercio;Establecimientos;37;
Gádor;Transporte y almacenamiento;Establecimientos;13;
Gádor;Hostelería;Establecimientos;10;
Gádor;Información y comunicaciones;Establecimientos;-;
Gádor;Banca y seguros;Establecimientos;5;
Gádor;Administración pública, educación y sanidad;Establecimientos;11;
Gádor;Actividades inmobiliarias, profesionales, auxiliares, artísticas y otros servicios;Establecimientos;35;
Gádor;TOTAL;Establecimientos;172;
Garrucha;Agricultura, ganadería, silvicultura y pesca;Establecimientos;22;
Garrucha;Industria, energía, agua y gestión de residuos;Establecimientos;14;
Garrucha;Construcción;Establecimientos;78;
Garrucha;Comercio;Establecimientos;188;
Garrucha;Transporte y almacenamiento;Establecimientos;53;
Garrucha;Hostelería;Establecimientos;75;
Garrucha;Información y comunicaciones;Establecimientos;7;
Garrucha;Banca y seguros;Establecimientos;14;
Garrucha;Administración pública, educación y sanidad;Establecimientos;47;
Garrucha;Actividades inmobiliarias, profesionales, auxiliares, artísticas y otros servicios;Establecimientos;191;
Garrucha;TOTAL;Establecimientos;689;
Gérgal;Agricultura, ganadería, silvicultura y pesca;Establecimientos;38;
Gérgal;Industria, energía, agua y gestión de residuos;Establecimientos;5;
Gérgal;Construcción;Establecimientos;5;
Gérgal;Comercio;Establecimientos;13;
Gérgal;Transporte y almacenamiento;Establecimientos;6;
Gérgal;Hostelería;Establecimientos;8;
Gérgal;Información y comunicaciones;Establecimientos;1;
Gérgal;Banca y seguros;Establecimientos;5;
Gérgal;Administración pública, educación y sanidad;Establecimientos;8;
Gérgal;Actividades inmobiliarias, profesionales, auxiliares, artísticas y otros servicios;Establecimientos;14;
Gérgal;TOTAL;Establecimientos;103;
Huécija;Agricultura, ganadería, silvicultura y pesca;Establecimientos;20;
Huécija;Industria, energía, agua y gestión de residuos;Establecimientos;6;
Huécija;Construcción;Establecimientos;5;
Huécija;Comercio;Establecimientos;5;
Huécija;Transporte y almacenamiento;Establecimientos;1;
Huécija;Hostelería;Establecimientos;2;
Huécija;Información y comunicaciones;Establecimientos;2;
Huécija;Banca y seguros;Establecimientos;1;
Huécija;Administración pública, educación y sanidad;Establecimientos;3;
Huécija;Actividades inmobiliarias, profesionales, auxiliares, artísticas y otros servicios;Establecimientos;7;
Huécija;TOTAL;Establecimientos;52;
Huércal de Almería;Agricultura, ganadería, silvicultura y pesca;Establecimientos;46;
Huércal de Almería;Industria, energía, agua y gestión de residuos;Establecimientos;121;
Huércal de Almería;Construcción;Establecimientos;182;
Huércal de Almería;Comercio;Establecimientos;470;
Huércal de Almería;Transporte y almacenamiento;Establecimientos;117;
Huércal de Almería;Hostelería;Establecimientos;93;
Huércal de Almería;Información y comunicaciones;Establecimientos;24;
Huércal de Almería;Banca y seguros;Establecimientos;34;
Huércal de Almería;Administración pública, educación y sanidad;Establecimientos;108;
Huércal de Almería;Actividades inmobiliarias, profesionales, auxiliares, artísticas y otros servicios;Establecimientos;339;
Huércal de Almería;TOTAL;Establecimientos;1534;
Huércal-Overa;Agricultura, ganadería, silvicultura y pesca;Establecimientos;280;
Huércal-Overa;Industria, energía, agua y gestión de residuos;Establecimientos;54;
Huércal-Overa;Construcción;Establecimientos;168;
Huércal-Overa;Comercio;Establecimientos;356;
Huércal-Overa;Transporte y almacenamiento;Establecimientos;108;
Huércal-Overa;Hostelería;Establecimientos;110;
Huércal-Overa;Información y comunicaciones;Establecimientos;7;
Huércal-Overa;Banca y seguros;Establecimientos;44;
Huércal-Overa;Administración pública, educación y sanidad;Establecimientos;134;
Huércal-Overa;Actividades inmobiliarias, profesionales, auxiliares, artísticas y otros servicios;Establecimientos;304;
Huércal-Overa;TOTAL;Establecimientos;1565;
Íllar;Agricultura, ganadería, silvicultura y pesca;Establecimientos;8;
Íllar;Industria, energía, agua y gestión de residuos;Establecimientos;-;
Íllar;Construcción;Establecimientos;2;
Íllar;Comercio;Establecimientos;3;
Íllar;Transporte y almacenamiento;Establecimientos;1;
Íllar;Hostelería;Establecimientos;2;
Íllar;Información y comunicaciones;Establecimientos;-;
Íllar;Banca y seguros;Establecimientos;1;
Íllar;Administración pública, educación y sanidad;Establecimientos;6;
Íllar;Actividades inmobiliarias, profesionales, auxiliares, artísticas y otros servicios;Establecimientos;6;
Íllar;TOTAL;Establecimientos;29;
Instinción;Agricultura, ganadería, silvicultura y pesca;Establecimientos;12;
Instinción;Industria, energía, agua y gestión de residuos;Establecimientos;4;
Instinción;Construcción;Establecimientos;5;
Instinción;Comercio;Establecimientos;7;
Instinción;Transporte y almacenamiento;Establecimientos;-;
Instinción;Hostelería;Establecimientos;3;
Instinción;Información y comunicaciones;Establecimientos;-;
Instinción;Banca y seguros;Establecimientos;2;
Instinción;Administración pública, educación y sanidad;Establecimientos;5;
Instinción;Actividades inmobiliarias, profesionales, auxiliares, artísticas y otros servicios;Establecimientos;5;
Instinción;TOTAL;Establecimientos;43;
La Mojonera;Agricultura, ganadería, silvicultura y pesca;Establecimientos;1245;
La Mojonera;Industria, energía, agua y gestión de residuos;Establecimientos;66;
La Mojonera;Construcción;Establecimientos;53;
La Mojonera;Comercio;Establecimientos;222;
La Mojonera;Transporte y almacenamiento;Establecimientos;35;
La Mojonera;Hostelería;Establecimientos;48;
La Mojonera;Información y comunicaciones;Establecimientos;4;
La Mojonera;Banca y seguros;Establecimientos;13;
La Mojonera;Administración pública, educación y sanidad;Establecimientos;35;
La Mojonera;Actividades inmobiliarias, profesionales, auxiliares, artísticas y otros servicios;Establecimientos;101;
La Mojonera;TOTAL;Establecimientos;1822;
Laroya;Agricultura, ganadería, silvicultura y pesca;Establecimientos;-;
Laroya;Industria, energía, agua y gestión de residuos;Establecimientos;2;
Laroya;Construcción;Establecimientos;-;
Laroya;Comercio;Establecimientos;2;
Laroya;Transporte y almacenamiento;Establecimientos;1;
Laroya;Hostelería;Establecimientos;3;
Laroya;Información y comunicaciones;Establecimientos;-;
Laroya;Banca y seguros;Establecimientos;-;
Laroya;Administración pública, educación y sanidad;Establecimientos;1;
Laroya;Actividades inmobiliarias, profesionales, auxiliares, artísticas y otros servicios;Establecimientos;1;
Laroya;TOTAL;Establecimientos;10;
Las Tres Villas;Agricultura, ganadería, silvicultura y pesca;Establecimientos;15;
Las Tres Villas;Industria, energía, agua y gestión de residuos;Establecimientos;3;
Las Tres Villas;Construcción;Establecimientos;4;
Las Tres Villas;Comercio;Establecimientos;3;
Las Tres Villas;Transporte y almacenamiento;Establecimientos;1;
Las Tres Villas;Hostelería;Establecimientos;3;
Las Tres Villas;Información y comunicaciones;Establecimientos;-;
Las Tres Villas;Banca y seguros;Establecimientos;-;
Las Tres Villas;Administración pública, educación y sanidad;Establecimientos;5;
Las Tres Villas;Actividades inmobiliarias, profesionales, auxiliares, artísticas y otros servicios;Establecimientos;4;
Las Tres Villas;TOTAL;Establecimientos;38;
Laujar de Andarax;Agricultura, ganadería, silvicultura y pesca;Establecimientos;41;
Laujar de Andarax;Industria, energía, agua y gestión de residuos;Establecimientos;9;
Laujar de Andarax;Construcción;Establecimientos;28;
Laujar de Andarax;Comercio;Establecimientos;43;
Laujar de Andarax;Transporte y almacenamiento;Establecimientos;3;
Laujar de Andarax;Hostelería;Establecimientos;19;
Laujar de Andarax;Información y comunicaciones;Establecimientos;2;
Laujar de Andarax;Banca y seguros;Establecimientos;4;
Laujar de Andarax;Administración pública, educación y sanidad;Establecimientos;12;
Laujar de Andarax;Actividades inmobiliarias, profesionales, auxiliares, artísticas y otros servicios;Establecimientos;24;
Laujar de Andarax;TOTAL;Establecimientos;185;
Líjar;Agricultura, ganadería, silvicultura y pesca;Establecimientos;2;
Líjar;Industria, energía, agua y gestión de residuos;Establecimientos;4;
Líjar;Construcción;Establecimientos;3;
Líjar;Comercio;Establecimientos;3;
Líjar;Transporte y almacenamiento;Establecimientos;2;
Líjar;Hostelería;Establecimientos;1;
Líjar;Información y comunicaciones;Establecimientos;-;
Líjar;Banca y seguros;Establecimientos;3;
Líjar;Administración pública, educación y sanidad;Establecimientos;2;
Líjar;Actividades inmobiliarias, profesionales, auxiliares, artísticas y otros servicios;Establecimientos;-;
Líjar;TOTAL;Establecimientos;20;
Los Gallardos;Agricultura, ganadería, silvicultura y pesca;Establecimientos;25;
Los Gallardos;Industria, energía, agua y gestión de residuos;Establecimientos;12;
Los Gallardos;Construcción;Establecimientos;38;
Los Gallardos;Comercio;Establecimientos;45;
Los Gallardos;Transporte y almacenamiento;Establecimientos;43;
Los Gallardos;Hostelería;Establecimientos;15;
Los Gallardos;Información y comunicaciones;Establecimientos;-;
Los Gallardos;Banca y seguros;Establecimientos;6;
Los Gallardos;Administración pública, educación y sanidad;Establecimientos;18;
Los Gallardos;Actividades inmobiliarias, profesionales, auxiliares, artísticas y otros servicios;Establecimientos;46;
Los Gallardos;TOTAL;Establecimientos;248;
Lubrín;Agricultura, ganadería, silvicultura y pesca;Establecimientos;37;
Lubrín;Industria, energía, agua y gestión de residuos;Establecimientos;8;
Lubrín;Construcción;Establecimientos;17;
Lubrín;Comercio;Establecimientos;18;
Lubrín;Transporte y almacenamiento;Establecimientos;3;
Lubrín;Hostelería;Establecimientos;8;
Lubrín;Información y comunicaciones;Establecimientos;-;
Lubrín;Banca y seguros;Establecimientos;4;
Lubrín;Administración pública, educación y sanidad;Establecimientos;14;
Lubrín;Actividades inmobiliarias, profesionales, auxiliares, artísticas y otros servicios;Establecimientos;13;
Lubrín;TOTAL;Establecimientos;122;
Lucainena de las Torres;Agricultura, ganadería, silvicultura y pesca;Establecimientos;54;
Lucainena de las Torres;Industria, energía, agua y gestión de residuos;Establecimientos;3;
Lucainena de las Torres;Construcción;Establecimientos;6;
Lucainena de las Torres;Comercio;Establecimientos;3;
Lucainena de las Torres;Transporte y almacenamiento;Establecimientos;2;
Lucainena de las Torres;Hostelería;Establecimientos;4;
Lucainena de las Torres;Información y comunicaciones;Establecimientos;-;
Lucainena de las Torres;Banca y seguros;Establecimientos;1;
Lucainena de las Torres;Administración pública, educación y sanidad;Establecimientos;8;
Lucainena de las Torres;Actividades inmobiliarias, profesionales, auxiliares, artísticas y otros servicios;Establecimientos;6;
Lucainena de las Torres;TOTAL;Establecimientos;87;
Lúcar;Agricultura, ganadería, silvicultura y pesca;Establecimientos;19;
Lúcar;Industria, energía, agua y gestión de residuos;Establecimientos;4;
Lúcar;Construcción;Establecimientos;7;
Lúcar;Comercio;Establecimientos;11;
Lúcar;Transporte y almacenamiento;Establecimientos;-;
Lúcar;Hostelería;Establecimientos;4;
Lúcar;Información y comunicaciones;Establecimientos;3;
Lúcar;Banca y seguros;Establecimientos;-;
Lúcar;Administración pública, educación y sanidad;Establecimientos;6;
Lúcar;Actividades inmobiliarias, profesionales, auxiliares, artísticas y otros servicios;Establecimientos;3;
Lúcar;TOTAL;Establecimientos;57;
Macael;Agricultura, ganadería, silvicultura y pesca;Establecimientos;7;
Macael;Industria, energía, agua y gestión de residuos;Establecimientos;123;
Macael;Construcción;Establecimientos;37;
Macael;Comercio;Establecimientos;140;
Macael;Transporte y almacenamiento;Establecimientos;21;
Macael;Hostelería;Establecimientos;33;
Macael;Información y comunicaciones;Establecimientos;2;
Macael;Banca y seguros;Establecimientos;10;
Macael;Administración pública, educación y sanidad;Establecimientos;25;
Macael;Actividades inmobiliarias, profesionales, auxiliares, artísticas y otros servicios;Establecimientos;87;
Macael;TOTAL;Establecimientos;485;
María;Agricultura, ganadería, silvicultura y pesca;Establecimientos;92;
María;Industria, energía, agua y gestión de residuos;Establecimientos;6;
María;Construcción;Establecimientos;12;
María;Comercio;Establecimientos;24;
María;Transporte y almacenamiento;Establecimientos;2;
María;Hostelería;Establecimientos;13;
María;Información y comunicaciones;Establecimientos;-;
María;Banca y seguros;Establecimientos;5;
María;Administración pública, educación y sanidad;Establecimientos;8;
María;Actividades inmobiliarias, profesionales, auxiliares, artísticas y otros servicios;Establecimientos;12;
María;TOTAL;Establecimientos;174;
Mojácar;Agricultura, ganadería, silvicultura y pesca;Establecimientos;11;
Mojácar;Industria, energía, agua y gestión de residuos;Establecimientos;18;
Mojácar;Construcción;Establecimientos;115;
Mojácar;Comercio;Establecimientos;172;
Mojácar;Transporte y almacenamiento;Establecimientos;27;
Mojácar;Hostelería;Establecimientos;198;
Mojácar;Información y comunicaciones;Establecimientos;17;
Mojácar;Banca y seguros;Establecimientos;34;
Mojácar;Administración pública, educación y sanidad;Establecimientos;53;
Mojácar;Actividades inmobiliarias, profesionales, auxiliares, artísticas y otros servicios;Establecimientos;309;
