Territorio;Nivel educativo;Medida;Valor;
Purchena;Infantil 2º ciclo;Número de centros;1;
Purchena;Primaria;Número de centros;1;
Purchena;Educación especial;Número de centros;-;
Purchena;E.S.O.;Número de centros;1;
Purchena;Bachillerato;Número de centros;-;
Purchena;Cursos acceso a otros niveles;Número de centros;-;
Purchena;Formación Profesional Básica;Número de centros;-;
Purchena;C. F. Grado Medio;Número de centros;-;
Purchena;C. F. Grado Superior;Número de centros;-;
Purchena;Enseñanzas de Régimen Especial;Número de centros;-;
Rioja;Infantil 1º ciclo;Número de centros;1;
Rioja;Infantil 2º ciclo;Número de centros;1;
Rioja;Primaria;Número de centros;1;
Rioja;Educación especial;Número de centros;-;
Rioja;E.S.O.;Número de centros;1;
Rioja;Bachillerato;Número de centros;-;
Rioja;Cursos acceso a otros niveles;Número de centros;-;
Rioja;Formación Profesional Básica;Número de centros;-;
Rioja;C. F. Grado Medio;Número de centros;-;
Rioja;C. F. Grado Superior;Número de centros;-;
Rioja;Enseñanzas de Régimen Especial;Número de centros;-;
Roquetas de Mar;Infantil 1º ciclo;Número de centros;3;
Roquetas de Mar;Infantil 2º ciclo;Número de centros;18;
Roquetas de Mar;Primaria;Número de centros;18;
Roquetas de Mar;Educación especial;Número de centros;21;
Roquetas de Mar;E.S.O.;Número de centros;11;
Roquetas de Mar;Bachillerato;Número de centros;7;
Roquetas de Mar;Cursos acceso a otros niveles;Número de centros;-;
Roquetas de Mar;Formación Profesional Básica;Número de centros;4;
Roquetas de Mar;C. F. Grado Medio;Número de centros;2;
Roquetas de Mar;C. F. Grado Superior;Número de centros;3;
Roquetas de Mar;Enseñanzas de Régimen Especial;Número de centros;3;
Serón;Infantil 1º ciclo;Número de centros;1;
Serón;Infantil 2º ciclo;Número de centros;1;
Serón;Primaria;Número de centros;1;
Serón;Educación especial;Número de centros;-;
Serón;E.S.O.;Número de centros;1;
Serón;Bachillerato;Número de centros;-;
Serón;Cursos acceso a otros niveles;Número de centros;-;
Serón;Formación Profesional Básica;Número de centros;-;
Serón;C. F. Grado Medio;Número de centros;-;
Serón;C. F. Grado Superior;Número de centros;-;
Serón;Enseñanzas de Régimen Especial;Número de centros;-;
Sorbas;Infantil 1º ciclo;Número de centros;1;
Sorbas;Infantil 2º ciclo;Número de centros;2;
Sorbas;Primaria;Número de centros;2;
Sorbas;Educación especial;Número de centros;-;
Sorbas;E.S.O.;Número de centros;1;
Sorbas;Bachillerato;Número de centros;-;
Sorbas;Cursos acceso a otros niveles;Número de centros;-;
Sorbas;Formación Profesional Básica;Número de centros;-;
Sorbas;C. F. Grado Medio;Número de centros;1;
Sorbas;C. F. Grado Superior;Número de centros;-;
Sorbas;Enseñanzas de Régimen Especial;Número de centros;-;
Suflí;Infantil 1º ciclo;Número de centros;-;
Suflí;Infantil 2º ciclo;Número de centros;1;
Suflí;Primaria;Número de centros;1;
Suflí;Educación especial;Número de centros;-;
Suflí;E.S.O.;Número de centros;-;
Suflí;Bachillerato;Número de centros;-;
Suflí;Cursos acceso a otros niveles;Número de centros;-;
Suflí;Formación Profesional Básica;Número de centros;-;
Suflí;C. F. Grado Medio;Número de centros;-;
Suflí;C. F. Grado Superior;Número de centros;-;
Suflí;Enseñanzas de Régimen Especial;Número de centros;-;
Tabernas;Infantil 1º ciclo;Número de centros;1;
Tabernas;Infantil 2º ciclo;Número de centros;1;
Tabernas;Primaria;Número de centros;1;
Tabernas;Educación especial;Número de centros;-;
Tabernas;E.S.O.;Número de centros;1;
Tabernas;Bachillerato;Número de centros;-;
Tabernas;Cursos acceso a otros niveles;Número de centros;-;
Tabernas;Formación Profesional Básica;Número de centros;-;
Tabernas;C. F. Grado Medio;Número de centros;-;
Tabernas;C. F. Grado Superior;Número de centros;-;
Tabernas;Enseñanzas de Régimen Especial;Número de centros;-;
Taberno;Infantil 1º ciclo;Número de centros;-;
Taberno;Infantil 2º ciclo;Número de centros;1;
Taberno;Primaria;Número de centros;1;
Taberno;Educación especial;Número de centros;-;
Taberno;E.S.O.;Número de centros;1;
Taberno;Bachillerato;Número de centros;-;
Taberno;Cursos acceso a otros niveles;Número de centros;-;
Taberno;Formación Profesional Básica;Número de centros;-;
Taberno;C. F. Grado Medio;Número de centros;-;
Taberno;C. F. Grado Superior;Número de centros;-;
Taberno;Enseñanzas de Régimen Especial;Número de centros;-;
Tíjola;Infantil 1º ciclo;Número de centros;1;
Tíjola;Infantil 2º ciclo;Número de centros;1;
Tíjola;Primaria;Número de centros;1;
Tíjola;Educación especial;Número de centros;1;
Tíjola;E.S.O.;Número de centros;1;
Tíjola;Bachillerato;Número de centros;1;
Tíjola;Cursos acceso a otros niveles;Número de centros;-;
Tíjola;Formación Profesional Básica;Número de centros;1;
Tíjola;C. F. Grado Medio;Número de centros;1;
Tíjola;C. F. Grado Superior;Número de centros;1;
Tíjola;Enseñanzas de Régimen Especial;Número de centros;-;
Turre;Infantil 1º ciclo;Número de centros;1;
Turre;Infantil 2º ciclo;Número de centros;1;
Turre;Primaria;Número de centros;1;
Turre;Educación especial;Número de centros;1;
Turre;E.S.O.;Número de centros;1;
Turre;Bachillerato;Número de centros;-;
Turre;Cursos acceso a otros niveles;Número de centros;-;
Turre;Formación Profesional Básica;Número de centros;-;
Turre;C. F. Grado Medio;Número de centros;-;
Turre;C. F. Grado Superior;Número de centros;-;
Turre;Enseñanzas de Régimen Especial;Número de centros;-;
Uleila del Campo;Infantil 1º ciclo;Número de centros;1;
Uleila del Campo;Infantil 2º ciclo;Número de centros;1;
Uleila del Campo;Primaria;Número de centros;1;
Uleila del Campo;Educación especial;Número de centros;-;
Uleila del Campo;E.S.O.;Número de centros;1;
Uleila del Campo;Bachillerato;Número de centros;-;
Uleila del Campo;Cursos acceso a otros niveles;Número de centros;-;
Uleila del Campo;Formación Profesional Básica;Número de centros;-;
Uleila del Campo;C. F. Grado Medio;Número de centros;-;
Uleila del Campo;C. F. Grado Superior;Número de centros;-;
Uleila del Campo;Enseñanzas de Régimen Especial;Número de centros;-;
Vélez-Blanco;Infantil 1º ciclo;Número de centros;-;
Vélez-Blanco;Infantil 2º ciclo;Número de centros;2;
Vélez-Blanco;Primaria;Número de centros;2;
Vélez-Blanco;Educación especial;Número de centros;-;
Vélez-Blanco;E.S.O.;Número de centros;1;
Vélez-Blanco;Bachillerato;Número de centros;-;
Vélez-Blanco;Cursos acceso a otros niveles;Número de centros;-;
Vélez-Blanco;Formación Profesional Básica;Número de centros;-;
Vélez-Blanco;C. F. Grado Medio;Número de centros;-;
Vélez-Blanco;C. F. Grado Superior;Número de centros;-;
Vélez-Blanco;Enseñanzas de Régimen Especial;Número de centros;-;
Vélez-Rubio;Infantil 1º ciclo;Número de centros;1;
Vélez-Rubio;Infantil 2º ciclo;Número de centros;2;
Vélez-Rubio;Primaria;Número de centros;2;
Vélez-Rubio;Educación especial;Número de centros;1;
Vélez-Rubio;E.S.O.;Número de centros;2;
Vélez-Rubio;Bachillerato;Número de centros;1;
Vélez-Rubio;Cursos acceso a otros niveles;Número de centros;-;
Vélez-Rubio;Formación Profesional Básica;Número de centros;1;
Vélez-Rubio;C. F. Grado Medio;Número de centros;1;
Vélez-Rubio;C. F. Grado Superior;Número de centros;1;
Vélez-Rubio;Enseñanzas de Régimen Especial;Número de centros;2;
Vera;Infantil 1º ciclo;Número de centros;1;
Vera;Infantil 2º ciclo;Número de centros;3;
Vera;Primaria;Número de centros;3;
Vera;Educación especial;Número de centros;3;
Vera;E.S.O.;Número de centros;2;
Vera;Bachillerato;Número de centros;2;
Vera;Cursos acceso a otros niveles;Número de centros;-;
Vera;Formación Profesional Básica;Número de centros;1;
Vera;C. F. Grado Medio;Número de centros;1;
Vera;C. F. Grado Superior;Número de centros;1;
Vera;Enseñanzas de Régimen Especial;Número de centros;1;
Viator;Infantil 1º ciclo;Número de centros;2;
Viator;Infantil 2º ciclo;Número de centros;2;
Viator;Primaria;Número de centros;2;
Viator;Educación especial;Número de centros;1;
Viator;E.S.O.;Número de centros;1;
Viator;Bachillerato;Número de centros;-;
Viator;Cursos acceso a otros niveles;Número de centros;-;
Viator;Formación Profesional Básica;Número de centros;-;
Viator;C. F. Grado Medio;Número de centros;-;
Viator;C. F. Grado Superior;Número de centros;-;
Viator;Enseñanzas de Régimen Especial;Número de centros;-;
Vícar;Infantil 1º ciclo;Número de centros;4;
Vícar;Infantil 2º ciclo;Número de centros;9;
Vícar;Primaria;Número de centros;9;
Vícar;Educación especial;Número de centros;4;
Vícar;E.S.O.;Número de centros;5;
Vícar;Bachillerato;Número de centros;2;
Vícar;Cursos acceso a otros niveles;Número de centros;-;
Vícar;Formación Profesional Básica;Número de centros;2;
Vícar;C. F. Grado Medio;Número de centros;1;
Vícar;C. F. Grado Superior;Número de centros;2;
Vícar;Enseñanzas de Régimen Especial;Número de centros;1;
Zurgena;Infantil 1º ciclo;Número de centros;1;
Zurgena;Infantil 2º ciclo;Número de centros;2;
Zurgena;Primaria;Número de centros;2;
Zurgena;Educación especial;Número de centros;-;
Zurgena;E.S.O.;Número de centros;1;
Zurgena;Bachillerato;Número de centros;-;
Zurgena;Cursos acceso a otros niveles;Número de centros;-;
Zurgena;Formación Profesional Básica;Número de centros;-;
Zurgena;C. F. Grado Medio;Número de centros;-;
Zurgena;C. F. Grado Superior;Número de centros;-;
Zurgena;Enseñanzas de Régimen Especial;Número de centros;-;
Alcalá de los Gazules;Infantil 1º ciclo;Número de centros;1;
Alcalá de los Gazules;Infantil 2º ciclo;Número de centros;1;
Alcalá de los Gazules;Primaria;Número de centros;1;
Alcalá de los Gazules;Educación especial;Número de centros;2;
Alcalá de los Gazules;E.S.O.;Número de centros;1;
Alcalá de los Gazules;Bachillerato;Número de centros;1;
Alcalá de los Gazules;Cursos acceso a otros niveles;Número de centros;-;
Alcalá de los Gazules;Formación Profesional Básica;Número de centros;-;
Alcalá de los Gazules;C. F. Grado Medio;Número de centros;1;
Alcalá de los Gazules;C. F. Grado Superior;Número de centros;-;
Alcalá de los Gazules;Enseñanzas de Régimen Especial;Número de centros;-;
Alcalá del Valle;Infantil 1º ciclo;Número de centros;1;
Alcalá del Valle;Infantil 2º ciclo;Número de centros;2;
Alcalá del Valle;Primaria;Número de centros;2;
Alcalá del Valle;Educación especial;Número de centros;2;
Alcalá del Valle;E.S.O.;Número de centros;1;
Alcalá del Valle;Bachillerato;Número de centros;1;
Alcalá del Valle;Cursos acceso a otros niveles;Número de centros;-;
Alcalá del Valle;Formación Profesional Básica;Número de centros;1;
Alcalá del Valle;C. F. Grado Medio;Número de centros;1;
Alcalá del Valle;C. F. Grado Superior;Número de centros;-;
Alcalá del Valle;Enseñanzas de Régimen Especial;Número de centros;-;
Algar;Infantil 1º ciclo;Número de centros;1;
Algar;Infantil 2º ciclo;Número de centros;1;
Algar;Primaria;Número de centros;1;
Algar;Educación especial;Número de centros;-;
Algar;E.S.O.;Número de centros;-;
Algar;Bachillerato;Número de centros;-;
Algar;Cursos acceso a otros niveles;Número de centros;-;
Algar;Formación Profesional Básica;Número de centros;-;
Algar;C. F. Grado Medio;Número de centros;-;
Algar;C. F. Grado Superior;Número de centros;-;
Algar;Enseñanzas de Régimen Especial;Número de centros;-;
Algeciras;Infantil 1º ciclo;Número de centros;5;
Algeciras;Infantil 2º ciclo;Número de centros;22;
Algeciras;Primaria;Número de centros;21;
Algeciras;Educación especial;Número de centros;14;
Algeciras;E.S.O.;Número de centros;12;
Algeciras;Bachillerato;Número de centros;8;
Algeciras;Cursos acceso a otros niveles;Número de centros;1;
Algeciras;Formación Profesional Básica;Número de centros;7;
Algeciras;C. F. Grado Medio;Número de centros;7;
Algeciras;C. F. Grado Superior;Número de centros;11;
Algeciras;Enseñanzas de Régimen Especial;Número de centros;4;
Algodonales;Infantil 1º ciclo;Número de centros;1;
Algodonales;Infantil 2º ciclo;Número de centros;2;
Algodonales;Primaria;Número de centros;2;
Algodonales;Educación especial;Número de centros;-;
Algodonales;E.S.O.;Número de centros;2;
Algodonales;Bachillerato;Número de centros;1;
Algodonales;Cursos acceso a otros niveles;Número de centros;-;
Algodonales;Formación Profesional Básica;Número de centros;1;
Algodonales;C. F. Grado Medio;Número de centros;1;
Algodonales;C. F. Grado Superior;Número de centros;-;
Algodonales;Enseñanzas de Régimen Especial;Número de centros;1;
Arcos de la Frontera;Infantil 1º ciclo;Número de centros;3;
Arcos de la Frontera;Infantil 2º ciclo;Número de centros;11;
Arcos de la Frontera;Primaria;Número de centros;11;
Arcos de la Frontera;Educación especial;Número de centros;3;
Arcos de la Frontera;E.S.O.;Número de centros;3;
Arcos de la Frontera;Bachillerato;Número de centros;2;
Arcos de la Frontera;Cursos acceso a otros niveles;Número de centros;-;
Arcos de la Frontera;Formación Profesional Básica;Número de centros;2;
Arcos de la Frontera;C. F. Grado Medio;Número de centros;2;
Arcos de la Frontera;C. F. Grado Superior;Número de centros;2;
Arcos de la Frontera;Enseñanzas de Régimen Especial;Número de centros;1;
Barbate;Infantil 1º ciclo;Número de centros;1;
Barbate;Infantil 2º ciclo;Número de centros;8;
Barbate;Primaria;Número de centros;8;
Barbate;Educación especial;Número de centros;4;
Barbate;E.S.O.;Número de centros;3;
Barbate;Bachillerato;Número de centros;2;
Barbate;Cursos acceso a otros niveles;Número de centros;-;
Barbate;Formación Profesional Básica;Número de centros;1;
Barbate;C. F. Grado Medio;Número de centros;2;
Barbate;C. F. Grado Superior;Número de centros;2;
Barbate;Enseñanzas de Régimen Especial;Número de centros;-;
Benalup-Casas Viejas;Infantil 1º ciclo;Número de centros;1;
Benalup-Casas Viejas;Infantil 2º ciclo;Número de centros;2;
Benalup-Casas Viejas;Primaria;Número de centros;2;
Benalup-Casas Viejas;Educación especial;Número de centros;2;
Benalup-Casas Viejas;E.S.O.;Número de centros;1;
Benalup-Casas Viejas;Bachillerato;Número de centros;1;
Benalup-Casas Viejas;Cursos acceso a otros niveles;Número de centros;-;
Benalup-Casas Viejas;Formación Profesional Básica;Número de centros;1;
Benalup-Casas Viejas;C. F. Grado Medio;Número de centros;1;
Benalup-Casas Viejas;C. F. Grado Superior;Número de centros;-;
Benalup-Casas Viejas;Enseñanzas de Régimen Especial;Número de centros;-;
Benaocaz;Infantil 1º ciclo;Número de centros;-;
Benaocaz;Infantil 2º ciclo;Número de centros;1;
Benaocaz;Primaria;Número de centros;1;
Benaocaz;Educación especial;Número de centros;-;
Benaocaz;E.S.O.;Número de centros;-;
Benaocaz;Bachillerato;Número de centros;-;
Benaocaz;Cursos acceso a otros niveles;Número de centros;-;
Benaocaz;Formación Profesional Básica;Número de centros;-;
Benaocaz;C. F. Grado Medio;Número de centros;-;
Benaocaz;C. F. Grado Superior;Número de centros;-;
Benaocaz;Enseñanzas de Régimen Especial;Número de centros;-;
Bornos;Infantil 1º ciclo;Número de centros;2;
Bornos;Infantil 2º ciclo;Número de centros;3;
Bornos;Primaria;Número de centros;3;
Bornos;Educación especial;Número de centros;1;
Bornos;E.S.O.;Número de centros;1;
Bornos;Bachillerato;Número de centros;1;
Bornos;Cursos acceso a otros niveles;Número de centros;-;
Bornos;Formación Profesional Básica;Número de centros;1;
Bornos;C. F. Grado Medio;Número de centros;1;
Bornos;C. F. Grado Superior;Número de centros;1;
Bornos;Enseñanzas de Régimen Especial;Número de centros;-;
Cádiz (capital);Infantil 1º ciclo;Número de centros;5;
Cádiz (capital);Infantil 2º ciclo;Número de centros;15;
Cádiz (capital);Primaria;Número de centros;15;
Cádiz (capital);Educación especial;Número de centros;7;
Cádiz (capital);E.S.O.;Número de centros;8;
Cádiz (capital);Bachillerato;Número de centros;10;
Cádiz (capital);Cursos acceso a otros niveles;Número de centros;1;
Cádiz (capital);Formación Profesional Básica;Número de centros;3;
Cádiz (capital);C. F. Grado Medio;Número de centros;6;
Cádiz (capital);C. F. Grado Superior;Número de centros;9;
