Territorio;Tipo de centros asistenciales;Medida;Valor;
Medina Sidonia;Residencia de ancianos;Superficie cubierta;4097;
Medina Sidonia;Residencia de ancianos;Superficie aire libre;34121;
Medina Sidonia;Residencia de ancianos;Superficie solar;38218;
Medina Sidonia;Guarderías infantiles;Nº centros;-;
Medina Sidonia;Guarderías infantiles;Plazas;-;
Medina Sidonia;Guarderías infantiles;Superficie cubierta;-;
Medina Sidonia;Guarderías infantiles;Superficie aire libre;-;
Medina Sidonia;Guarderías infantiles;Superficie solar;-;
Medina Sidonia;Albergues municipales;Nº centros;-;
Medina Sidonia;Albergues municipales;Plazas;-;
Medina Sidonia;Albergues municipales;Superficie cubierta;-;
Medina Sidonia;Albergues municipales;Superficie aire libre;-;
Medina Sidonia;Albergues municipales;Superficie solar;-;
Medina Sidonia;Rehabilitación toxicómanos;Nº centros;-;
Medina Sidonia;Rehabilitación toxicómanos;Plazas;-;
Medina Sidonia;Rehabilitación toxicómanos;Superficie cubierta;-;
Medina Sidonia;Rehabilitación toxicómanos;Superficie aire libre;-;
Medina Sidonia;Rehabilitación toxicómanos;Superficie solar;-;
Medina Sidonia;Otros;Nº centros;2;
Medina Sidonia;Otros;Plazas;44;
Medina Sidonia;Otros;Superficie cubierta;1854;
Medina Sidonia;Otros;Superficie aire libre;1153;
Medina Sidonia;Otros;Superficie solar;2074;
Medina Sidonia;TOTAL;Nº centros;4;
Medina Sidonia;TOTAL;Plazas;252;
Medina Sidonia;TOTAL;Superficie cubierta;5951;
Medina Sidonia;TOTAL;Superficie aire libre;35274;
Medina Sidonia;TOTAL;Superficie solar;40292;
Olvera;Centro de asistencia social;Nº centros;2;
Olvera;Centro de asistencia social;Plazas;40;
Olvera;Centro de asistencia social;Superficie cubierta;373;
Olvera;Centro de asistencia social;Superficie aire libre;0;
Olvera;Centro de asistencia social;Superficie solar;373;
Olvera;Residencia de ancianos;Nº centros;2;
Olvera;Residencia de ancianos;Plazas;52;
Olvera;Residencia de ancianos;Superficie cubierta;2688;
Olvera;Residencia de ancianos;Superficie aire libre;1323;
Olvera;Residencia de ancianos;Superficie solar;2411;
Olvera;Guarderías infantiles;Nº centros;-;
Olvera;Guarderías infantiles;Plazas;-;
Olvera;Guarderías infantiles;Superficie cubierta;-;
Olvera;Guarderías infantiles;Superficie aire libre;-;
Olvera;Guarderías infantiles;Superficie solar;-;
Olvera;Albergues municipales;Nº centros;-;
Olvera;Albergues municipales;Plazas;-;
Olvera;Albergues municipales;Superficie cubierta;-;
Olvera;Albergues municipales;Superficie aire libre;-;
Olvera;Albergues municipales;Superficie solar;-;
Olvera;Rehabilitación toxicómanos;Nº centros;-;
Olvera;Rehabilitación toxicómanos;Plazas;-;
Olvera;Rehabilitación toxicómanos;Superficie cubierta;-;
Olvera;Rehabilitación toxicómanos;Superficie aire libre;-;
Olvera;Rehabilitación toxicómanos;Superficie solar;-;
Olvera;Otros;Nº centros;2;
Olvera;Otros;Plazas;224;
Olvera;Otros;Superficie cubierta;2160;
Olvera;Otros;Superficie aire libre;1486;
Olvera;Otros;Superficie solar;2498;
Olvera;TOTAL;Nº centros;6;
Olvera;TOTAL;Plazas;316;
Olvera;TOTAL;Superficie cubierta;5221;
Olvera;TOTAL;Superficie aire libre;2809;
Olvera;TOTAL;Superficie solar;5282;
Paterna de Rivera;Centro de asistencia social;Nº centros;-;
Paterna de Rivera;Centro de asistencia social;Plazas;-;
Paterna de Rivera;Centro de asistencia social;Superficie cubierta;-;
Paterna de Rivera;Centro de asistencia social;Superficie aire libre;-;
Paterna de Rivera;Centro de asistencia social;Superficie solar;-;
Paterna de Rivera;Residencia de ancianos;Nº centros;-;
Paterna de Rivera;Residencia de ancianos;Plazas;-;
Paterna de Rivera;Residencia de ancianos;Superficie cubierta;-;
Paterna de Rivera;Residencia de ancianos;Superficie aire libre;-;
Paterna de Rivera;Residencia de ancianos;Superficie solar;-;
Paterna de Rivera;Guarderías infantiles;Nº centros;-;
Paterna de Rivera;Guarderías infantiles;Plazas;-;
Paterna de Rivera;Guarderías infantiles;Superficie cubierta;-;
Paterna de Rivera;Guarderías infantiles;Superficie aire libre;-;
Paterna de Rivera;Guarderías infantiles;Superficie solar;-;
Paterna de Rivera;Albergues municipales;Nº centros;-;
Paterna de Rivera;Albergues municipales;Plazas;-;
Paterna de Rivera;Albergues municipales;Superficie cubierta;-;
Paterna de Rivera;Albergues municipales;Superficie aire libre;-;
Paterna de Rivera;Albergues municipales;Superficie solar;-;
Paterna de Rivera;Rehabilitación toxicómanos;Nº centros;-;
Paterna de Rivera;Rehabilitación toxicómanos;Plazas;-;
Paterna de Rivera;Rehabilitación toxicómanos;Superficie cubierta;-;
Paterna de Rivera;Rehabilitación toxicómanos;Superficie aire libre;-;
Paterna de Rivera;Rehabilitación toxicómanos;Superficie solar;-;
Paterna de Rivera;Otros;Nº centros;1;
Paterna de Rivera;Otros;Plazas;40;
Paterna de Rivera;Otros;Superficie cubierta;231;
Paterna de Rivera;Otros;Superficie aire libre;0;
Paterna de Rivera;Otros;Superficie solar;169;
Paterna de Rivera;TOTAL;Nº centros;1;
Paterna de Rivera;TOTAL;Plazas;40;
Paterna de Rivera;TOTAL;Superficie cubierta;231;
Paterna de Rivera;TOTAL;Superficie aire libre;0;
Paterna de Rivera;TOTAL;Superficie solar;169;
Prado del Rey;Centro de asistencia social;Nº centros;1;
Prado del Rey;Centro de asistencia social;Plazas;-;
Prado del Rey;Centro de asistencia social;Superficie cubierta;184;
Prado del Rey;Centro de asistencia social;Superficie aire libre;0;
Prado del Rey;Centro de asistencia social;Superficie solar;92;
Prado del Rey;Residencia de ancianos;Nº centros;-;
Prado del Rey;Residencia de ancianos;Plazas;-;
Prado del Rey;Residencia de ancianos;Superficie cubierta;-;
Prado del Rey;Residencia de ancianos;Superficie aire libre;-;
Prado del Rey;Residencia de ancianos;Superficie solar;-;
Prado del Rey;Guarderías infantiles;Nº centros;-;
Prado del Rey;Guarderías infantiles;Plazas;-;
Prado del Rey;Guarderías infantiles;Superficie cubierta;-;
Prado del Rey;Guarderías infantiles;Superficie aire libre;-;
Prado del Rey;Guarderías infantiles;Superficie solar;-;
Prado del Rey;Albergues municipales;Nº centros;-;
Prado del Rey;Albergues municipales;Plazas;-;
Prado del Rey;Albergues municipales;Superficie cubierta;-;
Prado del Rey;Albergues municipales;Superficie aire libre;-;
Prado del Rey;Albergues municipales;Superficie solar;-;
Prado del Rey;Rehabilitación toxicómanos;Nº centros;-;
Prado del Rey;Rehabilitación toxicómanos;Plazas;-;
Prado del Rey;Rehabilitación toxicómanos;Superficie cubierta;-;
Prado del Rey;Rehabilitación toxicómanos;Superficie aire libre;-;
Prado del Rey;Rehabilitación toxicómanos;Superficie solar;-;
Prado del Rey;Otros;Nº centros;-;
Prado del Rey;Otros;Plazas;-;
Prado del Rey;Otros;Superficie cubierta;-;
Prado del Rey;Otros;Superficie aire libre;-;
Prado del Rey;Otros;Superficie solar;-;
Prado del Rey;TOTAL;Nº centros;1;
Prado del Rey;TOTAL;Plazas;-;
Prado del Rey;TOTAL;Superficie cubierta;184;
Prado del Rey;TOTAL;Superficie aire libre;0;
Prado del Rey;TOTAL;Superficie solar;92;
Puerto Real;Centro de asistencia social;Nº centros;7;
Puerto Real;Centro de asistencia social;Plazas;221;
Puerto Real;Centro de asistencia social;Superficie cubierta;6010;
Puerto Real;Centro de asistencia social;Superficie aire libre;25075;
Puerto Real;Centro de asistencia social;Superficie solar;29985;
Puerto Real;Residencia de ancianos;Nº centros;2;
Puerto Real;Residencia de ancianos;Plazas;64;
Puerto Real;Residencia de ancianos;Superficie cubierta;1587;
Puerto Real;Residencia de ancianos;Superficie aire libre;31;
Puerto Real;Residencia de ancianos;Superficie solar;681;
Puerto Real;Guarderías infantiles;Nº centros;-;
Puerto Real;Guarderías infantiles;Plazas;-;
Puerto Real;Guarderías infantiles;Superficie cubierta;-;
Puerto Real;Guarderías infantiles;Superficie aire libre;-;
Puerto Real;Guarderías infantiles;Superficie solar;-;
Puerto Real;Albergues municipales;Nº centros;-;
Puerto Real;Albergues municipales;Plazas;-;
Puerto Real;Albergues municipales;Superficie cubierta;-;
Puerto Real;Albergues municipales;Superficie aire libre;-;
Puerto Real;Albergues municipales;Superficie solar;-;
Puerto Real;Rehabilitación toxicómanos;Nº centros;1;
Puerto Real;Rehabilitación toxicómanos;Plazas;-;
Puerto Real;Rehabilitación toxicómanos;Superficie cubierta;120;
Puerto Real;Rehabilitación toxicómanos;Superficie aire libre;0;
Puerto Real;Rehabilitación toxicómanos;Superficie solar;120;
Puerto Real;Otros;Nº centros;7;
Puerto Real;Otros;Plazas;494;
Puerto Real;Otros;Superficie cubierta;13192;
Puerto Real;Otros;Superficie aire libre;7336;
Puerto Real;Otros;Superficie solar;14936;
Puerto Real;TOTAL;Nº centros;17;
Puerto Real;TOTAL;Plazas;779;
Puerto Real;TOTAL;Superficie cubierta;20909;
Puerto Real;TOTAL;Superficie aire libre;32442;
Puerto Real;TOTAL;Superficie solar;45722;
Puerto Serrano;Centro de asistencia social;Nº centros;2;
Puerto Serrano;Centro de asistencia social;Plazas;7;
Puerto Serrano;Centro de asistencia social;Superficie cubierta;478;
Puerto Serrano;Centro de asistencia social;Superficie aire libre;0;
Puerto Serrano;Centro de asistencia social;Superficie solar;365;
Puerto Serrano;Residencia de ancianos;Nº centros;1;
Puerto Serrano;Residencia de ancianos;Plazas;31;
Puerto Serrano;Residencia de ancianos;Superficie cubierta;1356;
Puerto Serrano;Residencia de ancianos;Superficie aire libre;38;
Puerto Serrano;Residencia de ancianos;Superficie solar;458;
Puerto Serrano;Guarderías infantiles;Nº centros;-;
Puerto Serrano;Guarderías infantiles;Plazas;-;
Puerto Serrano;Guarderías infantiles;Superficie cubierta;-;
Puerto Serrano;Guarderías infantiles;Superficie aire libre;-;
Puerto Serrano;Guarderías infantiles;Superficie solar;-;
Puerto Serrano;Albergues municipales;Nº centros;-;
Puerto Serrano;Albergues municipales;Plazas;-;
Puerto Serrano;Albergues municipales;Superficie cubierta;-;
Puerto Serrano;Albergues municipales;Superficie aire libre;-;
Puerto Serrano;Albergues municipales;Superficie solar;-;
Puerto Serrano;Rehabilitación toxicómanos;Nº centros;-;
Puerto Serrano;Rehabilitación toxicómanos;Plazas;-;
Puerto Serrano;Rehabilitación toxicómanos;Superficie cubierta;-;
Puerto Serrano;Rehabilitación toxicómanos;Superficie aire libre;-;
Puerto Serrano;Rehabilitación toxicómanos;Superficie solar;-;
Puerto Serrano;Otros;Nº centros;2;
Puerto Serrano;Otros;Plazas;379;
Puerto Serrano;Otros;Superficie cubierta;1003;
Puerto Serrano;Otros;Superficie aire libre;41;
Puerto Serrano;Otros;Superficie solar;1044;
Puerto Serrano;TOTAL;Nº centros;5;
Puerto Serrano;TOTAL;Plazas;417;
Puerto Serrano;TOTAL;Superficie cubierta;2837;
Puerto Serrano;TOTAL;Superficie aire libre;79;
Puerto Serrano;TOTAL;Superficie solar;1867;
Rota;Centro de asistencia social;Nº centros;3;
Rota;Centro de asistencia social;Plazas;58;
Rota;Centro de asistencia social;Superficie cubierta;375;
Rota;Centro de asistencia social;Superficie aire libre;0;
Rota;Centro de asistencia social;Superficie solar;375;
Rota;Residencia de ancianos;Nº centros;1;
Rota;Residencia de ancianos;Plazas;25;
Rota;Residencia de ancianos;Superficie cubierta;904;
Rota;Residencia de ancianos;Superficie aire libre;609;
Rota;Residencia de ancianos;Superficie solar;929;
Rota;Guarderías infantiles;Nº centros;-;
Rota;Guarderías infantiles;Plazas;-;
Rota;Guarderías infantiles;Superficie cubierta;-;
Rota;Guarderías infantiles;Superficie aire libre;-;
Rota;Guarderías infantiles;Superficie solar;-;
Rota;Albergues municipales;Nº centros;-;
Rota;Albergues municipales;Plazas;-;
Rota;Albergues municipales;Superficie cubierta;-;
Rota;Albergues municipales;Superficie aire libre;-;
Rota;Albergues municipales;Superficie solar;-;
Rota;Rehabilitación toxicómanos;Nº centros;1;
Rota;Rehabilitación toxicómanos;Plazas;-;
Rota;Rehabilitación toxicómanos;Superficie cubierta;291;
Rota;Rehabilitación toxicómanos;Superficie aire libre;0;
Rota;Rehabilitación toxicómanos;Superficie solar;291;
Rota;Otros;Nº centros;4;
Rota;Otros;Plazas;140;
Rota;Otros;Superficie cubierta;5886;
Rota;Otros;Superficie aire libre;3326;
Rota;Otros;Superficie solar;7353;
Rota;TOTAL;Nº centros;9;
Rota;TOTAL;Plazas;223;
Rota;TOTAL;Superficie cubierta;7456;
Rota;TOTAL;Superficie aire libre;3935;
Rota;TOTAL;Superficie solar;8948;
San José del Valle;Centro de asistencia social;Nº centros;-;
San José del Valle;Centro de asistencia social;Plazas;-;
San José del Valle;Centro de asistencia social;Superficie cubierta;-;
San José del Valle;Centro de asistencia social;Superficie aire libre;-;
San José del Valle;Centro de asistencia social;Superficie solar;-;
San José del Valle;Residencia de ancianos;Nº centros;-;
San José del Valle;Residencia de ancianos;Plazas;-;
San José del Valle;Residencia de ancianos;Superficie cubierta;-;
San José del Valle;Residencia de ancianos;Superficie aire libre;-;
San José del Valle;Residencia de ancianos;Superficie solar;-;
San José del Valle;Guarderías infantiles;Nº centros;-;
San José del Valle;Guarderías infantiles;Plazas;-;
San José del Valle;Guarderías infantiles;Superficie cubierta;-;
San José del Valle;Guarderías infantiles;Superficie aire libre;-;
San José del Valle;Guarderías infantiles;Superficie solar;-;
San José del Valle;Albergues municipales;Nº centros;-;
San José del Valle;Albergues municipales;Plazas;-;
San José del Valle;Albergues municipales;Superficie cubierta;-;
San José del Valle;Albergues municipales;Superficie aire libre;-;
San José del Valle;Albergues municipales;Superficie solar;-;
San José del Valle;Rehabilitación toxicómanos;Nº centros;-;
San José del Valle;Rehabilitación toxicómanos;Plazas;-;
San José del Valle;Rehabilitación toxicómanos;Superficie cubierta;-;
San José del Valle;Rehabilitación toxicómanos;Superficie aire libre;-;
San José del Valle;Rehabilitación toxicómanos;Superficie solar;-;
San José del Valle;Otros;Nº centros;3;
San José del Valle;Otros;Plazas;84;
San José del Valle;Otros;Superficie cubierta;2918;
San José del Valle;Otros;Superficie aire libre;9864;
San José del Valle;Otros;Superficie solar;12504;
San José del Valle;TOTAL;Nº centros;3;
San José del Valle;TOTAL;Plazas;84;
San José del Valle;TOTAL;Superficie cubierta;2918;
San José del Valle;TOTAL;Superficie aire libre;9864;
San José del Valle;TOTAL;Superficie solar;12504;
San Roque;Centro de asistencia social;Nº centros;3;
San Roque;Centro de asistencia social;Plazas;65;
San Roque;Centro de asistencia social;Superficie cubierta;1768;
San Roque;Centro de asistencia social;Superficie aire libre;4047;
San Roque;Centro de asistencia social;Superficie solar;5375;
San Roque;Residencia de ancianos;Nº centros;3;
San Roque;Residencia de ancianos;Plazas;112;
San Roque;Residencia de ancianos;Superficie cubierta;4518;
San Roque;Residencia de ancianos;Superficie aire libre;3067;
San Roque;Residencia de ancianos;Superficie solar;5871;
San Roque;Guarderías infantiles;Nº centros;-;
San Roque;Guarderías infantiles;Plazas;-;
San Roque;Guarderías infantiles;Superficie cubierta;-;
San Roque;Guarderías infantiles;Superficie aire libre;-;
San Roque;Guarderías infantiles;Superficie solar;-;
San Roque;Albergues municipales;Nº centros;-;
San Roque;Albergues municipales;Plazas;-;
San Roque;Albergues municipales;Superficie cubierta;-;
San Roque;Albergues municipales;Superficie aire libre;-;
San Roque;Albergues municipales;Superficie solar;-;
San Roque;Rehabilitación toxicómanos;Nº centros;-;
San Roque;Rehabilitación toxicómanos;Plazas;-;
San Roque;Rehabilitación toxicómanos;Superficie cubierta;-;
San Roque;Rehabilitación toxicómanos;Superficie aire libre;-;
San Roque;Rehabilitación toxicómanos;Superficie solar;-;
San Roque;Otros;Nº centros;8;
San Roque;Otros;Plazas;283;
San Roque;Otros;Superficie cubierta;5681;
San Roque;Otros;Superficie aire libre;1699;
San Roque;Otros;Superficie solar;4990;
San Roque;TOTAL;Nº centros;14;
San Roque;TOTAL;Plazas;460;
San Roque;TOTAL;Superficie cubierta;11967;
San Roque;TOTAL;Superficie aire libre;8813;
San Roque;TOTAL;Superficie solar;16236;
Setenil de las Bodegas;Centro de asistencia social;Nº centros;-;
Setenil de las Bodegas;Centro de asistencia social;Plazas;-;
Setenil de las Bodegas;Centro de asistencia social;Superficie cubierta;-;
Setenil de las Bodegas;Centro de asistencia social;Superficie aire libre;-;
Setenil de las Bodegas;Centro de asistencia social;Superficie solar;-;
Setenil de las Bodegas;Residencia de ancianos;Nº centros;1;
Setenil de las Bodegas;Residencia de ancianos;Plazas;40;
Setenil de las Bodegas;Residencia de ancianos;Superficie cubierta;1088;
Setenil de las Bodegas;Residencia de ancianos;Superficie aire libre;290;
Setenil de las Bodegas;Residencia de ancianos;Superficie solar;678;
Setenil de las Bodegas;Guarderías infantiles;Nº centros;-;
Setenil de las Bodegas;Guarderías infantiles;Plazas;-;
Setenil de las Bodegas;Guarderías infantiles;Superficie cubierta;-;
Setenil de las Bodegas;Guarderías infantiles;Superficie aire libre;-;
Setenil de las Bodegas;Guarderías infantiles;Superficie solar;-;
Setenil de las Bodegas;Albergues municipales;Nº centros;-;
Setenil de las Bodegas;Albergues municipales;Plazas;-;
Setenil de las Bodegas;Albergues municipales;Superficie cubierta;-;
Setenil de las Bodegas;Albergues municipales;Superficie aire libre;-;
Setenil de las Bodegas;Albergues municipales;Superficie solar;-;
Setenil de las Bodegas;Rehabilitación toxicómanos;Nº centros;-;
Setenil de las Bodegas;Rehabilitación toxicómanos;Plazas;-;
Setenil de las Bodegas;Rehabilitación toxicómanos;Superficie cubierta;-;
Setenil de las Bodegas;Rehabilitación toxicómanos;Superficie aire libre;-;
Setenil de las Bodegas;Rehabilitación toxicómanos;Superficie solar;-;
Setenil de las Bodegas;Otros;Nº centros;-;
